ProductivityID,DateKey,AreaID,ResponsibleID,LocationID,Shift,PlannedOutput,ActualOutput,LaborHours,ProductiveHours,NonProductiveHours,_SourceFile,_ExportedAt,_LegacyRowNumber
PD000057,20240325,A004,R022,L006,Día,172,142,10.58,8.78,1.8,training_fact_productividad_export.csv,2026-06-23T00:00:00,57
PD000058,20241223,A005,R008,L001,Día,851,940,8.51,6.87,1.64,training_fact_productividad_export.csv,2026-06-23T00:00:00,58
PD000059,20240924,A006,R007,L004,Tarde,441,436,7.01,6.0,1.01,training_fact_productividad_export.csv,2026-06-23T00:00:00,59
PD000060,20240729,A003,R029,L007,Día,107,81,7.02,4.69,2.33,training_fact_productividad_export.csv,2026-06-23T00:00:00,60
PD000061,20241209,A003,R009,L006,Día,366,396,8.32,6.67,1.65,training_fact_productividad_export.csv,2026-06-23T00:00:00,61
PD000062,20240411,A006,R024,L002,Tarde,625,553,9.07,6.34,2.72,training_fact_productividad_export.csv,2026-06-23T00:00:00,62
PD000063,20241210,A006,R009,L003,Tarde,119,106,11.41,9.79,1.62,training_fact_productividad_export.csv,2026-06-23T00:00:00,63
PD000064,20240523,A005,R015,L005,Tarde,397,364,8.12,6.72,1.4,training_fact_productividad_export.csv,2026-06-23T00:00:00,64
PD000065,20240114,A002,R030,L005,Noche,832,796,10.87,8.51,2.36,training_fact_productividad_export.csv,2026-06-23T00:00:00,65
PD000066,20240403,A002,R026,L002,Noche,83,75,6.72,4.72,2.0,training_fact_productividad_export.csv,2026-06-23T00:00:00,66
PD000067,20240508,A005,R018,L005,Noche,487,514,10.64,7.87,2.77,training_fact_productividad_export.csv,2026-06-23T00:00:00,67
PD000068,20240414,A002,R022,L001,Noche,691,788,8.35,6.18,2.17,training_fact_productividad_export.csv,2026-06-23T00:00:00,68
PD000069,20240223,A001,R013,L002,Noche,286,223,7.86,6.51,1.34,training_fact_productividad_export.csv,2026-06-23T00:00:00,69
PD000070,20240412,A002,R030,L002,Día,720,546,9.16,7.68,1.48,training_fact_productividad_export.csv,2026-06-23T00:00:00,70
PD000071,20240512,A001,R011,L006,Tarde,817,657,10.7,8.03,2.66,training_fact_productividad_export.csv,2026-06-23T00:00:00,71
PD000072,20240118,A003,R012,L004,Tarde,277,230,8.9,6.57,2.33,training_fact_productividad_export.csv,2026-06-23T00:00:00,72
PD000073,20240909,A005,R001,L005,Día,822,718,8.55,6.14,2.42,training_fact_productividad_export.csv,2026-06-23T00:00:00,73
PD000074,20240613,A003,R010,L006,Día,291,225,10.77,8.49,2.28,training_fact_productividad_export.csv,2026-06-23T00:00:00,74
PD000075,20241231,A006,R027,L002,Noche,864,859,10.68,8.22,2.46,training_fact_productividad_export.csv,2026-06-23T00:00:00,75
PD000076,20240315,A002,R022,L006,Noche,77,59,9.57,8.71,0.86,training_fact_productividad_export.csv,2026-06-23T00:00:00,76
PD000077,20240412,A002,R022,L006,Tarde,448,360,9.18,6.48,2.7,training_fact_productividad_export.csv,2026-06-23T00:00:00,77
PD000078,20241129,A004,R019,L006,Tarde,572,648,6.99,4.7,2.29,training_fact_productividad_export.csv,2026-06-23T00:00:00,78
PD000079,20240531,A003,R026,L006,Noche,342,261,9.18,6.81,2.37,training_fact_productividad_export.csv,2026-06-23T00:00:00,79
PD000080,20240917,A003,R028,L001,Día,525,414,6.56,5.5,1.06,training_fact_productividad_export.csv,2026-06-23T00:00:00,80
PD000081,20241203,A001,R022,L004,Noche,592,516,11.4,8.36,3.04,training_fact_productividad_export.csv,2026-06-23T00:00:00,81
PD000082,20241025,A006,R011,L002,Noche,616,571,8.26,5.77,2.5,training_fact_productividad_export.csv,2026-06-23T00:00:00,82
PD000083,20240716,A006,R002,L004,Noche,787,631,8.89,7.5,1.4,training_fact_productividad_export.csv,2026-06-23T00:00:00,83
PD000084,20240619,A003,R019,L001,Noche,93,76,8.34,6.61,1.73,training_fact_productividad_export.csv,2026-06-23T00:00:00,84
PD000085,20240313,A002,R006,L002,Tarde,596,754,10.36,9.0,1.36,training_fact_productividad_export.csv,2026-06-23T00:00:00,85
PD000086,20240102,A002,R023,L007,Noche,584,606,8.67,7.5,1.17,training_fact_productividad_export.csv,2026-06-23T00:00:00,86
PD000087,20241116,A001,R008,L002,Noche,813,685,10.95,9.75,1.21,training_fact_productividad_export.csv,2026-06-23T00:00:00,87
PD000088,20240310,A005,R025,L003,Noche,268,279,9.48,7.88,1.6,training_fact_productividad_export.csv,2026-06-23T00:00:00,88
PD000089,20241225,A001,R011,L005,Día,255,190,6.44,3.97,2.47,training_fact_productividad_export.csv,2026-06-23T00:00:00,89
PD000090,20240421,A004,R009,L006,Noche,353,338,7.69,5.7,1.99,training_fact_productividad_export.csv,2026-06-23T00:00:00,90
PD000091,20241106,A002,R014,L006,Noche,66,66,11.43,8.43,3.0,training_fact_productividad_export.csv,2026-06-23T00:00:00,91
PD000092,20240528,A001,R005,L002,Día,795,590,6.4,5.61,0.79,training_fact_productividad_export.csv,2026-06-23T00:00:00,92
PD000093,20240217,A003,R009,L006,Día,98,93,11.75,9.54,2.21,training_fact_productividad_export.csv,2026-06-23T00:00:00,93
PD000094,20240511,A004,R005,L004,Noche,612,688,11.07,8.74,2.32,training_fact_productividad_export.csv,2026-06-23T00:00:00,94
PD000095,20240415,A002,R026,L005,Día,453,363,10.77,9.79,0.98,training_fact_productividad_export.csv,2026-06-23T00:00:00,95
PD000096,20241112,A004,R003,L003,Día,383,337,11.01,8.24,2.76,training_fact_productividad_export.csv,2026-06-23T00:00:00,96
PD000097,20240722,A001,R006,L004,Noche,311,204,9.95,7.73,2.22,training_fact_productividad_export.csv,2026-06-23T00:00:00,97
PD000098,20240502,A003,R019,L004,Tarde,785,809,6.6,5.18,1.42,training_fact_productividad_export.csv,2026-06-23T00:00:00,98
PD000099,20241217,A001,R025,L004,Día,118,109,9.18,7.98,1.2,training_fact_productividad_export.csv,2026-06-23T00:00:00,99
PD000100,20240130,A006,R025,L004,Día,737,561,9.35,7.02,2.32,training_fact_productividad_export.csv,2026-06-23T00:00:00,100
PD000101,20240208,A002,R018,L003,Noche,801,721,7.18,5.58,1.6,training_fact_productividad_export.csv,2026-06-23T00:00:00,101
PD000102,20240429,A006,R006,L002,Noche,74,63,11.52,8.1,3.43,training_fact_productividad_export.csv,2026-06-23T00:00:00,102
PD000103,20240530,A006,R013,L004,Noche,495,494,10.6,9.04,1.57,training_fact_productividad_export.csv,2026-06-23T00:00:00,103
PD000104,20240224,A003,R004,L001,Tarde,450,423,10.12,8.56,1.56,training_fact_productividad_export.csv,2026-06-23T00:00:00,104
PD000105,20240911,A005,R011,L007,Noche,250,262,8.96,6.16,2.8,training_fact_productividad_export.csv,2026-06-23T00:00:00,105
PD000106,20241128,A004,R006,L002,Noche,333,389,11.94,10.57,1.37,training_fact_productividad_export.csv,2026-06-23T00:00:00,106
PD000107,20240402,A004,R008,L005,Tarde,598,410,7.17,6.28,0.89,training_fact_productividad_export.csv,2026-06-23T00:00:00,107
PD000108,20240807,A003,R005,L002,Día,606,416,9.3,8.42,0.88,training_fact_productividad_export.csv,2026-06-23T00:00:00,108
PD000109,20241228,A003,R010,L007,Tarde,896,843,7.55,6.7,0.85,training_fact_productividad_export.csv,2026-06-23T00:00:00,109
PD000110,20240116,A003,R020,L007,Noche,265,263,6.15,4.75,1.4,training_fact_productividad_export.csv,2026-06-23T00:00:00,110
PD000111,20241005,A002,R006,L003,Día,362,302,6.07,4.94,1.14,training_fact_productividad_export.csv,2026-06-23T00:00:00,111
PD000112,20240111,A006,R008,L002,Tarde,505,479,11.78,9.32,2.46,training_fact_productividad_export.csv,2026-06-23T00:00:00,112
PD000113,20240811,A004,R023,L002,Noche,657,640,9.19,7.91,1.28,training_fact_productividad_export.csv,2026-06-23T00:00:00,113
PD000114,20241111,A003,R007,L006,Tarde,717,558,10.7,9.72,0.98,training_fact_productividad_export.csv,2026-06-23T00:00:00,114
PD000115,20240327,A005,R022,L005,Tarde,248,242,10.76,9.3,1.47,training_fact_productividad_export.csv,2026-06-23T00:00:00,115
PD000116,20241119,A005,R030,L001,Tarde,472,480,6.32,5.22,1.11,training_fact_productividad_export.csv,2026-06-23T00:00:00,116
PD000117,20240410,A003,R015,L004,Tarde,396,374,10.86,7.85,3.01,training_fact_productividad_export.csv,2026-06-23T00:00:00,117
PD000118,20240723,A001,R025,L005,Día,630,426,8.87,7.54,1.33,training_fact_productividad_export.csv,2026-06-23T00:00:00,118
PD000119,20240902,A004,R010,L004,Noche,802,661,8.5,7.75,0.76,training_fact_productividad_export.csv,2026-06-23T00:00:00,119
PD000120,20240508,A002,R024,L002,Día,370,368,11.28,7.65,3.63,training_fact_productividad_export.csv,2026-06-23T00:00:00,120
PD000121,20241208,A001,R017,L006,Noche,544,515,11.28,9.06,2.22,training_fact_productividad_export.csv,2026-06-23T00:00:00,121
PD000122,20241213,A005,R026,L006,Tarde,758,751,10.63,7.85,2.79,training_fact_productividad_export.csv,2026-06-23T00:00:00,122
PD000123,20240928,A003,R029,L007,Día,257,233,8.88,7.13,1.75,training_fact_productividad_export.csv,2026-06-23T00:00:00,123
PD000124,20240413,A004,R026,L002,Día,171,165,8.26,6.76,1.5,training_fact_productividad_export.csv,2026-06-23T00:00:00,124
PD000125,20240221,A003,R014,L007,Tarde,154,140,6.85,5.43,1.42,training_fact_productividad_export.csv,2026-06-23T00:00:00,125
PD000126,20240719,A002,R002,L004,Día,641,629,11.84,10.63,1.21,training_fact_productividad_export.csv,2026-06-23T00:00:00,126
PD000127,20240212,A001,R027,L001,Noche,835,620,6.01,3.34,2.67,training_fact_productividad_export.csv,2026-06-23T00:00:00,127
PD000128,20240127,A003,R023,L002,Tarde,644,483,10.8,8.76,2.05,training_fact_productividad_export.csv,2026-06-23T00:00:00,128
PD000129,20240524,A006,R006,L002,Tarde,258,281,7.98,6.43,1.54,training_fact_productividad_export.csv,2026-06-23T00:00:00,129
PD000130,20241124,A005,R009,L005,Día,51,59,6.66,6.08,0.59,training_fact_productividad_export.csv,2026-06-23T00:00:00,130
PD000131,20240103,A004,R007,L007,Noche,802,638,6.27,4.26,2.01,training_fact_productividad_export.csv,2026-06-23T00:00:00,131
PD000132,20241224,A005,R021,L007,Noche,331,284,6.83,5.03,1.8,training_fact_productividad_export.csv,2026-06-23T00:00:00,132
PD000133,20240227,A001,R023,L001,Noche,712,647,6.58,5.82,0.76,training_fact_productividad_export.csv,2026-06-23T00:00:00,133
PD000134,20240802,A005,R018,L005,Día,662,597,9.85,7.52,2.32,training_fact_productividad_export.csv,2026-06-23T00:00:00,134
PD000135,20240214,A002,R014,L003,Día,478,383,10.71,8.17,2.54,training_fact_productividad_export.csv,2026-06-23T00:00:00,135
PD000136,20241113,A003,R001,L002,Noche,78,59,6.38,5.04,1.34,training_fact_productividad_export.csv,2026-06-23T00:00:00,136
PD000137,20241110,A003,R010,L007,Noche,876,807,8.45,6.9,1.54,training_fact_productividad_export.csv,2026-06-23T00:00:00,137
PD000138,20240603,A005,R026,L003,Noche,135,106,6.7,5.65,1.05,training_fact_productividad_export.csv,2026-06-23T00:00:00,138
PD000139,20240229,A005,R027,L007,Día,378,381,7.51,5.58,1.93,training_fact_productividad_export.csv,2026-06-23T00:00:00,139
PD000140,20240831,A001,R003,L005,Día,463,328,9.72,6.24,3.47,training_fact_productividad_export.csv,2026-06-23T00:00:00,140
PD000141,20240630,A006,R016,L005,Noche,621,714,10.78,9.86,0.92,training_fact_productividad_export.csv,2026-06-23T00:00:00,141
PD000142,20240418,A003,R005,L002,Tarde,223,241,6.73,4.79,1.94,training_fact_productividad_export.csv,2026-06-23T00:00:00,142
PD000143,20241125,A005,R012,L001,Noche,279,261,6.92,5.3,1.62,training_fact_productividad_export.csv,2026-06-23T00:00:00,143
PD000144,20240602,A005,R020,L002,Día,557,602,6.07,4.4,1.67,training_fact_productividad_export.csv,2026-06-23T00:00:00,144
PD000145,20240729,A002,R005,L002,Noche,316,273,7.78,6.39,1.39,training_fact_productividad_export.csv,2026-06-23T00:00:00,145
PD000146,20240305,A003,R012,L006,Día,339,287,11.19,8.84,2.35,training_fact_productividad_export.csv,2026-06-23T00:00:00,146
PD000147,20240218,A004,R014,L002,Día,516,564,8.53,7.31,1.22,training_fact_productividad_export.csv,2026-06-23T00:00:00,147
PD000148,20240802,A004,R029,L002,Tarde,730,855,10.62,7.67,2.94,training_fact_productividad_export.csv,2026-06-23T00:00:00,148
PD000149,20241222,A005,R003,L006,Día,149,160,7.6,6.34,1.25,training_fact_productividad_export.csv,2026-06-23T00:00:00,149
PD000150,20240218,A005,R028,L004,Noche,629,500,6.71,5.59,1.12,training_fact_productividad_export.csv,2026-06-23T00:00:00,150
PD000151,20240118,A004,R014,L003,Noche,494,389,7.51,5.63,1.88,training_fact_productividad_export.csv,2026-06-23T00:00:00,151
PD000152,20241224,A005,R013,L007,Día,462,474,6.03,4.6,1.44,training_fact_productividad_export.csv,2026-06-23T00:00:00,152
PD000153,20240827,A002,R030,L006,Tarde,415,345,11.57,9.34,2.23,training_fact_productividad_export.csv,2026-06-23T00:00:00,153
PD000154,20240108,A003,R025,L004,Tarde,464,389,10.82,7.88,2.94,training_fact_productividad_export.csv,2026-06-23T00:00:00,154
PD000155,20241230,A006,R029,L001,Noche,642,591,7.63,5.32,2.31,training_fact_productividad_export.csv,2026-06-23T00:00:00,155
PD000156,20240208,A001,R028,L002,Día,514,341,11.81,9.1,2.7,training_fact_productividad_export.csv,2026-06-23T00:00:00,156
PD000157,20240727,A004,R015,L003,Día,116,135,11.77,9.99,1.78,training_fact_productividad_export.csv,2026-06-23T00:00:00,157
PD000158,20240411,A004,R021,L001,Día,203,232,8.56,7.03,1.53,training_fact_productividad_export.csv,2026-06-23T00:00:00,158
PD000159,20240509,A001,R022,L007,Noche,791,649,7.06,5.43,1.63,training_fact_productividad_export.csv,2026-06-23T00:00:00,159
PD000160,20240219,A006,R002,L006,Día,256,232,11.75,8.49,3.26,training_fact_productividad_export.csv,2026-06-23T00:00:00,160
PD000161,20240818,A002,R027,L002,Noche,714,821,10.17,8.13,2.04,training_fact_productividad_export.csv,2026-06-23T00:00:00,161
PD000162,20241226,A006,R027,L001,Día,519,480,6.89,6.14,0.75,training_fact_productividad_export.csv,2026-06-23T00:00:00,162
PD000163,20241123,A002,R026,L001,Noche,645,664,11.3,10.04,1.26,training_fact_productividad_export.csv,2026-06-23T00:00:00,163
PD000164,20240610,A005,R021,L005,Tarde,392,407,8.88,7.82,1.05,training_fact_productividad_export.csv,2026-06-23T00:00:00,164
PD000165,20240607,A001,R019,L002,Tarde,104,79,8.16,6.43,1.73,training_fact_productividad_export.csv,2026-06-23T00:00:00,165
PD000166,20240903,A001,R015,L004,Noche,142,118,7.25,4.9,2.35,training_fact_productividad_export.csv,2026-06-23T00:00:00,166
PD000167,20241012,A002,R013,L004,Tarde,266,242,7.8,6.43,1.37,training_fact_productividad_export.csv,2026-06-23T00:00:00,167
PD000168,20241228,A006,R005,L007,Noche,163,165,7.61,6.18,1.42,training_fact_productividad_export.csv,2026-06-23T00:00:00,168
PD000169,20240329,A003,R026,L007,Día,187,159,8.45,6.44,2.0,training_fact_productividad_export.csv,2026-06-23T00:00:00,169
PD000170,20241202,A004,R012,L002,Día,351,352,11.91,8.85,3.06,training_fact_productividad_export.csv,2026-06-23T00:00:00,170
PD000171,20240131,A005,R013,L005,Tarde,855,873,6.75,5.28,1.47,training_fact_productividad_export.csv,2026-06-23T00:00:00,171
PD000172,20240121,A003,R010,L007,Tarde,364,375,11.7,8.06,3.64,training_fact_productividad_export.csv,2026-06-23T00:00:00,172
PD000173,20240911,A002,R008,L003,Noche,451,538,6.88,5.76,1.11,training_fact_productividad_export.csv,2026-06-23T00:00:00,173
PD000174,20240624,A005,R007,L002,Noche,777,862,8.95,7.36,1.59,training_fact_productividad_export.csv,2026-06-23T00:00:00,174
PD000175,20241122,A004,R006,L001,Día,645,553,6.02,4.69,1.33,training_fact_productividad_export.csv,2026-06-23T00:00:00,175
PD000176,20240107,A001,R014,L002,Día,790,580,6.65,5.43,1.22,training_fact_productividad_export.csv,2026-06-23T00:00:00,176
PD000177,20240126,A003,R028,L005,Tarde,440,474,6.07,4.67,1.4,training_fact_productividad_export.csv,2026-06-23T00:00:00,177
PD000178,20240411,A003,R009,L005,Noche,600,673,6.51,5.63,0.88,training_fact_productividad_export.csv,2026-06-23T00:00:00,178
PD000179,20240104,A001,R016,L005,Tarde,792,483,10.83,8.96,1.87,training_fact_productividad_export.csv,2026-06-23T00:00:00,179
PD000180,20240818,A002,R018,L004,Tarde,687,681,7.95,7.24,0.72,training_fact_productividad_export.csv,2026-06-23T00:00:00,180
PD000181,20240320,A004,R030,L005,Día,329,235,7.41,6.31,1.1,training_fact_productividad_export.csv,2026-06-23T00:00:00,181
PD000182,20240216,A005,R023,L004,Tarde,894,896,8.72,5.9,2.82,training_fact_productividad_export.csv,2026-06-23T00:00:00,182
PD000183,20240806,A006,R018,L004,Noche,450,475,7.55,6.65,0.9,training_fact_productividad_export.csv,2026-06-23T00:00:00,183
PD000184,20241011,A004,R009,L006,Noche,161,153,10.3,8.36,1.94,training_fact_productividad_export.csv,2026-06-23T00:00:00,184
PD000185,20240722,A002,R006,L007,Tarde,191,179,9.9,7.97,1.94,training_fact_productividad_export.csv,2026-06-23T00:00:00,185
PD000186,20241007,A005,R011,L002,Tarde,725,660,7.08,5.98,1.1,training_fact_productividad_export.csv,2026-06-23T00:00:00,186
PD000187,20240218,A005,R026,L006,Noche,817,830,7.49,5.35,2.14,training_fact_productividad_export.csv,2026-06-23T00:00:00,187
PD000188,20240325,A004,R013,L003,Día,417,422,8.47,6.96,1.51,training_fact_productividad_export.csv,2026-06-23T00:00:00,188
PD000189,20241016,A001,R015,L003,Día,94,82,11.25,8.22,3.03,training_fact_productividad_export.csv,2026-06-23T00:00:00,189
PD000190,20240405,A001,R004,L007,Día,726,618,8.58,5.39,3.19,training_fact_productividad_export.csv,2026-06-23T00:00:00,190
PD000191,20241209,A004,R027,L007,Día,214,172,6.29,4.25,2.04,training_fact_productividad_export.csv,2026-06-23T00:00:00,191
PD000192,20241030,A001,R025,L005,Noche,104,62,6.09,4.48,1.62,training_fact_productividad_export.csv,2026-06-23T00:00:00,192
PD000193,20240522,A002,R029,L007,Día,565,472,8.69,6.69,2.0,training_fact_productividad_export.csv,2026-06-23T00:00:00,193
PD000194,20240824,A003,R025,L003,Tarde,171,157,11.98,9.93,2.05,training_fact_productividad_export.csv,2026-06-23T00:00:00,194
PD000195,20240814,A005,R016,L006,Día,664,748,9.02,7.87,1.14,training_fact_productividad_export.csv,2026-06-23T00:00:00,195
PD000196,20240628,A004,R007,L007,Día,627,653,9.97,8.92,1.05,training_fact_productividad_export.csv,2026-06-23T00:00:00,196
PD000197,20240617,A005,R026,L006,Día,506,590,11.15,8.04,3.11,training_fact_productividad_export.csv,2026-06-23T00:00:00,197
PD000198,20240325,A001,R016,L001,Día,757,561,7.53,4.48,3.05,training_fact_productividad_export.csv,2026-06-23T00:00:00,198
PD000199,20240314,A005,R003,L003,Noche,116,126,6.06,4.27,1.8,training_fact_productividad_export.csv,2026-06-23T00:00:00,199
PD000200,20240115,A001,R024,L001,Día,592,332,8.03,4.87,3.16,training_fact_productividad_export.csv,2026-06-23T00:00:00,200
PD000201,20240415,A003,R030,L002,Tarde,296,226,6.6,5.57,1.03,training_fact_productividad_export.csv,2026-06-23T00:00:00,201
PD000202,20241115,A003,R022,L004,Día,238,264,7.71,5.23,2.48,training_fact_productividad_export.csv,2026-06-23T00:00:00,202
PD000203,20240514,A004,R008,L007,Día,490,472,8.05,6.26,1.79,training_fact_productividad_export.csv,2026-06-23T00:00:00,203
PD000204,20241227,A003,R016,L001,Día,859,796,6.38,4.81,1.57,training_fact_productividad_export.csv,2026-06-23T00:00:00,204
PD000205,20241226,A002,R011,L001,Noche,866,623,7.83,5.75,2.09,training_fact_productividad_export.csv,2026-06-23T00:00:00,205
PD000206,20240211,A005,R014,L005,Día,644,657,10.44,9.52,0.92,training_fact_productividad_export.csv,2026-06-23T00:00:00,206
