CostID,DateKey,ProjectID,AreaID,EquipmentID,CostCategory,BudgetAmount,ActualAmount,CommittedAmount,VendorType,_SourceFile,_ExportedAt,_LegacyRowNumber,UnusedERPColumn
CO000021,20240502,PR0026,A002,EQ0008,Contratista,65547.19,82439.14,14874.57,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,21,legacy-cost-center
CO000022,20241006,PR0026,A002,EQ0037,Mano de obra,48364.17,53940.95,34457.27,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,22,legacy-cost-center
CO000023,20241006,PR0067,A002,EQ0031,Energía,63902.99,50783.72,27552.37,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,23,legacy-cost-center
CO000024,20241001,PR0071,A004,EQ0012,Contratista,64451.18,44775.82,19747.33,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,24,legacy-cost-center
CO000025,20240323,PR0014,A001,EQ0004,Servicios,19937.84,21531.85,4531.79,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,25,legacy-cost-center
CO000026,20240424,PR0060,A001,EQ0018,Materiales,66545.97,61013.47,59448.25,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,26,legacy-cost-center
CO000027,20240424,PR0049,A006,EQ0031,Repuestos,68885.26,60915.47,73281.92,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,27,legacy-cost-center
CO000028,20240923,PR0054,A006,EQ0025,Servicios,20303.3,24152.1,15312.23,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,28,legacy-cost-center
CO000029,20241009,PR0016,A002,EQ0029,Servicios,44294.21,31846.18,39659.41,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,29,legacy-cost-center
CO000030,20240111,PR0054,A006,EQ0022,Contratista,16193.72,15244.61,15458.92,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,30,legacy-cost-center
CO000031,20240917,PR0008,A001,EQ0037,Materiales,28169.12,31012.07,26053.14,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,31,legacy-cost-center
CO000032,20240522,PR0078,A004,EQ0005,Repuestos,44060.04,35739.36,21769.34,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,32,legacy-cost-center
CO000033,20240511,PR0021,A004,EQ0033,Repuestos,3583.24,4327.47,724.23,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,33,legacy-cost-center
CO000034,20240704,PR0058,A006,EQ0039,Contratista,45602.66,38221.18,34900.49,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,34,legacy-cost-center
CO000035,20240620,PR0037,A006,EQ0034,Mano de obra,34536.93,34147.81,36361.31,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,35,legacy-cost-center
CO000036,20241224,PR0034,A001,EQ0012,Materiales,9540.34,8482.03,9528.62,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,36,legacy-cost-center
CO000037,20240721,PR0015,A002,EQ0039,Contratista,48236.84,27088.96,9853.79,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,37,legacy-cost-center
CO000038,20241029,PR0031,A005,EQ0039,Materiales,66030.38,61586.93,66940.68,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,38,legacy-cost-center
CO000039,20241120,PR0001,A006,EQ0034,Contratista,1155.32,1301.77,242.35,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,39,legacy-cost-center
CO000040,20241225,PR0060,A001,EQ0013,Repuestos,31205.24,26039.96,21165.28,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,40,legacy-cost-center
CO000041,20240830,PR0038,A002,EQ0032,Servicios,9703.76,8728.4,9387.32,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,41,legacy-cost-center
CO000042,20241212,PR0003,A004,EQ0035,Servicios,15283.48,14020.56,8779.37,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,42,legacy-cost-center
CO000043,20240804,PR0065,A002,EQ0008,Repuestos,34920.88,37916.05,28476.82,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,43,legacy-cost-center
CO000044,20240515,PR0046,A001,EQ0011,Contratista,21099.99,19885.48,8635.01,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,44,legacy-cost-center
CO000045,20241023,PR0006,A002,EQ0031,Materiales,45792.33,45962.08,49140.54,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,45,legacy-cost-center
CO000046,20241118,PR0021,A004,EQ0033,Materiales,19218.65,19330.08,4606.3,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,46,legacy-cost-center
CO000047,20240421,PR0026,A002,EQ0026,Repuestos,54561.17,49991.74,41959.93,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,47,legacy-cost-center
CO000048,20241218,PR0071,A004,EQ0022,Servicios,13659.5,17352.2,3159.38,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,48,legacy-cost-center
CO000049,20240611,PR0024,A003,EQ0039,Servicios,63599.96,78071.13,15113.37,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,49,legacy-cost-center
CO000050,20240325,PR0033,A004,EQ0014,Materiales,28610.24,31828.17,12682.58,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,50,legacy-cost-center
CO000051,20240908,PR0013,A005,EQ0029,Mano de obra,4826.7,5811.97,1031.34,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,51,legacy-cost-center
CO000052,20240330,PR0014,A001,EQ0039,Energía,7880.73,7706.34,3046.7,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,52,legacy-cost-center
CO000053,20240527,PR0036,A002,EQ0011,Contratista,37773.49,38141.21,12788.39,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,53,legacy-cost-center
CO000054,20240714,PR0026,A002,EQ0003,Materiales,63861.31,69280.48,65184.61,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,54,legacy-cost-center
CO000055,20240624,PR0030,A006,EQ0007,Servicios,36558.63,34387.01,8675.41,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,55,legacy-cost-center
CO000056,20240212,PR0029,A005,EQ0027,Repuestos,32062.27,22335.37,24066.79,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,56,legacy-cost-center
CO000057,20240228,PR0061,A006,EQ0012,Repuestos,54323.12,52155.65,43647.94,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,57,legacy-cost-center
CO000058,20240130,PR0033,A004,EQ0029,Servicios,16648.79,21032.89,15631.94,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,58,legacy-cost-center
CO000059,20240811,PR0019,A003,EQ0020,Servicios,47688.32,64334.72,25305.11,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,59,legacy-cost-center
CO000060,20241229,PR0078,A004,EQ0035,Contratista,16060.67,16258.9,5837.4,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,60,legacy-cost-center
CO000061,20240822,PR0024,A003,EQ0027,Contratista,59327.98,71777.96,18369.07,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,61,legacy-cost-center
CO000062,20240723,PR0027,A006,EQ0024,Repuestos,61811.99,60383.93,20291.41,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,62,legacy-cost-center
CO000063,20241109,PR0003,A004,EQ0009,Repuestos,14425.84,14493.88,9688.6,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,63,legacy-cost-center
CO000064,20240110,PR0009,A003,EQ0014,Repuestos,10906.46,13101.77,8039.37,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,64,legacy-cost-center
CO000065,20240201,PR0079,A002,EQ0010,Repuestos,50910.52,54800.14,46307.28,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,65,legacy-cost-center
CO000066,20241228,PR0009,A003,EQ0003,Energía,46046.38,67483.75,42547.49,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,66,legacy-cost-center
CO000067,20241125,PR0035,A003,EQ0013,Materiales,43894.21,55535.39,42072.67,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,67,legacy-cost-center
CO000068,20240722,PR0069,A004,EQ0038,Contratista,36147.72,41231.37,12424.45,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,68,legacy-cost-center
CO000069,20240201,PR0023,A005,EQ0033,Repuestos,9905.21,9597.26,8625.27,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,69,legacy-cost-center
CO000070,20240310,PR0039,A002,EQ0010,Servicios,50643.96,55224.24,13443.61,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,70,legacy-cost-center
CO000071,20240929,PR0025,A005,EQ0015,Energía,12200.58,13465.42,12109.09,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,71,legacy-cost-center
CO000072,20240325,PR0009,A003,EQ0029,Materiales,38455.93,52683.24,25874.02,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,72,legacy-cost-center
CO000073,20240803,PR0067,A002,EQ0004,Repuestos,24916.47,23523.08,19369.48,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,73,legacy-cost-center
CO000074,20241004,PR0029,A005,EQ0029,Servicios,23883.77,18840.45,18099.33,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,74,legacy-cost-center
CO000075,20240528,PR0060,A001,EQ0022,Contratista,58425.98,48176.76,41025.61,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,75,legacy-cost-center
CO000076,20240621,PR0039,A002,EQ0029,Mano de obra,32478.85,35644.13,21793.79,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,76,legacy-cost-center
CO000077,20241203,PR0036,A002,EQ0001,Repuestos,35048.68,38360.73,36096.5,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,77,legacy-cost-center
CO000078,20241224,PR0049,A006,EQ0038,Servicios,62837.23,52885.26,32269.16,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,78,legacy-cost-center
CO000079,20240616,PR0048,A003,EQ0027,Servicios,39532.85,51545.84,35615.73,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,79,legacy-cost-center
CO000080,20240315,PR0029,A005,EQ0007,Mano de obra,56290.05,192277.76,29594.99,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,80,legacy-cost-center
CO000081,20240110,PR0013,A005,EQ0034,Contratista,60537.93,69599.36,14607.86,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,81,legacy-cost-center
CO000082,20240306,PR0019,A003,EQ0002,Mano de obra,48967.56,57822.0,26452.55,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,82,legacy-cost-center
CO000083,20240709,PR0017,A005,EQ0007,Repuestos,10938.06,11944.05,3672.98,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,83,legacy-cost-center
CO000084,20241224,PR0014,A001,EQ0032,Materiales,9228.76,8208.73,5505.19,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,84,legacy-cost-center
CO000085,20240713,PR0073,A004,EQ0034,Repuestos,30961.51,34644.14,8477.43,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,85,legacy-cost-center
CO000086,20241225,PR0065,A002,EQ0004,Servicios,5359.99,4466.42,4860.98,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,86,legacy-cost-center
CO000087,20240929,PR0061,A006,EQ0028,Contratista,21749.47,29479.72,15915.57,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,87,legacy-cost-center
CO000088,20240130,PR0043,A006,EQ0033,Servicios,15384.45,12365.68,3601.1,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,88,legacy-cost-center
CO000089,20240511,PR0016,A002,EQ0004,Materiales,3666.73,3924.0,2863.6,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,89,legacy-cost-center
CO000090,20240731,PR0047,A001,EQ0003,Repuestos,28540.05,28548.59,30228.89,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,90,legacy-cost-center
CO000091,20240128,PR0017,A005,EQ0010,Servicios,18186.52,16982.78,4673.28,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,91,legacy-cost-center
CO000092,20240108,PR0056,A001,EQ0009,Materiales,8034.38,7421.71,4186.25,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,92,legacy-cost-center
CO000093,20240507,PR0011,A004,EQ0010,Materiales,51390.54,62587.89,51662.32,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,93,legacy-cost-center
CO000094,20241123,PR0003,A004,EQ0032,Servicios,63967.96,69765.52,14718.71,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,94,legacy-cost-center
CO000095,20240808,PR0016,A002,EQ0009,Repuestos,43832.42,42763.94,45004.29,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,95,legacy-cost-center
CO000096,20240710,PR0025,A005,EQ0022,Contratista,65123.24,83172.27,70976.03,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,96,legacy-cost-center
CO000097,20240718,PR0012,A001,EQ0014,Servicios,12485.81,12248.71,6879.4,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,97,legacy-cost-center
CO000098,20240718,PR0053,A001,EQ0013,Contratista,53998.11,60347.22,33397.58,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,98,legacy-cost-center
CO000099,20241105,PR0055,A001,EQ0037,Repuestos,29193.93,22932.87,31802.51,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,99,legacy-cost-center
CO000100,20240426,PR0040,A002,EQ0013,Energía,34777.58,27616.3,8830.38,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,100,legacy-cost-center
CO000101,20240408,PR0055,A001,EQ0009,Materiales,46835.55,52154.21,22777.3,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,101,legacy-cost-center
CO000102,20240413,PR0032,A006,EQ0010,Contratista,55064.42,57778.53,14158.19,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,102,legacy-cost-center
CO000103,20240727,PR0031,A005,EQ0038,Energía,5127.46,6888.62,4469.59,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,103,legacy-cost-center
CO000104,20240408,PR0048,A003,EQ0034,Repuestos,27784.51,30908.11,21841.01,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,104,legacy-cost-center
CO000105,20241223,PR0064,A006,EQ0022,Materiales,53783.63,59598.44,52552.24,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,105,legacy-cost-center
CO000106,20240909,PR0066,A006,EQ0023,Contratista,37911.56,36420.95,14073.9,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,106,legacy-cost-center
CO000107,20240424,PR0009,A003,EQ0021,Servicios,24576.63,29745.41,16972.48,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,107,legacy-cost-center
CO000108,20240405,PR0042,A004,EQ0024,Servicios,3796.64,4263.66,3195.69,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,108,legacy-cost-center
CO000109,20240608,PR0004,A001,EQ0027,Energía,1508.06,1501.42,684.16,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,109,legacy-cost-center
CO000110,20241110,PR0066,A006,EQ0003,Materiales,30332.05,26738.13,30353.27,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,110,legacy-cost-center
CO000111,20241229,PR0068,A005,EQ0033,Repuestos,34367.85,32502.56,12994.33,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,111,legacy-cost-center
CO000112,20240713,PR0019,A003,EQ0031,Mano de obra,16814.73,20221.4,5151.78,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,112,legacy-cost-center
CO000113,20240222,PR0036,A002,EQ0039,Energía,56174.13,59452.79,25440.45,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,113,legacy-cost-center
CO000114,20240116,PR0039,A002,EQ0018,Energía,50918.56,28034.64,46738.03,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,114,legacy-cost-center
CO000115,20240728,PR0057,A003,EQ0001,Repuestos,13984.87,16428.4,11785.83,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,115,legacy-cost-center
CO000116,20240815,PR0080,A004,EQ0015,Repuestos,13971.61,15992.7,14000.21,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,116,legacy-cost-center
CO000117,20240515,PR0047,A001,EQ0016,Mano de obra,60674.54,69219.29,45815.97,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,117,legacy-cost-center
CO000118,20241121,PR0015,A002,EQ0025,Repuestos,64420.74,47804.36,66118.31,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,118,legacy-cost-center
CO000119,20240117,PR0073,A004,EQ0008,Energía,68934.31,75363.39,47487.7,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,119,legacy-cost-center
CO000120,20240422,PR0053,A001,EQ0004,Contratista,48360.9,39530.74,49643.08,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,120,legacy-cost-center
CO000121,20241005,PR0037,A006,EQ0007,Servicios,65095.63,61155.37,63999.65,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,121,legacy-cost-center
CO000122,20240330,PR0069,A004,EQ0028,Energía,11246.71,12625.04,7041.54,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,122,legacy-cost-center
CO000123,20240313,PR0030,A006,EQ0006,Materiales,11743.91,9911.6,2417.18,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,123,legacy-cost-center
CO000124,20240924,PR0045,A002,EQ0026,Servicios,3866.03,4748.68,4203.1,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,124,legacy-cost-center
CO000125,20241122,PR0009,A003,EQ0029,Contratista,38158.26,57783.2,24703.05,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,125,legacy-cost-center
CO000126,20240308,PR0019,A003,EQ0023,Repuestos,16267.92,23621.47,14101.9,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,126,legacy-cost-center
CO000127,20240601,PR0058,A006,EQ0003,Contratista,40248.03,47185.02,24432.68,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,127,legacy-cost-center
CO000128,20241222,PR0064,A006,EQ0005,Contratista,1530.04,1748.03,804.6,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,128,legacy-cost-center
CO000129,20240222,PR0012,A001,EQ0034,Mano de obra,37498.14,42317.28,19589.26,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,129,legacy-cost-center
CO000130,20240220,PR0014,A001,EQ0025,Mano de obra,62334.88,55774.92,32400.87,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,130,legacy-cost-center
CO000131,20240331,PR0040,A002,EQ0031,Materiales,51087.97,42007.17,36859.51,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,131,legacy-cost-center
CO000132,20240624,PR0039,A002,EQ0038,Energía,26323.45,25134.56,24401.81,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,132,legacy-cost-center
CO000133,20241031,PR0060,A001,EQ0017,Repuestos,5708.84,6142.17,4065.5,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,133,legacy-cost-center
CO000134,20240608,PR0029,A005,EQ0036,Repuestos,17913.84,14229.06,12063.08,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,134,legacy-cost-center
CO000135,20240516,PR0051,A006,EQ0018,Contratista,35731.69,39063.92,17007.28,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,135,legacy-cost-center
CO000136,20241106,PR0076,A001,EQ0037,Servicios,18758.2,19882.1,11565.14,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,136,legacy-cost-center
CO000137,20240403,PR0063,A005,EQ0028,Servicios,54571.16,52983.73,19744.76,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,137,legacy-cost-center
CO000138,20240514,PR0032,A006,EQ0009,Energía,65526.73,66171.75,57022.01,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,138,legacy-cost-center
CO000139,20240401,PR0013,A005,EQ0001,Repuestos,13158.97,13296.05,11907.02,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,139,legacy-cost-center
CO000140,20240210,PR0005,A001,EQ0037,Contratista,1384.84,1482.69,574.22,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,140,legacy-cost-center
CO000141,20240801,PR0005,A001,EQ0016,Materiales,6800.98,7613.2,4830.78,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,141,legacy-cost-center
CO000142,20241220,PR0032,A006,EQ0035,Servicios,56397.06,82307.54,25734.99,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,142,legacy-cost-center
CO000143,20240403,PR0041,A004,EQ0008,Mano de obra,4705.83,4833.14,5080.7,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,143,legacy-cost-center
CO000144,20240127,PR0016,A002,EQ0019,Mano de obra,52495.1,47085.08,24617.76,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,144,legacy-cost-center
CO000145,20241208,PR0065,A002,EQ0008,Materiales,28959.38,20127.07,28311.99,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,145,legacy-cost-center
CO000146,20240208,PR0020,A004,EQ0005,Energía,30398.42,23550.44,25239.47,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,146,legacy-cost-center
CO000147,20240119,PR0048,A003,EQ0023,Energía,51423.22,75302.84,54973.61,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,147,legacy-cost-center
CO000148,20240926,PR0053,A001,EQ0018,Servicios,23082.08,25628.27,19562.51,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,148,legacy-cost-center
CO000149,20240227,PR0042,A004,EQ0010,Energía,56923.85,53327.41,42593.48,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,149,legacy-cost-center
CO000150,20241230,PR0056,A001,EQ0014,Repuestos,7510.93,7999.72,4614.74,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,150,legacy-cost-center
CO000151,20240605,PR0057,A003,EQ0016,Energía,50587.39,68804.42,31567.6,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,151,legacy-cost-center
CO000152,20240902,PR0078,A004,EQ0009,Contratista,63354.0,67970.64,12741.66,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,152,legacy-cost-center
CO000153,20240317,PR0035,A003,EQ0029,Mano de obra,12333.46,17173.72,13532.61,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,153,legacy-cost-center
CO000154,20240318,PR0055,A001,EQ0012,Contratista,39285.24,36757.11,27926.44,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,154,legacy-cost-center
CO000155,20241011,PR0054,A006,EQ0025,Materiales,45227.51,48375.21,32937.84,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,155,legacy-cost-center
CO000156,20240705,PR0019,A003,EQ0030,Materiales,10160.48,14617.29,3682.16,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,156,legacy-cost-center
CO000157,20241201,PR0050,A004,EQ0014,Energía,38484.9,30899.54,22659.79,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,157,legacy-cost-center
CO000158,20241203,PR0051,A006,EQ0003,Servicios,18408.45,20039.28,7311.39,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,158,legacy-cost-center
CO000159,20240807,PR0012,A001,EQ0002,Energía,52996.89,56496.79,21036.66,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,159,legacy-cost-center
CO000160,20241012,PR0038,A002,EQ0024,Contratista,40193.54,44010.05,27845.53,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,160,legacy-cost-center
