EnergyID,DateKey,AreaID,EquipmentID,LocationID,kWh,EnergyCost,OperatingHours,OutputUnits,Shift,_SourceFile,_ExportedAt,_LegacyRowNumber
EN0000018,20240509,A004,EQ0015,L008,1895.7,242.51,16.35,2706,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,18
EN0000019,20240529,A017,EQ0005,L009,3326.87,320.03,15.86,3478,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,19
EN0000020,20240602,A017,EQ0001,L009,567.18,91.82,4.74,926,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,20
EN0000021,20240128,A013,EQ0020,L013,1579.15,158.52,9.11,3090,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,21
EN0000022,20240401,A012,EQ0043,L017,1333.22,239.03,14.59,2163,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,22
EN0000023,20241106,A009,EQ0059,L004,1378.87,169.48,7.0,2087,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,23
EN0000024,20240423,A017,EQ0010,L009,4344.39,575.91,10.35,2919,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,24
EN0000025,20240419,A017,EQ0037,L009,1144.79,175.17,9.93,1564,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,25
EN0000026,20240104,A004,EQ0048,L008,2785.21,385.19,6.3,1792,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,26
EN0000027,20240901,A005,EQ0041,L008,3214.45,405.59,10.15,3910,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,27
EN0000028,20240827,A005,EQ0041,L008,2512.17,279.82,7.67,2445,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,28
EN0000029,20240202,A017,EQ0037,L009,1838.19,320.42,20.07,2797,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,29
EN0000030,20240723,A010,EQ0052,L002,2715.67,320.08,10.28,2421,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,30
EN0000031,20240426,A008,EQ0040,L012,8735.61,1395.5,21.32,3975,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,31
EN0000032,20240509,A017,EQ0060,L009,5362.28,799.32,18.02,764,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,32
EN0000033,20240222,A010,EQ0055,L002,8239.99,782.98,23.69,1680,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,33
EN0000034,20241125,A004,EQ0050,L008,4629.28,434.0,22.64,2014,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,34
EN0000035,20241001,A005,EQ0056,L008,3992.27,517.48,19.87,2039,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,35
EN0000036,20240102,A004,EQ0019,L008,3293.21,486.37,19.14,909,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,36
EN0000037,20240924,A004,EQ0003,L008,1657.9,267.3,17.05,1548,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,37
EN0000038,20240601,A004,EQ0015,L008,1651.83,235.88,6.43,855,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,38
EN0000039,20240923,A004,EQ0017,L008,10376.94,1120.54,23.4,3609,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,39
EN0000040,20241205,A012,EQ0043,L017,3178.92,412.2,6.69,2324,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,40
EN0000041,20240320,A008,EQ0011,L012,5446.75,541.34,17.42,1465,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,41
EN0000042,20240428,A005,EQ0054,L008,2207.07,241.49,6.86,1383,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,42
EN0000043,20240809,A010,EQ0055,L002,1099.39,143.63,6.42,1772,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,43
EN0000044,20240614,A004,EQ0025,L008,6075.11,765.24,17.96,1859,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,44
EN0000045,20240205,A004,EQ0048,L008,4376.26,756.71,14.3,1690,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,45
EN0000046,20240109,A017,EQ0027,L009,5675.71,520.99,17.39,521,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,46
EN0000047,20240305,A005,EQ0056,L008,7149.11,704.78,20.2,3930,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,47
EN0000048,20240514,A010,EQ0023,L002,2949.66,515.59,5.76,274,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,48
EN0000049,20241218,A004,EQ0003,L008,5878.96,700.27,21.17,2088,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,49
EN0000050,20240501,A004,EQ0002,L008,1721.68,199.38,5.6,1369,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,50
EN0000051,20240705,A017,EQ0037,L009,6545.98,1167.78,22.01,2468,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,51
EN0000052,20241011,A004,EQ0036,L008,5068.71,576.17,17.19,2159,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,52
EN0000053,20240824,A004,EQ0003,L008,6158.23,679.29,13.69,2682,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,53
EN0000054,20240619,A004,EQ0047,L008,2313.83,245.04,13.27,2569,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,54
EN0000055,20240128,A008,EQ0011,L012,2193.8,319.47,4.41,2616,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,55
EN0000056,20241119,A010,EQ0055,L002,2054.14,295.83,11.62,2872,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,56
EN0000057,20240315,A004,EQ0050,L008,3002.22,363.03,6.22,3575,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,57
EN0000058,20241114,A004,EQ0042,L008,4197.07,559.05,16.46,1971,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,58
EN0000059,20241130,A004,EQ0038,L008,1929.82,296.73,18.18,1462,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,59
EN0000060,20241008,A017,EQ0037,L009,8698.01,1159.48,22.94,1660,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,60
EN0000061,20240127,A010,EQ0033,L002,9130.99,1481.87,19.29,721,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,61
EN0000062,20240903,A004,EQ0007,L008,9115.74,1092.3,23.41,3308,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,62
EN0000063,20240714,A004,EQ0002,L008,1119.18,102.24,8.55,2181,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,63
EN0000064,20240812,A005,EQ0049,L008,4121.34,423.63,17.78,2456,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,64
EN0000065,20241031,A004,EQ0017,L008,1039.97,151.26,9.15,4037,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,65
EN0000066,20240905,A009,EQ0059,L004,3821.69,497.8,7.36,1324,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,66
EN0000067,20241118,A004,EQ0022,L008,2297.47,398.82,14.18,997,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,67
EN0000068,20240720,A017,EQ0031,L009,6480.1,699.05,14.12,1915,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,68
EN0000069,20240407,A004,EQ0026,L008,2768.7,286.51,22.81,2525,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,69
EN0000070,20240725,A006,EQ0030,L015,1586.79,228.88,16.38,2037,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,70
EN0000071,20240129,A017,EQ0008,L009,5318.29,858.64,11.93,3472,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,71
EN0000072,20240611,A005,EQ0006,L008,4600.58,636.6,16.79,3648,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,72
EN0000073,20240403,A004,EQ0015,L008,1864.85,228.13,5.94,2117,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,73
EN0000074,20241219,A013,EQ0020,L013,8208.62,1034.38,22.22,970,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,74
EN0000075,20240803,A005,EQ0041,L008,1510.79,198.91,9.93,3325,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,75
EN0000076,20240102,A005,EQ0054,L008,2223.52,389.22,8.22,3895,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,76
EN0000077,20240816,A004,EQ0038,L008,1838.69,201.96,13.05,2621,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,77
EN0000078,20240430,A004,EQ0046,L008,2786.71,278.21,14.74,2595,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,78
EN0000079,20240826,A004,EQ0022,L008,6867.21,952.44,16.94,1397,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,79
EN0000080,20240302,A017,EQ0037,L009,6023.36,869.13,17.67,1448,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,80
EN0000081,20240430,A004,EQ0022,L008,1514.53,246.47,10.67,3929,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,81
EN0000082,20240729,A017,EQ0005,L009,4708.94,766.1,16.62,128,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,82
EN0000083,20240704,A004,EQ0050,L008,1143.98,138.25,8.61,1211,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,83
EN0000084,20240530,A005,EQ0056,L008,5881.02,906.26,19.37,2921,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,84
EN0000085,20240424,A004,EQ0017,L008,3579.89,516.34,13.8,1952,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,85
EN0000086,20240927,A004,EQ0029,L008,772.03,136.81,7.53,300,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,86
EN0000087,20241122,A017,EQ0004,L009,2764.27,326.75,8.32,3700,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,87
EN0000088,20240329,A008,EQ0011,L012,2339.21,419.79,21.14,2170,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,88
EN0000089,20240106,A013,EQ0020,L013,3520.2,427.96,23.47,1963,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,89
EN0000090,20241106,A010,EQ0034,L002,6199.54,807.22,21.03,2751,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,90
EN0000091,20240429,A017,EQ0010,L009,1277.32,125.12,15.71,3224,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,91
EN0000092,20240705,A004,EQ0048,L008,2175.33,280.93,4.47,689,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,92
EN0000093,20241005,A004,EQ0017,L008,947.8,86.74,4.78,1915,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,93
EN0000094,20240324,A006,EQ0051,L015,2355.66,308.2,13.94,3485,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,94
EN0000095,20241231,A004,EQ0019,L008,6764.7,680.27,13.77,2182,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,95
EN0000096,20240119,A008,EQ0032,L012,3491.18,427.66,22.25,2303,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,96
EN0000097,20240515,A013,EQ0012,L013,1499.81,189.13,10.54,3477,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,97
EN0000098,20240120,A009,EQ0059,L004,4825.07,815.96,10.89,1070,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,98
EN0000099,20240430,A009,EQ0018,L004,1084.34,184.26,11.75,2975,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,99
EN0000100,20240529,A017,EQ0004,L009,1228.62,110.7,14.72,885,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,100
EN0000101,20240928,A004,EQ0038,L008,5189.15,653.92,12.98,3602,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,101
EN0000102,20241004,A010,EQ0023,L002,9197.84,1212.44,19.96,1620,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,102
EN0000103,20241111,A004,EQ0035,L008,2521.55,422.41,11.92,1752,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,103
EN0000104,20240128,A004,EQ0050,L008,7983.26,1184.72,23.0,1808,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,104
EN0000105,20240713,A017,EQ0004,L009,4225.79,563.43,9.1,1245,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,105
EN0000106,20240419,A006,EQ0051,L015,4453.92,558.86,14.65,1980,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,106
EN0000107,20241029,A009,EQ0018,L004,6231.92,887.02,12.61,3793,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,107
EN0000108,20240211,A017,EQ0016,L009,758.8,100.5,6.81,1088,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,108
EN0000109,20241119,A005,EQ0028,L008,4295.8,563.11,23.61,1066,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,109
EN0000110,20241012,A017,EQ0027,L009,6264.15,802.89,18.15,2226,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,110
EN0000111,20240430,A004,EQ0002,L008,1615.43,265.75,13.23,402,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,111
EN0000112,20240801,A006,EQ0051,L015,674.3,68.12,7.33,2186,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,112
EN0000113,20240418,A005,EQ0058,L008,1873.7,229.95,21.53,2319,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,113
EN0000114,20241231,A004,EQ0025,L008,5166.36,888.85,11.19,1084,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,114
EN0000115,20240207,A004,EQ0015,L008,3043.38,536.5,10.25,2608,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,115
EN0000116,20241109,A017,EQ0013,L009,2186.09,344.07,4.33,1794,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,116
EN0000117,20240217,A008,EQ0039,L012,3693.37,383.82,21.84,338,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,117
EN0000118,20241213,A017,EQ0024,L009,3584.68,327.28,13.01,1361,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,118
EN0000119,20240718,A004,EQ0007,L008,1456.76,256.67,17.36,786,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,119
EN0000120,20241214,A017,EQ0057,L009,2727.69,390.93,11.92,1854,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,120
EN0000121,20240208,A010,EQ0023,L002,10226.95,1674.41,23.54,214,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,121
EN0000122,20240109,A005,EQ0056,L008,3022.34,467.51,7.58,2556,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,122
EN0000123,20240925,A004,EQ0002,L008,9237.96,1604.43,21.38,3774,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,123
EN0000124,20241014,A004,EQ0038,L008,8118.69,1453.32,16.52,3458,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,124
EN0000125,20240619,A004,EQ0009,L008,6897.44,792.13,20.26,1306,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,125
EN0000126,20241108,A004,EQ0007,L008,6122.27,1048.98,12.78,3415,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,126
EN0000127,20241111,A017,EQ0008,L009,1248.56,142.26,6.68,4012,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,127
EN0000128,20240812,A017,EQ0024,L009,4546.35,698.06,14.39,3720,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,128
EN0000129,20240831,A004,EQ0038,L008,6884.71,968.21,19.0,3885,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,129
EN0000130,20240131,A004,EQ0048,L008,3684.04,423.3,12.36,1045,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,130
EN0000131,20240515,A004,EQ0002,L008,7199.97,657.39,20.14,3912,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,131
EN0000132,20240804,A017,EQ0037,L009,6417.53,750.3,21.09,2047,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,132
EN0000133,20240325,A013,EQ0020,L013,10088.1,1491.41,20.23,3409,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,133
EN0000134,20240706,A017,EQ0001,L009,5451.07,751.18,12.99,3316,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,134
EN0000135,20240517,A013,EQ0012,L013,3983.02,622.7,11.46,285,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,135
EN0000136,20241217,A017,EQ0057,L009,3222.99,442.52,13.53,1575,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,136
EN0000137,20240613,A005,EQ0041,L008,1985.16,252.91,10.98,3385,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,137
EN0000138,20240728,A017,EQ0045,L009,2565.96,431.39,8.04,1797,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,138
EN0000139,20241009,A004,EQ0003,L008,2578.97,426.07,10.37,689,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,139
EN0000140,20241210,A017,EQ0060,L009,6893.05,886.86,13.84,2184,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,140
EN0000141,20240425,A004,EQ0038,L008,4570.27,717.0,15.8,3839,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,141
EN0000142,20240109,A004,EQ0038,L008,10152.74,1468.12,23.68,2096,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,142
EN0000143,20240301,A004,EQ0036,L008,4724.83,720.65,17.64,1790,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,143
EN0000144,20240907,A017,EQ0037,L009,3148.16,391.5,11.26,3187,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,144
EN0000145,20240802,A004,EQ0007,L008,577.02,92.44,6.85,1502,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,145
EN0000146,20241016,A004,EQ0053,L008,10934.52,1503.11,21.09,1250,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,146
EN0000147,20240522,A004,EQ0042,L008,2061.04,360.8,10.45,4081,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,147
EN0000148,20241121,A017,EQ0010,L009,6882.08,712.73,22.84,1975,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,148
EN0000149,20240519,A017,EQ0013,L009,4009.44,364.96,7.88,1932,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,149
EN0000150,20240811,A017,EQ0037,L009,3133.37,544.15,14.52,1966,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,150
EN0000151,20240508,A005,EQ0006,L008,1629.88,255.89,18.14,3079,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,151
EN0000152,20240614,A010,EQ0052,L002,1049.64,176.69,7.56,1242,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,152
EN0000153,20240707,A017,EQ0005,L009,2455.6,253.36,6.43,477,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,153
EN0000154,20240708,A004,EQ0047,L008,3501.83,498.02,10.48,1995,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,154
EN0000155,20240616,A009,EQ0059,L004,6200.05,1038.9,23.64,3286,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,155
EN0000156,20241023,A010,EQ0023,L002,6308.25,950.3,12.34,1741,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,156
EN0000157,20241206,A004,EQ0017,L008,5396.96,967.38,10.65,4182,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,157
EN0000158,20240320,A005,EQ0058,L008,1864.31,316.47,11.38,3428,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,158
EN0000159,20240410,A010,EQ0052,L002,7900.82,1408.31,23.91,1684,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,159
EN0000160,20240416,A017,EQ0010,L009,2146.69,342.87,5.82,1265,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,160
EN0000161,20240424,A008,EQ0032,L012,516.08,48.18,4.34,1175,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,161
EN0000162,20240924,A004,EQ0025,L008,3099.29,345.85,15.0,1174,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,162
EN0000163,20240425,A010,EQ0052,L002,2719.18,390.5,17.78,1696,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,163
EN0000164,20241010,A004,EQ0046,L008,2070.1,257.14,6.31,559,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,164
EN0000165,20241205,A005,EQ0049,L008,2411.46,367.69,5.97,552,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,165
EN0000166,20240210,A004,EQ0026,L008,6444.88,1099.75,16.14,976,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,166
EN0000167,20240112,A017,EQ0016,L009,2464.27,226.42,21.56,2404,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,167
EN0000168,20240612,A005,EQ0028,L008,1824.5,182.33,10.58,2300,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,168
EN0000169,20240121,A006,EQ0030,L015,4807.31,535.81,12.36,1215,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,169
EN0000170,20241128,A006,EQ0051,L015,1007.24,97.86,5.43,3529,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,170
EN0000171,20241121,A010,EQ0014,L002,9647.29,1073.73,21.47,456,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,171
EN0000172,20240826,A004,EQ0042,L008,1995.13,213.62,6.11,2207,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,172
EN0000173,20240322,A004,EQ0022,L008,1290.47,197.69,11.24,4142,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,173
EN0000174,20240525,A017,EQ0057,L009,1972.29,219.88,7.38,520,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,174
EN0000175,20240808,A009,EQ0059,L004,5050.62,719.65,11.51,1538,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,175
EN0000176,20241004,A017,EQ0005,L009,9222.08,1477.7,22.67,2387,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,176
EN0000177,20240528,A017,EQ0024,L009,6105.45,707.87,17.53,277,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,177
EN0000178,20240505,A004,EQ0047,L008,1748.33,313.59,8.89,3802,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,178
EN0000179,20240311,A017,EQ0008,L009,10635.43,1178.83,22.16,449,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,179
EN0000180,20240422,A004,EQ0015,L008,1599.15,199.88,15.33,1915,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,180
EN0000181,20241112,A008,EQ0032,L012,3337.43,505.47,15.57,3346,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,181
EN0000182,20240723,A017,EQ0031,L009,3577.77,375.18,11.11,1031,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,182
EN0000183,20240706,A012,EQ0043,L017,1847.72,220.36,7.96,179,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,183
EN0000184,20240630,A010,EQ0055,L002,8727.56,1290.12,20.06,525,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,184
EN0000185,20240725,A013,EQ0020,L013,7777.49,1253.86,21.73,3947,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,185
EN0000186,20241208,A010,EQ0023,L002,1608.46,271.49,7.95,2696,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,186
EN0000187,20240105,A005,EQ0028,L008,1382.88,156.99,4.73,2846,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,187
EN0000188,20241016,A004,EQ0053,L008,2660.52,259.89,15.01,1734,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,188
EN0000189,20240729,A005,EQ0049,L008,5333.95,869.28,22.69,4170,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,189
EN0000190,20240825,A004,EQ0007,L008,4478.18,651.92,10.71,269,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,190
EN0000191,20240216,A004,EQ0019,L008,4185.07,656.49,16.52,3802,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,191
EN0000192,20241030,A005,EQ0054,L008,2375.76,221.98,6.98,3375,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,192
EN0000193,20241130,A004,EQ0053,L008,6844.06,1096.32,20.09,2978,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,193
EN0000194,20241019,A012,EQ0044,L017,6823.67,1202.63,15.5,691,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,194
EN0000195,20240614,A004,EQ0047,L008,3313.31,579.23,15.29,1418,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,195
EN0000196,20240515,A004,EQ0017,L008,2265.89,242.86,13.75,3923,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,196
EN0000197,20241219,A004,EQ0046,L008,8988.34,1604.51,17.82,2017,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,197
