IncidentID,DateKey,AreaID,EquipmentID,LocationID,Severity,IncidentType,CorrectiveActionStatus,DaysOpen,LostTimeFlag,RiskCategory,_SourceFile,_ExportedAt,_LegacyRowNumber
IN00051,20241026,A001,EQ0038,L006,Baja,Casi accidente,En progreso,10,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,51
IN00052,20240530,A005,EQ0007,L004,Baja,Ambiental,Abierta,7,True,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,52
IN00053,20240416,A004,EQ0011,L006,Baja,Daño equipo,Abierta,56,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,53
IN00054,20241102,A006,EQ0017,L001,Media,Casi accidente,En progreso,65,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,54
IN00055,20241202,A006,EQ0030,L001,Baja,Lesión menor,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,55
IN00056,20241202,A003,EQ0002,L006,Media,Casi accidente,Abierta,22,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,56
IN00057,20240419,A005,EQ0010,L004,Baja,Lesión menor,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,57
IN00058,20241118,A006,EQ0001,L001,Media,Daño equipo,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,58
IN00059,20240516,A004,EQ0003,L006,Media,Ambiental,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,59
IN00060,20240902,A006,EQ0017,L001,Alta,Condición insegura,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,60
IN00061,20240808,A004,EQ0011,L006,Media,Condición insegura,Abierta,19,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,61
IN00062,20240602,A005,EQ0033,L004,Baja,Daño equipo,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,62
IN00063,20240507,A002,EQ0005,L006,Media,Condición insegura,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,63
IN00064,20240703,A004,EQ0016,L006,Baja,Lesión menor,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,64
IN00065,20240124,A004,EQ0003,L006,Media,Daño equipo,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,65
IN00066,20240918,A001,EQ0023,L006,Baja,Condición insegura,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,66
IN00067,20240117,A003,EQ0026,L006,Baja,Lesión menor,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,67
IN00068,20240404,A006,EQ0019,L001,Baja,Condición insegura,Abierta,34,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,68
IN00069,20240813,A002,EQ0005,L006,Baja,Lesión menor,En progreso,51,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,69
IN00070,20240916,A001,EQ0018,L006,Media,Ambiental,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,70
IN00071,20241009,A003,EQ0035,L006,Media,Ambiental,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,71
IN00072,20240711,A005,EQ0025,L004,Alta,Ambiental,Abierta,3,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,72
IN00073,20240724,A005,EQ0024,L004,Media,Ambiental,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,73
IN00074,20240731,A001,EQ0038,L006,Media,Ambiental,En progreso,46,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,74
IN00075,20241116,A003,EQ0009,L006,Baja,Daño equipo,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,75
IN00076,20241101,A001,EQ0023,L006,Baja,Daño equipo,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,76
IN00077,20240612,A003,EQ0013,L006,Baja,Lesión menor,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,77
IN00078,20241211,A002,EQ0034,L006,Media,Daño equipo,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,78
IN00079,20240406,A005,EQ0031,L004,Baja,Ambiental,En progreso,11,True,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,79
IN00080,20240421,A002,EQ0014,L006,Baja,Daño equipo,Abierta,38,True,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,80
IN00081,20240211,A002,EQ0034,L006,Media,Daño equipo,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,81
IN00082,20241006,A003,EQ0012,L006,Media,Ambiental,En progreso,38,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,82
IN00083,20240730,A001,EQ0018,L006,Baja,Ambiental,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,83
IN00084,20240807,A003,EQ0004,L006,Media,Daño equipo,Abierta,7,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,84
IN00085,20241015,A001,EQ0018,L006,Media,Ambiental,En progreso,6,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,85
IN00086,20240416,A005,EQ0024,L004,Baja,Casi accidente,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,86
IN00087,20240329,A001,EQ0027,L006,Media,Daño equipo,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,87
IN00088,20240824,A006,EQ0030,L001,Media,Condición insegura,En progreso,55,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,88
IN00089,20240102,A006,EQ0030,L001,Media,Lesión menor,En progreso,34,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,89
IN00090,20240827,A003,EQ0026,L006,Baja,Daño equipo,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,90
IN00091,20240319,A004,EQ0016,L006,Baja,Condición insegura,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,91
IN00092,20241027,A003,EQ0035,L006,Baja,Condición insegura,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,92
IN00093,20240327,A003,EQ0013,L006,Baja,Daño equipo,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,93
IN00094,20240528,A003,EQ0009,L006,Baja,Condición insegura,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,94
IN00095,20240904,A003,EQ0012,L006,Baja,Ambiental,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,95
IN00096,20241023,A001,EQ0027,L006,Media,Daño equipo,Abierta,47,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,96
IN00097,20241108,A003,EQ0026,L006,Baja,Daño equipo,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,97
IN00098,20240330,A005,EQ0020,L004,Media,Lesión menor,En progreso,18,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,98
IN00099,20241110,A003,EQ0037,L006,Baja,Ambiental,En progreso,24,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,99
IN00100,20240617,A003,EQ0013,L006,Media,Condición insegura,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,100
IN00101,20240611,A002,EQ0005,L006,Alta,Daño equipo,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,101
IN00102,20240814,A005,EQ0020,L004,Media,Condición insegura,Abierta,30,True,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,102
IN00103,20241225,A003,EQ0012,L006,Baja,Lesión menor,En progreso,60,True,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,103
IN00104,20240807,A003,EQ0029,L006,Baja,Ambiental,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,104
IN00105,20240503,A002,EQ0021,L006,Baja,Condición insegura,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,105
IN00106,20240118,A003,EQ0036,L006,Media,Ambiental,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,106
IN00107,20241115,A005,EQ0031,L004,Baja,Casi accidente,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,107
IN00108,20240509,A005,EQ0025,L004,Media,Casi accidente,Abierta,39,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,108
IN00109,20241024,A006,EQ0017,L001,Alta,Ambiental,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,109
IN00110,20240426,A001,EQ0027,L006,Media,Condición insegura,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,110
IN00111,20240207,A001,EQ0015,L006,Alta,Lesión menor,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,111
IN00112,20241220,A001,EQ0038,L006,Media,Lesión menor,Abierta,87,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,112
IN00113,20240131,A005,EQ0024,L004,Media,Lesión menor,Abierta,79,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,113
IN00114,20241220,A006,EQ0030,L001,Media,Lesión menor,Abierta,83,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,114
IN00115,20240314,A003,EQ0009,L006,Media,Ambiental,En progreso,14,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,115
IN00116,20240512,A003,EQ0009,L006,Media,Casi accidente,En progreso,80,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,116
IN00117,20240227,A005,EQ0020,L004,Baja,Ambiental,En progreso,4,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,117
IN00118,20241014,A005,EQ0031,L004,Alta,Daño equipo,Abierta,68,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,118
IN00119,20240122,A003,EQ0037,L006,Baja,Lesión menor,Cerrada,0,True,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,119
IN00120,20240721,A006,EQ0006,L001,Baja,Daño equipo,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,120
IN00121,20241222,A003,EQ0004,L006,Baja,Lesión menor,Abierta,48,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,121
IN00122,20240524,A006,EQ0006,L001,Baja,Lesión menor,En progreso,72,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,122
IN00123,20240311,A003,EQ0004,L006,Media,Condición insegura,En progreso,43,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,123
IN00124,20241013,A004,EQ0039,L006,Baja,Lesión menor,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,124
IN00125,20240813,A006,EQ0006,L001,Media,Daño equipo,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,125
IN00126,20241214,A002,EQ0005,L006,Alta,Condición insegura,En progreso,65,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,126
IN00127,20240607,A003,EQ0013,L006,Baja,Lesión menor,En progreso,31,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,127
IN00128,20240511,A002,EQ0034,L006,Baja,Ambiental,Cerrada,0,True,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,128
IN00129,20240428,A003,EQ0037,L006,Media,Casi accidente,Cerrada,0,True,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,129
IN00130,20240302,A006,EQ0028,L001,Media,Casi accidente,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,130
IN00131,20240719,A005,EQ0024,L004,Media,Condición insegura,Abierta,38,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,131
IN00132,20241213,A005,EQ0031,L004,Alta,Ambiental,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,132
IN00133,20240828,A003,EQ0004,L006,Baja,Condición insegura,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,133
IN00134,20240916,A001,EQ0023,L006,Media,Casi accidente,Abierta,83,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,134
IN00135,20240925,A004,EQ0003,L006,Baja,Casi accidente,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,135
IN00136,20240319,A005,EQ0031,L004,Baja,Casi accidente,Abierta,19,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,136
IN00137,20241014,A005,EQ0020,L004,Media,Ambiental,En progreso,56,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,137
IN00138,20240104,A004,EQ0039,L006,Media,Daño equipo,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,138
IN00139,20240613,A005,EQ0025,L004,Media,Daño equipo,Abierta,68,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,139
IN00140,20240830,A006,EQ0030,L001,Baja,Lesión menor,En progreso,20,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,140
IN00141,20240301,A004,EQ0003,L006,Media,Lesión menor,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,141
IN00142,20240815,A003,EQ0013,L006,Media,Casi accidente,En progreso,56,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,142
IN00143,20240126,A006,EQ0019,L001,Media,Lesión menor,Abierta,49,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,143
IN00144,20240322,A003,EQ0036,L006,Media,Daño equipo,En progreso,73,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,144
IN00145,20241007,A006,EQ0028,L001,Alta,Ambiental,En progreso,59,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,145
IN00146,20240823,A005,EQ0020,L004,Baja,Ambiental,Abierta,85,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,146
IN00147,20241215,A003,EQ0026,L006,Alta,Casi accidente,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,147
IN00148,20240226,A005,EQ0007,L004,Baja,Daño equipo,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,148
IN00149,20241103,A006,EQ0028,L001,Media,Daño equipo,Cerrada,0,True,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,149
IN00150,20240527,A003,EQ0037,L006,Baja,Casi accidente,Abierta,50,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,150
IN00151,20241014,A002,EQ0014,L006,Alta,Daño equipo,Abierta,37,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,151
IN00152,20240423,A006,EQ0017,L001,Baja,Condición insegura,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,152
IN00153,20241010,A004,EQ0039,L006,Media,Ambiental,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,153
IN00154,20241112,A005,EQ0010,L004,Baja,Casi accidente,Abierta,53,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,154
IN00155,20240923,A006,EQ0028,L001,Media,Ambiental,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,155
IN00156,20240416,A003,EQ0026,L006,Baja,Daño equipo,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,156
IN00157,20241108,A003,EQ0009,L006,Alta,Condición insegura,En progreso,81,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,157
IN00158,20240413,A001,EQ0040,L006,Baja,Lesión menor,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,158
IN00159,20240212,A004,EQ0039,L006,Media,Condición insegura,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,159
IN00160,20241003,A002,EQ0034,L006,Baja,Condición insegura,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,160
IN00161,20240321,A001,EQ0027,L006,Media,Lesión menor,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,161
IN00162,20240107,A004,EQ0011,L006,Baja,Ambiental,Abierta,3,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,162
IN00163,20240131,A006,EQ0001,L001,Baja,Daño equipo,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,163
IN00164,20240920,A003,EQ0029,L006,Baja,Casi accidente,Abierta,8,True,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,164
IN00165,20240114,A006,EQ0028,L001,Baja,Condición insegura,En progreso,16,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,165
IN00166,20240118,A004,EQ0011,L006,Media,Ambiental,En progreso,25,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,166
IN00167,20241230,A002,EQ0005,L006,Media,Condición insegura,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,167
IN00168,20240121,A002,EQ0021,L006,Media,Casi accidente,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,168
IN00169,20240911,A001,EQ0040,L006,Baja,Casi accidente,Abierta,54,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,169
IN00170,20240628,A006,EQ0006,L001,Media,Lesión menor,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,170
IN00171,20240502,A003,EQ0013,L006,Media,Daño equipo,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,171
IN00172,20241216,A003,EQ0012,L006,Media,Ambiental,Cerrada,0,True,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,172
IN00173,20240505,A005,EQ0007,L004,Media,Lesión menor,Abierta,43,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,173
IN00174,20240229,A001,EQ0040,L006,Baja,Ambiental,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,174
IN00175,20240523,A003,EQ0035,L006,Baja,Casi accidente,Abierta,52,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,175
IN00176,20240421,A006,EQ0019,L001,Media,Daño equipo,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,176
IN00177,20241007,A001,EQ0015,L006,Media,Casi accidente,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,177
IN00178,20240906,A006,EQ0030,L001,Baja,Condición insegura,En progreso,84,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,178
IN00179,20240206,A001,EQ0040,L006,Media,Lesión menor,En progreso,4,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,179
IN00180,20241122,A001,EQ0018,L006,Baja,Casi accidente,Abierta,87,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,180
IN00181,20241115,A003,EQ0035,L006,Baja,Condición insegura,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,181
