MaintenanceID,DateKey,EquipmentID,AreaID,WorkTypeID,PriorityID,FailureMode,SystemCategory,DowntimeHours,RepairHours,MaintenanceCost,PlannedFlag,_SourceFile,_ExportedAt,_LegacyRowNumber,EquipmentName_Source
MT000011,20240306,EQ0046,A004,WT2,P3,Alta vibración,Mecánico,8.78,7.22,16296.86,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,11,Perforadora Sintético 0046
MT000012,20240614,EQ0047,A004,WT2,P1,Desalineamiento de correa,Energía,6.6,2.94,10976.93,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,12,Bulldozer Sintético 0047
MT000013,20240710,EQ0050,A004,WT2,P3,Falla de motor,Energía,4.39,2.59,8851.24,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,13,Motoniveladora Sintético 0050
MT000014,20240604,EQ0009,A004,WT2,P4,Falla de motor,Hidráulico,3.11,2.19,3578.52,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,14,Camión CAEX Sintético 0009
MT000015,20240428,EQ0055,A010,WT2,P2,Falla de instrumentación,Eléctrico,4.87,2.2,3019.88,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,15,Espesador Sintético 0055
MT000016,20240630,EQ0020,A013,WT2,P3,Obstrucción de chute,Energía,20.97,13.99,23223.0,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,16,Medidor de energía Sintético 0020
MT000017,20241025,EQ0047,A004,WT1,P3,Desalineamiento de correa,Energía,3.12,2.75,4602.21,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,17,Bulldozer Sintético 0047
MT000018,20240227,EQ0043,A012,WT2,P3,Falla de bomba de pulpa,Bombas,3.79,1.58,7281.77,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,18,Bomba de pulpa Sintético 0043
MT000019,20241115,EQ0022,A004,WT1,P1,Falla de transmisión,Eléctrico,1.01,0.64,2011.01,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,19,Sistema dispatch Sintético 0022
MT000020,20240423,EQ0020,A013,WT1,P3,Falla de transmisión,Seguridad,1.62,1.35,2523.89,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,20,Medidor de energía Sintético 0020
MT000021,20240131,EQ0039,A008,WT1,P3,Trip de variador,Molienda,1.4,0.63,2742.86,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,21,Molino SAG Sintético 0039
MT000022,20240615,EQ0016,A017,WT1,P3,Deriva de sensor,Control,0.79,0.32,1234.52,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,22,Switch industrial Sintético 0016
MT000023,20240809,EQ0037,A017,WT1,P3,Pérdida de comunicación PLC,Control,1.85,1.21,1708.28,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,23,Servidor SCADA Sintético 0037
MT000024,20241230,EQ0060,A017,WT2,P3,Pérdida de comunicación PLC,Control,6.38,5.87,12180.96,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,24,RTU Sintético 0060
MT000025,20241009,EQ0019,A004,WT2,P3,Falla eléctrica,Instrumentación,1.74,1.32,2811.38,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,25,Camión aljibe Sintético 0019
MT000026,20240522,EQ0030,A006,WT2,P1,Obstrucción de chute,Correas,19.16,16.67,29820.79,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,26,Correa transportadora Sintético 0030
MT000027,20240114,EQ0017,A004,WT1,P2,Fuga hidráulica,Hidráulico,1.72,1.57,3486.89,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,27,Pala eléctrica Sintético 0017
MT000028,20240119,EQ0021,A005,WT2,P3,Corte de correa,Seguridad,7.36,4.95,3861.94,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,28,Alimentador Sintético 0021
MT000029,20241006,EQ0003,A004,WT1,P1,Falla de instrumentación,Instrumentación,3.66,1.54,3304.06,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,29,Cargador frontal Sintético 0003
MT000030,20240403,EQ0022,A004,WT1,P2,Desgaste de neumáticos,Instrumentación,2.63,1.15,4702.22,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,30,Sistema dispatch Sintético 0022
MT000031,20240725,EQ0034,A010,WT2,P1,Fuga hidráulica,Eléctrico,2.49,1.97,2187.16,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,31,Filtro Sintético 0034
MT000032,20241206,EQ0038,A004,WT1,P2,Bloqueo de chancador,Seguridad,1.97,1.49,1628.47,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,32,Camión aljibe Sintético 0038
MT000033,20240419,EQ0025,A004,WT1,P3,Falla de motor,Energía,0.58,0.3,1338.1,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,33,Bulldozer Sintético 0025
MT000034,20241103,EQ0039,A008,WT1,P3,Desgaste de revestimientos,Molienda,5.59,4.54,12673.67,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,34,Molino SAG Sintético 0039
MT000035,20240427,EQ0002,A004,WT2,P3,Falla de transmisión,Mecánico,3.3,1.71,6533.77,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,35,Camión CAEX Sintético 0002
MT000036,20240815,EQ0052,A010,WT2,P1,Baja presión,Mecánico,3.83,2.68,2494.29,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,36,Sistema de relaves Sintético 0052
MT000037,20240121,EQ0014,A010,WT1,P3,Sobrecalentamiento,Energía,1.64,0.97,3239.29,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,37,Espesador Sintético 0014
MT000038,20240714,EQ0040,A008,WT1,P3,Desgaste de revestimientos,Molienda,4.31,3.37,8533.69,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,38,Molino de bolas Sintético 0040
MT000039,20240916,EQ0008,A017,WT1,P1,Deriva de sensor,Control,0.92,0.71,1063.64,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,39,Servidor SCADA Sintético 0008
MT000040,20240822,EQ0057,A017,WT1,P3,Pérdida de comunicación PLC,Control,1.21,1.02,2320.91,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,40,Sistema de control distribuido Sintético 0057
MT000041,20241130,EQ0025,A004,WT2,P3,Desalineamiento de correa,Seguridad,6.52,3.52,4066.51,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,41,Bulldozer Sintético 0025
MT000042,20241218,EQ0035,A004,WT1,P3,Falla de pala,Control,5.05,3.07,6752.38,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,42,Perforadora Sintético 0035
MT000043,20240724,EQ0025,A004,WT1,P3,Pérdida de comunicación PLC,Instrumentación,2.73,1.39,1490.62,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,43,Bulldozer Sintético 0025
MT000044,20240609,EQ0030,A006,WT2,P1,Obstrucción de chute,Correas,11.83,8.05,25670.53,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,44,Correa transportadora Sintético 0030
MT000045,20240114,EQ0049,A005,WT1,P2,Alta vibración,Chancado,3.86,1.57,4367.28,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,45,Chancador secundario Sintético 0049
MT000046,20241019,EQ0048,A004,WT2,P3,Falla de pala,Control,5.66,5.03,4414.12,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,46,Pala eléctrica Sintético 0048
MT000047,20240308,EQ0009,A004,WT1,P3,Desgaste de neumáticos,Mecánico,4.31,2.47,4580.41,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,47,Camión CAEX Sintético 0009
MT000048,20241117,EQ0013,A017,WT1,P3,Falla de instrumentación,Control,2.86,1.62,1884.12,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,48,Servidor Historiador Sintético 0013
MT000049,20240914,EQ0021,A005,WT1,P2,Falla de pala,Eléctrico,10.57,6.5,6996.7,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,49,Alimentador Sintético 0021
MT000050,20240317,EQ0039,A008,WT2,P4,Trip de variador,Molienda,3.92,2.22,5388.16,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,50,Molino SAG Sintético 0039
MT000051,20240419,EQ0036,A004,WT1,P2,Fuga hidráulica,Mecánico,6.59,4.98,5179.5,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,51,Sistema dispatch Sintético 0036
MT000052,20240521,EQ0025,A004,WT1,P2,Falla de bomba de pulpa,Instrumentación,1.37,1.26,2663.55,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,52,Bulldozer Sintético 0025
MT000053,20240619,EQ0017,A004,WT1,P2,Alta vibración,Mecánico,2.4,1.61,3462.25,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,53,Pala eléctrica Sintético 0017
MT000054,20240920,EQ0009,A004,WT2,P3,Falla de transmisión,Mecánico,2.72,2.29,8483.69,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,54,Camión CAEX Sintético 0009
MT000055,20240408,EQ0004,A017,WT1,P3,Falla de instrumentación,Instrumentación,2.03,1.15,4174.09,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,55,Sensor de vibración Sintético 0004
MT000056,20240326,EQ0020,A013,WT2,P4,Sobrecalentamiento,Seguridad,3.26,2.01,6155.73,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,56,Medidor de energía Sintético 0020
MT000057,20240528,EQ0050,A004,WT1,P2,Desgaste de neumáticos,Energía,1.35,1.21,1060.91,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,57,Motoniveladora Sintético 0050
MT000058,20240426,EQ0038,A004,WT1,P3,Baja presión,Energía,0.92,0.38,1242.16,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,58,Camión aljibe Sintético 0038
MT000059,20240421,EQ0025,A004,WT1,P2,Falla de pala,Eléctrico,2.34,1.56,5235.33,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,59,Bulldozer Sintético 0025
MT000060,20240508,EQ0057,A017,WT2,P2,Pérdida de comunicación PLC,Control,7.73,6.6,14993.19,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,60,Sistema de control distribuido Sintético 0057
MT000061,20241020,EQ0060,A017,WT1,P4,Pérdida de comunicación PLC,Control,12.17,8.84,18393.18,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,61,RTU Sintético 0060
MT000062,20241222,EQ0034,A010,WT1,P2,Falla de sello mecánico,Eléctrico,3.38,1.48,5127.23,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,62,Filtro Sintético 0034
MT000063,20240205,EQ0031,A017,WT2,P2,Alta vibración,Instrumentación,6.67,2.76,7491.29,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,63,Sensor de vibración Sintético 0031
MT000064,20240911,EQ0025,A004,WT1,P3,Falla de sello mecánico,Mecánico,1.61,1.42,3384.27,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,64,Bulldozer Sintético 0025
MT000065,20240517,EQ0049,A005,WT2,P3,Falla eléctrica,Chancado,8.14,4.98,17954.85,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,65,Chancador secundario Sintético 0049
MT000066,20240709,EQ0054,A005,WT1,P1,Falla eléctrica,Chancado,1.21,0.78,2159.77,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,66,Chancador primario Sintético 0054
MT000067,20240529,EQ0047,A004,WT1,P3,Falla eléctrica,Seguridad,2.3,1.11,5528.51,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,67,Bulldozer Sintético 0047
MT000068,20240612,EQ0012,A013,WT1,P4,Trip de variador,Seguridad,0.55,0.36,1087.61,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,68,Medidor de energía Sintético 0012
MT000069,20240614,EQ0039,A008,WT2,P3,Alta vibración,Molienda,5.08,3.13,10436.78,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,69,Molino SAG Sintético 0039
MT000070,20240907,EQ0005,A017,WT1,P4,Pérdida de comunicación PLC,Control,11.72,9.67,16783.6,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,70,PLC Sintético 0005
MT000071,20241011,EQ0012,A013,WT1,P1,Falla de bomba de pulpa,Energía,2.68,1.16,3668.83,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,71,Medidor de energía Sintético 0012
MT000072,20241122,EQ0020,A013,WT2,P3,Alta vibración,Seguridad,17.62,13.1,20513.03,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,72,Medidor de energía Sintético 0020
MT000073,20241107,EQ0003,A004,WT1,P4,Falla de motor,Instrumentación,11.26,10.52,15809.38,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,73,Cargador frontal Sintético 0003
MT000074,20240325,EQ0006,A005,WT1,P2,Alta vibración,Chancado,1.29,0.7,2078.52,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,74,Chancador secundario Sintético 0006
MT000075,20241125,EQ0016,A017,WT2,P3,Falla de instrumentación,Control,7.72,6.12,11619.28,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,75,Switch industrial Sintético 0016
MT000076,20240928,EQ0026,A004,WT2,P3,Fuga hidráulica,Hidráulico,2.23,0.97,1890.0,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,76,Pala eléctrica Sintético 0026
MT000077,20240518,EQ0009,A004,WT1,P2,Falla de transmisión,Hidráulico,1.17,0.76,2209.93,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,77,Camión CAEX Sintético 0009
MT000078,20240330,EQ0015,A004,WT1,P4,Falla eléctrica,Energía,1.84,1.08,2618.0,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,78,Cargador frontal Sintético 0015
MT000079,20240826,EQ0025,A004,WT2,P2,Falla de bomba de pulpa,Seguridad,6.86,5.42,10321.34,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,79,Bulldozer Sintético 0025
MT000080,20241011,EQ0012,A013,WT2,P1,Desalineamiento de correa,Eléctrico,3.1,2.87,1730.31,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,80,Medidor de energía Sintético 0012
MT000081,20240629,EQ0058,A005,WT2,P2,Pérdida de comunicación PLC,Energía,10.56,8.61,19767.89,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,81,Alimentador Sintético 0058
MT000082,20240927,EQ0012,A013,WT1,P3,Baja presión,Eléctrico,8.48,4.14,19826.08,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,82,Medidor de energía Sintético 0012
MT000083,20240924,EQ0019,A004,WT1,P3,Sobrecalentamiento,Mecánico,3.75,3.18,3067.17,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,83,Camión aljibe Sintético 0019
MT000084,20240910,EQ0015,A004,WT2,P3,Obstrucción de chute,Seguridad,20.64,8.2,44187.7,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,84,Cargador frontal Sintético 0015
MT000085,20240428,EQ0023,A010,WT2,P1,Falla eléctrica,Mecánico,4.15,3.19,3522.29,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,85,Filtro Sintético 0023
MT000086,20240407,EQ0033,A010,WT2,P3,Pérdida de comunicación PLC,Energía,3.94,1.6,2179.37,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,86,Sistema de relaves Sintético 0033
MT000087,20240531,EQ0021,A005,WT2,P3,Deriva de sensor,Instrumentación,4.57,3.93,8700.9,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,87,Alimentador Sintético 0021
MT000088,20241229,EQ0001,A017,WT2,P1,Pérdida de comunicación PLC,Control,9.19,8.16,19564.16,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,88,PLC Sintético 0001
MT000089,20240120,EQ0037,A017,WT2,P2,Deriva de sensor,Control,2.81,2.11,5891.82,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,89,Servidor SCADA Sintético 0037
MT000090,20240502,EQ0038,A004,WT1,P2,Bloqueo de chancador,Instrumentación,8.17,4.23,5081.05,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,90,Camión aljibe Sintético 0038
MT000091,20241123,EQ0057,A017,WT2,P3,Deriva de sensor,Control,2.0,0.99,924.1,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,91,Sistema de control distribuido Sintético 0057
MT000092,20241118,EQ0043,A012,WT1,P2,Falla de sello mecánico,Bombas,1.36,0.69,2960.68,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,92,Bomba de pulpa Sintético 0043
MT000093,20240312,EQ0057,A017,WT1,P3,Pérdida de comunicación PLC,Control,1.87,1.04,1784.74,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,93,Sistema de control distribuido Sintético 0057
MT000094,20240306,EQ0043,A012,WT1,P4,Baja presión,Bombas,1.04,0.69,906.92,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,94,Bomba de pulpa Sintético 0043
MT000095,20240220,EQ0048,A004,WT2,P2,Falla de pala,Mecánico,3.99,1.64,8369.51,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,95,Pala eléctrica Sintético 0048
MT000096,20240517,EQ0031,A017,WT2,P4,Desgaste de revestimientos,Seguridad,11.6,9.54,11847.67,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,96,Sensor de vibración Sintético 0031
MT000097,20240201,EQ0042,A004,WT2,P2,Alta vibración,Hidráulico,6.12,4.07,8631.98,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,97,Pala hidráulica Sintético 0042
MT000098,20240109,EQ0028,A005,WT1,P2,Fuga hidráulica,Mecánico,6.97,4.87,15716.58,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,98,Harnero Sintético 0028
MT000099,20240814,EQ0020,A013,WT1,P1,Falla de transmisión,Energía,6.02,4.51,10850.57,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,99,Medidor de energía Sintético 0020
MT000100,20240206,EQ0037,A017,WT2,P3,Deriva de sensor,Control,4.07,1.92,5292.91,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,100,Servidor SCADA Sintético 0037
MT000101,20240629,EQ0029,A004,WT1,P3,Falla de pala,Control,3.65,2.64,5224.18,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,101,Pala hidráulica Sintético 0029
MT000102,20240612,EQ0018,A009,WT2,P1,Desalineamiento de correa,Eléctrico,4.92,3.0,5370.38,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,102,Celda de flotación Sintético 0018
MT000103,20240731,EQ0058,A005,WT2,P4,Deriva de sensor,Instrumentación,5.23,3.38,11085.78,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,103,Alimentador Sintético 0058
MT000104,20241028,EQ0007,A004,WT2,P2,Falla de transmisión,Mecánico,4.69,3.39,10408.39,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,104,Camión CAEX Sintético 0007
MT000105,20240430,EQ0008,A017,WT2,P3,Deriva de sensor,Control,16.9,8.76,34593.53,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,105,Servidor SCADA Sintético 0008
MT000106,20240901,EQ0031,A017,WT1,P4,Trip de variador,Mecánico,4.7,2.02,11258.08,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,106,Sensor de vibración Sintético 0031
MT000107,20240930,EQ0002,A004,WT1,P3,Falla de transmisión,Hidráulico,5.82,3.59,11561.61,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,107,Camión CAEX Sintético 0002
MT000108,20240729,EQ0053,A004,WT1,P4,Baja presión,Energía,1.86,0.87,915.96,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,108,Motoniveladora Sintético 0053
MT000109,20240529,EQ0020,A013,WT1,P3,Falla de transmisión,Seguridad,0.94,0.4,2045.95,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,109,Medidor de energía Sintético 0020
MT000110,20240105,EQ0030,A006,WT1,P2,Corte de correa,Correas,5.04,4.0,4637.53,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,110,Correa transportadora Sintético 0030
MT000111,20240330,EQ0035,A004,WT2,P2,Falla de pala,Control,17.48,12.75,16614.1,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,111,Perforadora Sintético 0035
MT000112,20241031,EQ0017,A004,WT2,P3,Alta vibración,Hidráulico,4.93,2.32,5470.53,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,112,Pala eléctrica Sintético 0017
MT000113,20240607,EQ0007,A004,WT1,P4,Falla de transmisión,Hidráulico,6.23,4.11,21107.5,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,113,Camión CAEX Sintético 0007
MT000114,20240429,EQ0013,A017,WT1,P4,Deriva de sensor,Control,6.28,5.66,10725.08,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,114,Servidor Historiador Sintético 0013
MT000115,20241201,EQ0006,A005,WT1,P1,Falla eléctrica,Chancado,9.54,8.58,18048.32,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,115,Chancador secundario Sintético 0006
MT000116,20240720,EQ0004,A017,WT2,P3,Falla eléctrica,Eléctrico,8.32,5.26,5959.31,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,116,Sensor de vibración Sintético 0004
MT000117,20241219,EQ0043,A012,WT2,P4,Falla de sello mecánico,Bombas,6.95,6.27,8229.39,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,117,Bomba de pulpa Sintético 0043
MT000118,20241027,EQ0056,A005,WT2,P2,Desgaste de neumáticos,Eléctrico,14.76,12.75,13598.1,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,118,Harnero Sintético 0056
MT000119,20240313,EQ0025,A004,WT2,P3,Falla eléctrica,Instrumentación,14.54,6.53,7058.27,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,119,Bulldozer Sintético 0025
MT000120,20240120,EQ0020,A013,WT2,P3,Sobrecalentamiento,Energía,9.69,5.22,16745.73,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,120,Medidor de energía Sintético 0020
MT000121,20240107,EQ0023,A010,WT1,P2,Desalineamiento de correa,Eléctrico,3.91,2.07,1838.58,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,121,Filtro Sintético 0023
MT000122,20240425,EQ0054,A005,WT1,P2,Alta vibración,Chancado,2.43,0.98,5223.87,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,122,Chancador primario Sintético 0054
MT000123,20241109,EQ0018,A009,WT1,P2,Fuga hidráulica,Energía,3.78,2.62,6556.75,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,123,Celda de flotación Sintético 0018
MT000124,20241215,EQ0057,A017,WT1,P3,Pérdida de comunicación PLC,Control,3.37,2.45,5015.03,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,124,Sistema de control distribuido Sintético 0057
MT000125,20241215,EQ0018,A009,WT1,P4,Deriva de sensor,Energía,9.52,3.9,12565.85,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,125,Celda de flotación Sintético 0018
MT000126,20240205,EQ0027,A017,WT1,P1,Pérdida de comunicación PLC,Control,4.58,3.3,5959.1,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,126,Sistema de control distribuido Sintético 0027
MT000127,20240905,EQ0017,A004,WT1,P2,Alta vibración,Mecánico,3.53,1.77,3747.97,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,127,Pala eléctrica Sintético 0017
MT000128,20240513,EQ0026,A004,WT2,P1,Fuga hidráulica,Hidráulico,4.15,2.2,7289.9,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,128,Pala eléctrica Sintético 0026
MT000129,20240131,EQ0041,A005,WT2,P3,Bloqueo de chancador,Chancado,2.75,1.09,4491.26,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,129,Chancador primario Sintético 0041
MT000130,20241125,EQ0019,A004,WT2,P3,Fuga hidráulica,Instrumentación,3.17,1.22,3364.2,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,130,Camión aljibe Sintético 0019
MT000131,20240613,EQ0003,A004,WT1,P3,Falla de transmisión,Energía,9.52,7.2,21939.97,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,131,Cargador frontal Sintético 0003
MT000132,20240214,EQ0039,A008,WT2,P3,Alta vibración,Molienda,5.33,2.68,6360.45,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,132,Molino SAG Sintético 0039
MT000133,20240611,EQ0043,A012,WT2,P3,Baja presión,Bombas,8.77,8.13,16341.03,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,133,Bomba de pulpa Sintético 0043
MT000134,20240907,EQ0013,A017,WT1,P3,Pérdida de comunicación PLC,Control,1.58,1.41,2087.94,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,134,Servidor Historiador Sintético 0013
MT000135,20240706,EQ0042,A004,WT1,P3,Alta vibración,Control,0.69,0.28,460.34,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,135,Pala hidráulica Sintético 0042
