DateKey,AreaID,LocationID,Día,Noche,Tarde
20240128,A005,L004,2598.37,342.41,907.63
20240128,A006,L001,461.67,2989.24,0.0
20240129,A001,L006,2157.0299999999997,1386.97,485.5
20240129,A002,L006,1509.2,521.9,0.0
20240129,A003,L006,0.0,3602.7400000000002,1793.49
20240129,A004,L006,0.0,6364.13,4908.88
20240129,A005,L004,604.83,2150.7200000000003,4587.78
20240129,A006,L001,2631.2299999999996,2505.1,917.33
20240130,A001,L006,3575.76,1023.04,4246.96
20240130,A002,L006,2532.6499999999996,3615.13,4269.32
20240130,A003,L006,3097.73,4725.48,2131.4300000000003
20240130,A004,L006,1015.59,2226.69,1995.9
20240130,A005,L004,3922.0599999999995,2264.68,2854.94
20240130,A006,L001,0.0,3112.46,3145.8999999999996
20240131,A001,L006,0.0,2456.7599999999998,3224.1400000000003
20240131,A002,L006,176.33,1370.23,1204.06
20240131,A003,L006,0.0,3865.91,2763.06
20240131,A004,L006,0.0,3594.11,4297.12
20240131,A005,L004,3799.7299999999996,3284.59,1357.81
20240131,A006,L001,540.21,0.0,2871.73
20240201,A001,L006,0.0,0.0,2026.85
20240201,A002,L006,607.36,4635.93,1930.4
20240201,A003,L006,1370.93,3451.65,6767.95
20240201,A004,L006,1651.66,3672.05,0.0
20240201,A005,L004,2824.41,949.34,2851.71
20240201,A006,L001,0.0,2365.3199999999997,0.0
20240202,A001,L006,0.0,1716.4499999999998,0.0
20240202,A002,L006,1179.3400000000001,0.0,1476.93
20240202,A003,L006,754.47,1186.6,5234.6
20240202,A004,L006,3604.11,1975.1499999999999,3089.83
20240202,A005,L004,0.0,0.0,1222.0
20240202,A006,L001,5360.54,3815.4300000000003,1933.21
20240203,A001,L006,1486.5700000000002,1104.05,712.09
20240203,A002,L006,1878.2,123.23,1381.53
20240203,A003,L006,892.56,4921.54,2280.62
20240203,A004,L006,786.44,2478.78,2160.9
20240203,A005,L004,1151.0,3271.53,0.0
20240203,A006,L001,7376.07,2716.49,885.6600000000001
20240204,A001,L006,282.55,4173.37,0.0
20240204,A002,L006,333.76,3266.4300000000003,3113.28
20240204,A003,L006,4454.87,8166.41,1620.36
20240204,A004,L006,1582.05,0.0,467.21
20240204,A005,L004,1441.86,4956.71,2209.77
20240204,A006,L001,3378.64,1763.45,1999.52
20240205,A001,L006,3043.99,2095.03,4131.1900000000005
20240205,A002,L006,0.0,3766.5199999999995,0.0
20240205,A003,L006,4471.929999999999,6685.93,2795.42
20240205,A004,L006,1545.08,2358.69,570.96
20240205,A005,L004,741.35,2769.9399999999996,353.86
20240205,A006,L001,3882.52,0.0,1446.8
20240206,A001,L006,0.0,1068.95,3417.92
20240206,A002,L006,0.0,0.0,4362.87
20240206,A003,L006,2345.66,795.27,5545.6
20240206,A004,L006,3815.75,83.42,2033.64
20240206,A005,L004,10231.08,591.6600000000001,0.0
20240206,A006,L001,0.0,2482.73,3732.67
20240207,A001,L006,6514.37,1204.35,3392.51
20240207,A002,L006,1354.58,1526.89,3100.66
20240207,A003,L006,2032.8,902.6400000000001,1432.59
20240207,A004,L006,963.35,4352.44,2312.84
20240207,A005,L004,1503.44,8560.48,4733.37
20240207,A006,L001,0.0,0.0,2177.84
20240208,A001,L006,0.0,3482.14,2604.0699999999997
20240208,A002,L006,817.87,0.0,1548.19
20240208,A003,L006,839.6800000000001,3288.04,1574.66
20240208,A004,L006,2321.47,3157.8100000000004,3943.76
20240208,A005,L004,348.93,300.39,3539.4300000000003
20240208,A006,L001,1583.13,2924.33,5670.97
20240209,A001,L006,0.0,0.0,3435.61
20240209,A002,L006,0.0,3457.47,0.0
20240209,A003,L006,4258.59,3270.7400000000002,2877.5099999999998
20240209,A004,L006,561.99,887.28,1810.01
20240209,A005,L004,4664.43,3264.31,5984.46
20240209,A006,L001,2918.09,669.04,588.1
20240210,A001,L006,3598.55,992.13,743.87
20240210,A002,L006,1567.12,527.88,0.0
20240210,A003,L006,4383.09,0.0,3824.48
20240210,A004,L006,2727.52,337.35,129.19
20240210,A005,L004,1541.25,6302.71,4669.01
20240210,A006,L001,4174.38,1073.58,705.94
20240211,A001,L006,3215.79,1095.84,0.0
20240211,A002,L006,0.0,2947.44,287.93
20240211,A003,L006,2116.26,9204.7,5327.87
20240211,A004,L006,857.6800000000001,708.1600000000001,0.0
20240211,A005,L004,3067.58,0.0,1579.84
20240211,A006,L001,2457.08,2152.65,3597.77
20240212,A001,L006,3398.7700000000004,4661.29,1674.12
20240212,A002,L006,1368.35,1329.69,3143.9700000000003
20240212,A003,L006,4575.8,402.86,0.0
20240212,A004,L006,371.64,6055.05,0.0
20240212,A005,L004,365.44,2587.83,3450.58
20240212,A006,L001,0.0,0.0,4579.93
20240213,A001,L006,2405.72,1828.12,884.46
20240213,A002,L006,0.0,1014.96,654.81
20240213,A003,L006,680.47,0.0,2148.0699999999997
20240213,A004,L006,2717.3,3566.07,1578.44
20240213,A005,L004,0.0,849.6,3239.74
20240213,A006,L001,4748.83,1618.2,1425.85
20240214,A001,L006,4463.9400000000005,4498.5,4597.34
20240214,A002,L006,0.0,3664.17,255.21
20240214,A003,L006,1995.73,3493.29,5982.01
20240214,A004,L006,1342.01,1825.65,1380.12
20240214,A005,L004,1179.48,1531.57,3355.07
20240214,A006,L001,0.0,907.97,5463.63
20240215,A001,L006,4737.11,2043.11,633.85
20240215,A002,L006,503.35,1769.86,3666.29
20240215,A003,L006,5544.22,9701.45,3380.52
20240215,A004,L006,1598.7,2992.77,0.0
20240215,A005,L004,2664.68,924.1700000000001,265.26
20240216,A001,L006,1214.88,699.44,622.85
20240216,A002,L006,1742.06,1269.83,771.47
20240216,A003,L006,2245.67,931.99,4543.18
20240216,A004,L006,3092.48,1617.96,1315.48
20240216,A005,L004,1843.86,3043.21,4576.24
20240216,A006,L001,1350.65,1195.54,0.0
20240217,A001,L006,630.68,754.14,1789.91
20240217,A002,L006,1135.68,4446.64,1358.02
20240217,A003,L006,4190.29,6214.59,0.0
20240217,A004,L006,4410.97,1105.85,0.0
20240217,A005,L004,169.51,5303.94,802.02
20240217,A006,L001,153.7,5883.67,1876.6000000000001
20240218,A001,L006,1622.81,4059.69,4714.61
20240218,A002,L006,2852.58,1682.7,447.19000000000005
20240218,A003,L006,2130.07,3180.63,1453.32
20240218,A004,L006,651.5,3443.08,4510.2
20240218,A005,L004,5977.35,5216.75,334.96
20240218,A006,L001,4152.83,1287.46,0.0
20240219,A001,L006,5098.84,0.0,601.13
20240219,A002,L006,2833.96,136.14,0.0
20240219,A003,L006,10004.89,6793.360000000001,3287.3999999999996
20240219,A004,L006,1693.34,1023.15,6200.59
20240219,A005,L004,2132.13,5755.3099999999995,1239.38
20240219,A006,L001,254.66,3924.3,0.0
20240220,A001,L006,655.2,0.0,0.0
20240220,A002,L006,308.1,1275.69,0.0
20240220,A003,L006,619.86,4726.389999999999,3606.86
20240220,A004,L006,888.85,2892.37,2166.6
20240220,A005,L004,1483.8200000000002,1929.65,1389.0700000000002
20240220,A006,L001,2152.21,3615.49,2633.3199999999997
20240221,A001,L006,0.0,0.0,2090.49
20240221,A002,L006,0.0,2330.56,954.87
20240221,A003,L006,2160.26,2763.83,5026.67
20240221,A004,L006,1076.17,2017.19,2208.98
20240221,A005,L004,460.52,2943.62,377.85
20240221,A006,L001,1660.75,2611.41,412.29
20240222,A001,L006,5072.2300000000005,5387.66,2232.6
20240222,A002,L006,829.83,871.89,2603.48
20240222,A003,L006,833.4,2255.14,1729.93
20240222,A004,L006,3299.85,3266.8900000000003,521.84
20240222,A005,L004,2588.42,4638.84,2290.59
20240222,A006,L001,0.0,723.72,1862.83
20240223,A001,L006,0.0,1207.54,0.0
20240223,A002,L006,888.48,0.0,1040.29
20240223,A003,L006,5810.99,4060.17,4109.86
20240223,A004,L006,0.0,739.77,389.37
20240223,A005,L004,2852.69,2911.08,2011.02
20240223,A006,L001,802.5,2894.01,809.71
20240224,A001,L006,2414.2,0.0,0.0
20240224,A002,L006,0.0,0.0,3074.66
20240224,A003,L006,4876.89,2397.45,1202.8
20240224,A004,L006,176.23,0.0,0.0
20240224,A005,L004,2283.52,0.0,193.0
20240224,A006,L001,4918.18,1614.05,2296.31
20240225,A001,L006,5954.55,6086.7,3459.42
20240225,A002,L006,5345.21,0.0,2944.89
20240225,A003,L006,1322.74,3295.45,2727.75
20240225,A004,L006,291.93,0.0,2378.51
20240225,A005,L004,2765.9399999999996,1863.02,5409.61
20240225,A006,L001,0.0,2023.78,0.0
20240226,A001,L006,615.83,7883.65,2865.0299999999997
20240226,A002,L006,262.07,0.0,3619.94
20240226,A003,L006,1481.71,2606.99,3324.33
20240226,A004,L006,0.0,0.0,865.05
20240226,A005,L004,0.0,3197.6400000000003,1891.51
20240226,A006,L001,8679.39,5495.93,1119.34
20240227,A001,L006,2077.68,0.0,255.56
20240227,A002,L006,1193.65,0.0,623.95
20240227,A003,L006,0.0,1365.81,1896.01
20240227,A004,L006,0.0,3262.89,5598.46
20240227,A005,L004,3336.17,3161.63,1489.9
20240227,A006,L001,572.75,1380.18,247.36
20240228,A001,L006,2487.66,0.0,437.04
20240228,A002,L006,347.43,3015.19,2671.24
20240228,A003,L006,4877.43,2003.06,5323.87
20240228,A004,L006,0.0,1415.06,0.0
20240228,A005,L004,226.1,2109.02,932.7
20240228,A006,L001,4920.66,2162.92,0.0
20240229,A001,L006,1881.62,4582.29,1116.82
20240229,A002,L006,1414.04,1796.79,916.99
20240229,A003,L006,5045.32,738.05,4017.76
20240229,A004,L006,1275.39,279.91,0.0
20240229,A005,L004,1047.6,0.0,2113.31
20240229,A006,L001,2039.05,1192.46,1387.75
20240301,A001,L006,620.76,0.0,4814.67
20240301,A002,L006,1676.99,279.26,2899.4
20240301,A003,L006,3901.94,5380.93,7022.35
20240301,A004,L006,0.0,3581.09,2518.09
20240301,A005,L004,2560.16,1013.04,849.51
20240301,A006,L001,2456.92,0.0,4378.9
20240302,A001,L006,1240.06,0.0,0.0
20240302,A002,L006,1226.11,2105.82,597.06
20240302,A003,L006,0.0,1247.49,0.0
20240302,A004,L006,2287.54,1320.76,1069.0
20240302,A005,L004,0.0,2095.5699999999997,4629.93
20240302,A006,L001,340.64,1471.88,3786.8599999999997
20240303,A001,L006,5545.35,0.0,4858.77
20240303,A002,L006,4692.21,0.0,0.0
20240303,A003,L006,1534.5900000000001,2724.58,5845.07
20240303,A004,L006,1072.16,1361.08,3980.6200000000003
20240303,A005,L004,0.0,3017.95,4956.67
20240303,A006,L001,2069.32,3843.49,0.0
20240304,A001,L006,264.68,744.8,2775.0600000000004
20240304,A002,L006,3475.75,1806.19,1771.41
20240304,A003,L006,1434.3200000000002,4244.4,2000.56
20240304,A004,L006,3664.19,3643.83,835.2
20240304,A005,L004,6961.16,832.83,3677.6499999999996
20240304,A006,L001,1508.97,0.0,1798.34
20240305,A001,L006,2440.86,6606.02,1470.34
20240305,A002,L006,1540.79,0.0,3204.07
20240305,A003,L006,6335.35,1456.98,6933.0199999999995
20240305,A004,L006,2947.88,1686.04,3719.52
20240305,A005,L004,2261.66,2666.21,3634.58
20240305,A006,L001,0.0,0.0,2911.6
20240306,A001,L006,3703.3999999999996,2613.5,192.22
20240306,A002,L006,0.0,0.0,331.59
20240306,A003,L006,1367.81,5927.24,1928.2800000000002
20240306,A004,L006,2221.17,4347.34,190.93
20240306,A005,L004,2898.74,3957.9700000000003,2152.25
20240306,A006,L001,0.0,787.32,2087.31
20240307,A001,L006,0.0,388.29,5332.47
20240307,A002,L006,0.0,0.0,1981.48
20240307,A003,L006,1224.96,6996.039999999999,4865.24
20240307,A004,L006,1628.8600000000001,2436.64,2229.31
20240307,A005,L004,0.0,612.71,411.03
20240307,A006,L001,6769.66,2888.36,3377.46
20240308,A001,L006,3198.5,7222.34,5039.18
20240308,A002,L006,0.0,0.0,2664.26
20240308,A003,L006,2874.8599999999997,1994.98,2086.59
20240308,A004,L006,1650.96,1151.42,0.0
20240308,A005,L004,3497.91,1856.49,4080.0299999999997
20240308,A006,L001,2377.52,2550.77,3083.91
20240309,A001,L006,2943.58,0.0,6322.51
20240309,A002,L006,2187.79,2806.42,3842.03
20240309,A003,L006,278.33,0.0,9101.38
20240309,A004,L006,2307.98,365.2,1311.1
20240309,A005,L004,0.0,1104.67,4346.74
20240309,A006,L001,4898.91,4746.04,2786.46
20240310,A001,L006,3109.92,0.0,4223.51
20240310,A002,L006,2106.4,1201.4299999999998,0.0
20240310,A003,L006,3348.14,154.68,0.0
20240310,A004,L006,0.0,7879.9,0.0
20240310,A005,L004,2284.66,3248.23,3569.94
20240310,A006,L001,0.0,3391.63,435.48
20240311,A001,L006,993.23,687.18,340.96
20240311,A002,L006,0.0,0.0,266.63
20240311,A003,L006,4672.49,3073.3999999999996,2349.75
20240311,A004,L006,887.87,1105.37,2707.83
20240311,A005,L004,1756.29,1939.65,178.74
20240311,A006,L001,3323.18,566.53,2996.91
20240312,A001,L006,0.0,0.0,1316.35
20240312,A002,L006,2671.5699999999997,468.87,378.64
20240312,A003,L006,1319.1,5255.2,8482.84
20240312,A004,L006,0.0,1921.35,102.02
20240312,A005,L004,3639.85,723.49,229.7
20240312,A006,L001,1481.1599999999999,1882.3,578.94
20240313,A001,L006,4147.48,6919.43,382.26
20240313,A002,L006,2403.79,932.85,1398.81
20240313,A003,L006,1183.21,2674.1,5272.49
20240313,A004,L006,6429.15,9122.17,777.39
20240313,A005,L004,3525.1699999999996,408.65,1116.92
20240313,A006,L001,910.2099999999999,3408.79,6268.54
20240314,A001,L006,1155.63,2695.54,0.0
20240314,A002,L006,0.0,1740.02,0.0
20240314,A003,L006,1119.3600000000001,2789.69,4471.77
20240314,A004,L006,1937.44,2730.7,3186.95
20240314,A005,L004,3006.45,4780.0,1224.59
20240314,A006,L001,3489.57,7833.02,0.0
20240315,A001,L006,1621.6599999999999,2650.11,0.0
20240315,A002,L006,2247.12,1124.58,1933.77
20240315,A003,L006,6829.73,2632.3,5350.16
20240315,A004,L006,3922.8999999999996,4154.02,0.0
20240315,A005,L004,6143.849999999999,3022.16,764.66
20240315,A006,L001,2193.3599999999997,541.98,249.41
20240316,A001,L006,2083.01,4237.95,2664.1400000000003
20240316,A002,L006,305.28,906.32,0.0
20240316,A003,L006,2533.14,11773.81,1367.19
20240316,A004,L006,1608.42,953.82,342.82
20240316,A005,L004,0.0,2897.96,2525.74
20240316,A006,L001,5978.66,5483.75,575.56
20240317,A001,L006,467.66,711.02,1964.25
20240317,A002,L006,3886.45,0.0,0.0
20240317,A003,L006,6669.83,3290.0099999999998,1771.5200000000002
20240317,A004,L006,1188.27,3710.12,4748.64
20240317,A005,L004,4745.31,3464.95,1164.29
20240317,A006,L001,0.0,1208.0,0.0
20240318,A001,L006,5761.93,0.0,1008.48
20240318,A002,L006,0.0,2073.04,0.0
20240318,A003,L006,0.0,7934.87,2514.06
20240318,A004,L006,689.96,0.0,341.1
20240318,A005,L004,212.64,3543.7200000000003,2934.91
20240318,A006,L001,735.94,2289.93,4251.98
20240319,A001,L006,2291.01,7386.160000000001,533.9
20240319,A002,L006,430.58,0.0,1124.53
20240319,A003,L006,5607.42,4888.87,1211.73
20240319,A004,L006,1186.66,0.0,0.0
20240319,A005,L004,1588.1,6270.74,4781.56
20240319,A006,L001,1049.8,2580.7400000000002,0.0
20240320,A001,L006,1237.78,1421.43,5842.77
20240320,A002,L006,0.0,1615.27,2987.85
20240320,A003,L006,6087.21,210.37,6253.38
20240320,A004,L006,487.7,2154.44,790.93
20240320,A005,L004,6634.38,578.63,0.0
20240320,A006,L001,853.87,1809.06,0.0
20240321,A001,L006,1078.77,2110.93,439.93
20240321,A002,L006,1393.13,1758.69,2605.3199999999997
20240321,A003,L006,3205.25,5413.97,1732.92
20240321,A004,L006,214.23,1849.22,8239.01
20240321,A005,L004,1614.17,2669.09,4192.43
20240321,A006,L001,2247.48,0.0,1796.86
20240322,A001,L006,2366.67,4228.62,2246.3
20240322,A002,L006,963.72,4942.610000000001,0.0
20240322,A003,L006,2027.23,448.16,8276.0
20240322,A004,L006,0.0,4641.53,502.71
20240322,A005,L004,5420.95,5698.36,1478.8200000000002
20240322,A006,L001,4037.3,1487.84,1980.6899999999998
20240323,A001,L006,3691.83,7837.57,2907.96
20240323,A002,L006,818.61,0.0,0.0
20240323,A003,L006,729.72,3034.66,747.87
20240323,A004,L006,0.0,4689.49,2527.4700000000003
20240323,A005,L004,1999.4499999999998,3234.8,1462.49
20240323,A006,L001,863.38,1412.0900000000001,926.02
20240324,A001,L006,3001.84,809.35,0.0
20240324,A002,L006,2811.6000000000004,0.0,429.05
20240324,A003,L006,2562.14,2029.31,3653.7
20240324,A004,L006,1059.06,2622.5299999999997,1023.02
20240324,A005,L004,2084.66,4970.46,2250.7200000000003
20240324,A006,L001,592.39,3621.3,1417.99
20240325,A001,L006,0.0,819.77,1327.93
20240325,A002,L006,0.0,1049.25,3025.99
20240325,A003,L006,1714.8,801.5,3560.48
20240325,A004,L006,3152.71,0.0,1147.15
20240325,A005,L004,0.0,2278.62,1062.14
20240325,A006,L001,0.0,1466.9,1539.26
20240326,A001,L006,2010.67,2059.93,4500.71
20240326,A002,L006,253.75,687.55,1763.84
20240326,A003,L006,5515.33,2706.42,4815.139999999999
20240326,A004,L006,1749.8,624.45,0.0
20240326,A005,L004,0.0,6555.03,3258.6800000000003
20240326,A006,L001,0.0,0.0,1411.6799999999998
20240327,A001,L006,468.39,1508.29,4179.57
20240327,A002,L006,1967.92,1826.59,0.0
20240327,A003,L006,1148.42,9459.85,0.0
20240327,A004,L006,2004.08,938.91,3696.48
20240327,A005,L004,369.91,3140.6099999999997,4649.360000000001
20240327,A006,L001,0.0,2870.25,2642.92
20240328,A001,L006,2650.1,0.0,1803.71
20240328,A002,L006,1695.22,1942.69,643.4
20240328,A003,L006,1094.81,2760.31,1433.46
20240328,A004,L006,5466.43,5929.57,297.89
20240328,A005,L004,840.42,1236.32,4760.75
20240328,A006,L001,5090.099999999999,0.0,0.0
20240329,A001,L006,9325.72,867.91,0.0
20240329,A002,L006,6634.0,2610.9700000000003,2376.67
20240329,A003,L006,5995.4,6310.360000000001,6729.71
20240329,A004,L006,834.4599999999999,4533.53,1020.0999999999999
20240329,A005,L004,0.0,821.58,2323.2400000000002
20240329,A006,L001,1530.54,2922.13,1299.52
20240330,A001,L006,1679.14,826.23,0.0
20240330,A002,L006,594.88,1215.93,4980.04
20240330,A003,L006,3047.81,1375.53,1836.72
20240330,A004,L006,358.52,0.0,3554.7699999999995
20240330,A005,L004,5463.18,2629.15,7193.5599999999995
20240330,A006,L001,4858.830000000001,12051.59,3889.4799999999996
20240331,A001,L006,3765.87,1290.35,2137.23
20240331,A002,L006,0.0,1604.26,1728.26
20240331,A003,L006,728.1,1878.8600000000001,5546.97
20240331,A004,L006,2694.5600000000004,915.87,0.0
20240331,A005,L004,3003.1000000000004,5797.03,935.23
20240331,A006,L001,2483.8,0.0,0.0
20240401,A001,L006,3781.84,616.13,0.0
20240401,A002,L006,704.71,2355.91,1861.18
20240401,A003,L006,5772.92,3034.98,3790.4999999999995
20240401,A004,L006,0.0,3115.95,1654.94
20240401,A005,L004,1209.93,2024.76,2554.58
20240401,A006,L001,3202.29,3787.8399999999997,853.34
20240402,A001,L006,4732.24,5455.15,824.78
20240402,A002,L006,1896.5,0.0,0.0
20240402,A003,L006,5326.25,1111.33,3516.2200000000003
