DateKey,Date,Year,Quarter,MonthNumber,MonthName,WeekNumber,DayOfWeek,IsWeekend
20240312,2024-03-12,2024,Q1,3,Marzo,11,Martes,False
20240313,2024-03-13,2024,Q1,3,Marzo,11,Miércoles,False
20240314,2024-03-14,2024,Q1,3,Marzo,11,Jueves,False
20240315,2024-03-15,2024,Q1,3,Marzo,11,Viernes,False
20240316,2024-03-16,2024,Q1,3,Marzo,11,Sábado,True
20240317,2024-03-17,2024,Q1,3,Marzo,11,Domingo,True
20240318,2024-03-18,2024,Q1,3,Marzo,12,Lunes,False
20240319,2024-03-19,2024,Q1,3,Marzo,12,Martes,False
20240320,2024-03-20,2024,Q1,3,Marzo,12,Miércoles,False
20240321,2024-03-21,2024,Q1,3,Marzo,12,Jueves,False
20240322,2024-03-22,2024,Q1,3,Marzo,12,Viernes,False
20240323,2024-03-23,2024,Q1,3,Marzo,12,Sábado,True
20240324,2024-03-24,2024,Q1,3,Marzo,12,Domingo,True
20240325,2024-03-25,2024,Q1,3,Marzo,13,Lunes,False
20240326,2024-03-26,2024,Q1,3,Marzo,13,Martes,False
20240327,2024-03-27,2024,Q1,3,Marzo,13,Miércoles,False
20240328,2024-03-28,2024,Q1,3,Marzo,13,Jueves,False
20240329,2024-03-29,2024,Q1,3,Marzo,13,Viernes,False
20240330,2024-03-30,2024,Q1,3,Marzo,13,Sábado,True
20240331,2024-03-31,2024,Q1,3,Marzo,13,Domingo,True
20240401,2024-04-01,2024,Q2,4,Abril,14,Lunes,False
20240402,2024-04-02,2024,Q2,4,Abril,14,Martes,False
20240403,2024-04-03,2024,Q2,4,Abril,14,Miércoles,False
20240404,2024-04-04,2024,Q2,4,Abril,14,Jueves,False
20240405,2024-04-05,2024,Q2,4,Abril,14,Viernes,False
20240406,2024-04-06,2024,Q2,4,Abril,14,Sábado,True
20240407,2024-04-07,2024,Q2,4,Abril,14,Domingo,True
20240408,2024-04-08,2024,Q2,4,Abril,15,Lunes,False
20240409,2024-04-09,2024,Q2,4,Abril,15,Martes,False
20240410,2024-04-10,2024,Q2,4,Abril,15,Miércoles,False
20240411,2024-04-11,2024,Q2,4,Abril,15,Jueves,False
20240412,2024-04-12,2024,Q2,4,Abril,15,Viernes,False
20240413,2024-04-13,2024,Q2,4,Abril,15,Sábado,True
20240414,2024-04-14,2024,Q2,4,Abril,15,Domingo,True
20240415,2024-04-15,2024,Q2,4,Abril,16,Lunes,False
20240416,2024-04-16,2024,Q2,4,Abril,16,Martes,False
20240417,2024-04-17,2024,Q2,4,Abril,16,Miércoles,False
20240418,2024-04-18,2024,Q2,4,Abril,16,Jueves,False
20240419,2024-04-19,2024,Q2,4,Abril,16,Viernes,False
20240420,2024-04-20,2024,Q2,4,Abril,16,Sábado,True
20240421,2024-04-21,2024,Q2,4,Abril,16,Domingo,True
20240422,2024-04-22,2024,Q2,4,Abril,17,Lunes,False
20240423,2024-04-23,2024,Q2,4,Abril,17,Martes,False
20240424,2024-04-24,2024,Q2,4,Abril,17,Miércoles,False
20240425,2024-04-25,2024,Q2,4,Abril,17,Jueves,False
20240426,2024-04-26,2024,Q2,4,Abril,17,Viernes,False
20240427,2024-04-27,2024,Q2,4,Abril,17,Sábado,True
20240428,2024-04-28,2024,Q2,4,Abril,17,Domingo,True
20240429,2024-04-29,2024,Q2,4,Abril,18,Lunes,False
20240430,2024-04-30,2024,Q2,4,Abril,18,Martes,False
20240501,2024-05-01,2024,Q2,5,Mayo,18,Miércoles,False
20240502,2024-05-02,2024,Q2,5,Mayo,18,Jueves,False
20240503,2024-05-03,2024,Q2,5,Mayo,18,Viernes,False
20240504,2024-05-04,2024,Q2,5,Mayo,18,Sábado,True
20240505,2024-05-05,2024,Q2,5,Mayo,18,Domingo,True
20240506,2024-05-06,2024,Q2,5,Mayo,19,Lunes,False
20240507,2024-05-07,2024,Q2,5,Mayo,19,Martes,False
20240508,2024-05-08,2024,Q2,5,Mayo,19,Miércoles,False
20240509,2024-05-09,2024,Q2,5,Mayo,19,Jueves,False
20240510,2024-05-10,2024,Q2,5,Mayo,19,Viernes,False
20240511,2024-05-11,2024,Q2,5,Mayo,19,Sábado,True
20240512,2024-05-12,2024,Q2,5,Mayo,19,Domingo,True
20240513,2024-05-13,2024,Q2,5,Mayo,20,Lunes,False
20240514,2024-05-14,2024,Q2,5,Mayo,20,Martes,False
20240515,2024-05-15,2024,Q2,5,Mayo,20,Miércoles,False
20240516,2024-05-16,2024,Q2,5,Mayo,20,Jueves,False
20240517,2024-05-17,2024,Q2,5,Mayo,20,Viernes,False
20240518,2024-05-18,2024,Q2,5,Mayo,20,Sábado,True
20240519,2024-05-19,2024,Q2,5,Mayo,20,Domingo,True
20240520,2024-05-20,2024,Q2,5,Mayo,21,Lunes,False
20240521,2024-05-21,2024,Q2,5,Mayo,21,Martes,False
20240522,2024-05-22,2024,Q2,5,Mayo,21,Miércoles,False
20240523,2024-05-23,2024,Q2,5,Mayo,21,Jueves,False
20240524,2024-05-24,2024,Q2,5,Mayo,21,Viernes,False
20240525,2024-05-25,2024,Q2,5,Mayo,21,Sábado,True
20240526,2024-05-26,2024,Q2,5,Mayo,21,Domingo,True
20240527,2024-05-27,2024,Q2,5,Mayo,22,Lunes,False
20240528,2024-05-28,2024,Q2,5,Mayo,22,Martes,False
20240529,2024-05-29,2024,Q2,5,Mayo,22,Miércoles,False
20240530,2024-05-30,2024,Q2,5,Mayo,22,Jueves,False
20240531,2024-05-31,2024,Q2,5,Mayo,22,Viernes,False
20240601,2024-06-01,2024,Q2,6,Junio,22,Sábado,True
20240602,2024-06-02,2024,Q2,6,Junio,22,Domingo,True
20240603,2024-06-03,2024,Q2,6,Junio,23,Lunes,False
20240604,2024-06-04,2024,Q2,6,Junio,23,Martes,False
20240605,2024-06-05,2024,Q2,6,Junio,23,Miércoles,False
20240606,2024-06-06,2024,Q2,6,Junio,23,Jueves,False
20240607,2024-06-07,2024,Q2,6,Junio,23,Viernes,False
20240608,2024-06-08,2024,Q2,6,Junio,23,Sábado,True
20240609,2024-06-09,2024,Q2,6,Junio,23,Domingo,True
20240610,2024-06-10,2024,Q2,6,Junio,24,Lunes,False
20240611,2024-06-11,2024,Q2,6,Junio,24,Martes,False
20240612,2024-06-12,2024,Q2,6,Junio,24,Miércoles,False
20240613,2024-06-13,2024,Q2,6,Junio,24,Jueves,False
20240614,2024-06-14,2024,Q2,6,Junio,24,Viernes,False
20240615,2024-06-15,2024,Q2,6,Junio,24,Sábado,True
20240616,2024-06-16,2024,Q2,6,Junio,24,Domingo,True
20240617,2024-06-17,2024,Q2,6,Junio,25,Lunes,False
20240618,2024-06-18,2024,Q2,6,Junio,25,Martes,False
20240619,2024-06-19,2024,Q2,6,Junio,25,Miércoles,False
20240620,2024-06-20,2024,Q2,6,Junio,25,Jueves,False
20240621,2024-06-21,2024,Q2,6,Junio,25,Viernes,False
20240622,2024-06-22,2024,Q2,6,Junio,25,Sábado,True
20240623,2024-06-23,2024,Q2,6,Junio,25,Domingo,True
20240624,2024-06-24,2024,Q2,6,Junio,26,Lunes,False
20240625,2024-06-25,2024,Q2,6,Junio,26,Martes,False
20240626,2024-06-26,2024,Q2,6,Junio,26,Miércoles,False
20240627,2024-06-27,2024,Q2,6,Junio,26,Jueves,False
20240628,2024-06-28,2024,Q2,6,Junio,26,Viernes,False
20240629,2024-06-29,2024,Q2,6,Junio,26,Sábado,True
20240630,2024-06-30,2024,Q2,6,Junio,26,Domingo,True
20240701,2024-07-01,2024,Q3,7,Julio,27,Lunes,False
20240702,2024-07-02,2024,Q3,7,Julio,27,Martes,False
20240703,2024-07-03,2024,Q3,7,Julio,27,Miércoles,False
20240704,2024-07-04,2024,Q3,7,Julio,27,Jueves,False
20240705,2024-07-05,2024,Q3,7,Julio,27,Viernes,False
20240706,2024-07-06,2024,Q3,7,Julio,27,Sábado,True
20240707,2024-07-07,2024,Q3,7,Julio,27,Domingo,True
20240708,2024-07-08,2024,Q3,7,Julio,28,Lunes,False
20240709,2024-07-09,2024,Q3,7,Julio,28,Martes,False
20240710,2024-07-10,2024,Q3,7,Julio,28,Miércoles,False
20240711,2024-07-11,2024,Q3,7,Julio,28,Jueves,False
20240712,2024-07-12,2024,Q3,7,Julio,28,Viernes,False
20240713,2024-07-13,2024,Q3,7,Julio,28,Sábado,True
20240714,2024-07-14,2024,Q3,7,Julio,28,Domingo,True
20240715,2024-07-15,2024,Q3,7,Julio,29,Lunes,False
20240716,2024-07-16,2024,Q3,7,Julio,29,Martes,False
20240717,2024-07-17,2024,Q3,7,Julio,29,Miércoles,False
20240718,2024-07-18,2024,Q3,7,Julio,29,Jueves,False
20240719,2024-07-19,2024,Q3,7,Julio,29,Viernes,False
20240720,2024-07-20,2024,Q3,7,Julio,29,Sábado,True
20240721,2024-07-21,2024,Q3,7,Julio,29,Domingo,True
20240722,2024-07-22,2024,Q3,7,Julio,30,Lunes,False
20240723,2024-07-23,2024,Q3,7,Julio,30,Martes,False
20240724,2024-07-24,2024,Q3,7,Julio,30,Miércoles,False
20240725,2024-07-25,2024,Q3,7,Julio,30,Jueves,False
20240726,2024-07-26,2024,Q3,7,Julio,30,Viernes,False
20240727,2024-07-27,2024,Q3,7,Julio,30,Sábado,True
20240728,2024-07-28,2024,Q3,7,Julio,30,Domingo,True
20240729,2024-07-29,2024,Q3,7,Julio,31,Lunes,False
20240730,2024-07-30,2024,Q3,7,Julio,31,Martes,False
20240731,2024-07-31,2024,Q3,7,Julio,31,Miércoles,False
20240801,2024-08-01,2024,Q3,8,Agosto,31,Jueves,False
20240802,2024-08-02,2024,Q3,8,Agosto,31,Viernes,False
20240803,2024-08-03,2024,Q3,8,Agosto,31,Sábado,True
20240804,2024-08-04,2024,Q3,8,Agosto,31,Domingo,True
20240805,2024-08-05,2024,Q3,8,Agosto,32,Lunes,False
20240806,2024-08-06,2024,Q3,8,Agosto,32,Martes,False
20240807,2024-08-07,2024,Q3,8,Agosto,32,Miércoles,False
20240808,2024-08-08,2024,Q3,8,Agosto,32,Jueves,False
20240809,2024-08-09,2024,Q3,8,Agosto,32,Viernes,False
20240810,2024-08-10,2024,Q3,8,Agosto,32,Sábado,True
20240811,2024-08-11,2024,Q3,8,Agosto,32,Domingo,True
20240812,2024-08-12,2024,Q3,8,Agosto,33,Lunes,False
20240813,2024-08-13,2024,Q3,8,Agosto,33,Martes,False
20240814,2024-08-14,2024,Q3,8,Agosto,33,Miércoles,False
20240815,2024-08-15,2024,Q3,8,Agosto,33,Jueves,False
20240816,2024-08-16,2024,Q3,8,Agosto,33,Viernes,False
20240817,2024-08-17,2024,Q3,8,Agosto,33,Sábado,True
20240818,2024-08-18,2024,Q3,8,Agosto,33,Domingo,True
20240819,2024-08-19,2024,Q3,8,Agosto,34,Lunes,False
20240820,2024-08-20,2024,Q3,8,Agosto,34,Martes,False
20240821,2024-08-21,2024,Q3,8,Agosto,34,Miércoles,False
20240822,2024-08-22,2024,Q3,8,Agosto,34,Jueves,False
20240823,2024-08-23,2024,Q3,8,Agosto,34,Viernes,False
20240824,2024-08-24,2024,Q3,8,Agosto,34,Sábado,True
20240825,2024-08-25,2024,Q3,8,Agosto,34,Domingo,True
20240826,2024-08-26,2024,Q3,8,Agosto,35,Lunes,False
20240827,2024-08-27,2024,Q3,8,Agosto,35,Martes,False
20240828,2024-08-28,2024,Q3,8,Agosto,35,Miércoles,False
20240829,2024-08-29,2024,Q3,8,Agosto,35,Jueves,False
20240830,2024-08-30,2024,Q3,8,Agosto,35,Viernes,False
20240831,2024-08-31,2024,Q3,8,Agosto,35,Sábado,True
20240901,2024-09-01,2024,Q3,9,Septiembre,35,Domingo,True
20240902,2024-09-02,2024,Q3,9,Septiembre,36,Lunes,False
20240903,2024-09-03,2024,Q3,9,Septiembre,36,Martes,False
20240904,2024-09-04,2024,Q3,9,Septiembre,36,Miércoles,False
20240905,2024-09-05,2024,Q3,9,Septiembre,36,Jueves,False
20240906,2024-09-06,2024,Q3,9,Septiembre,36,Viernes,False
