WorkOrderID,CreatedDateKey,ClosedDateKey,AreaID,EquipmentID,ServiceID,ResponsibleID,WorkTypeID,PriorityID,StatusID,EstimatedHours,ActualHours,IsCritical,ReworkFlag,SourceSystem
WO000095,20240321,20240327,A004,EQ0002,SV5,R013,WT12,P4,S4,47.23,47.62,False,False,SAP PM
WO000096,20241109,20241111,A006,EQ0051,SV8,R008,WT1,P2,S4,12.81,9.99,True,True,Excel Manual
WO000097,20240203,20240206,A012,EQ0044,SV11,R010,WT8,P2,S4,11.71,17.85,True,False,SAP PM
WO000098,20241009,20241017,A008,EQ0032,SV9,R010,WT2,P3,S4,54.68,56.5,False,False,SAP PM
WO000099,20240612,20240616,A013,EQ0020,SV5,R010,WT1,P2,S4,20.71,30.71,True,False,SAP PM
WO000100,20240107,20240203,A006,EQ0051,SV3,R027,WT3,P4,S4,95.9,214.39,False,False,SAP PM
WO000101,20240903,,A004,EQ0003,SV11,R016,WT2,P2,S2,12.62,9.17,True,True,SCADA
WO000102,20240615,,A017,EQ0027,SV4,R012,WT5,P2,S2,14.42,13.71,True,False,Excel Manual
WO000103,20241009,,A005,EQ0049,SV1,R005,WT2,P2,S2,11.66,18.25,True,False,SAP PM
WO000104,20240814,20240815,A005,EQ0058,SV4,R030,WT3,P1,S4,6.87,7.58,True,False,SAP PM
WO000105,20241015,20241017,A017,EQ0016,SV1,R005,WT2,P2,S4,9.97,12.9,True,True,SAP PM
WO000106,20240617,20240703,A008,EQ0040,SV9,R011,WT7,P4,S4,104.83,120.8,True,False,Maximo
WO000107,20240103,20240104,A013,EQ0012,SV11,R021,WT9,P1,S4,6.38,7.01,True,False,SAP PM
WO000108,20240217,20240228,A004,EQ0007,SV6,R001,WT2,P3,S4,53.38,87.6,False,False,SAP PM
WO000109,20240616,20240620,A004,EQ0022,SV8,R010,WT3,P2,S4,18.62,30.71,True,False,SCADA
WO000110,20240525,,A005,EQ0054,SV12,R029,WT11,P2,S1,12.88,19.21,True,False,Dispatch
WO000111,20241017,20241018,A004,EQ0042,SV12,R001,WT1,P1,S4,4.1,7.25,True,False,SAP PM
WO000112,20240530,20240601,A006,EQ0030,SV1,R008,WT7,P2,S4,13.43,15.8,True,True,Maximo
WO000113,20241110,20241111,A004,EQ0017,SV1,R003,WT4,P1,S4,3.6,2.4,True,False,SCADA
WO000114,20240309,20240312,A004,EQ0009,SV5,R021,WT8,P2,S4,18.25,17.75,True,False,SAP PM
WO000115,20240520,20240531,A004,EQ0017,SV4,R001,WT2,P3,S4,44.01,81.62,False,False,SCADA
WO000116,20241003,,A017,EQ0010,SV2,R002,WT2,P3,S2,60.28,126.24,False,False,SAP PM
WO000117,20240215,20240320,A013,EQ0012,SV2,R015,WT2,P4,S5,99.97,265.64,False,False,Maximo
WO000118,20240427,,A004,EQ0042,SV10,R023,WT1,P2,S2,10.46,13.06,True,False,SAP PM
WO000119,20241002,20241009,A017,EQ0008,SV3,R028,WT1,P3,S4,33.87,51.35,True,False,SCADA
WO000120,20240803,20240818,A004,EQ0003,SV6,R007,WT12,P3,S4,41.46,119.0,False,False,Maximo
WO000121,20241011,,A010,EQ0033,SV1,R018,WT2,P2,S2,9.97,12.26,True,False,SCADA
WO000122,20240707,20240710,A009,EQ0018,SV8,R025,WT1,P2,S4,17.5,17.71,True,False,SAP PM
WO000123,20241110,,A005,EQ0028,SV9,R022,WT2,P3,S1,54.41,241.17,False,False,Maximo
WO000124,20241117,20241204,A004,EQ0009,SV8,R029,WT2,P3,S4,53.77,130.84,True,False,Dispatch
WO000125,20241222,20241225,A017,EQ0013,SV4,R003,WT4,P2,S5,14.61,20.0,True,True,Maximo
WO000126,20240214,20240218,A017,EQ0027,SV1,R002,WT1,P2,S4,19.53,31.42,True,False,Maximo
WO000127,20240804,20240814,A004,EQ0042,SV5,R021,WT7,P4,S5,81.99,73.7,False,False,SCADA
WO000128,20240211,,A004,EQ0025,SV10,R012,WT7,P1,S2,7.17,7.92,True,False,Dispatch
WO000129,20240324,20240405,A010,EQ0033,SV2,R023,WT2,P4,S4,95.82,94.3,True,False,SCADA
WO000130,20240419,20240503,A008,EQ0032,SV10,R022,WT7,P3,S4,53.8,107.27,False,False,Maximo
WO000131,20240824,20240829,A004,EQ0017,SV11,R014,WT2,P3,S4,30.08,39.55,False,False,Dispatch
WO000132,20240606,20240615,A004,EQ0017,SV8,R030,WT3,P3,S4,58.17,66.92,False,False,Excel Manual
WO000133,20241112,20241114,A004,EQ0026,SV11,R027,WT9,P2,S4,12.43,12.06,True,False,Dispatch
WO000134,20240419,20240422,A004,EQ0002,SV4,R011,WT8,P3,S4,41.79,23.33,False,False,SAP PM
WO000135,20240813,20240827,A004,EQ0042,SV8,R001,WT2,P3,S4,43.53,105.33,False,False,SCADA
WO000136,20241006,20241009,A017,EQ0037,SV9,R030,WT3,P3,S4,38.32,20.2,False,False,SAP PM
WO000137,20241224,,A004,EQ0019,SV9,R030,WT2,P2,S2,9.83,11.83,True,False,Maximo
WO000138,20240330,,A010,EQ0023,SV9,R027,WT3,P2,S1,11.03,7.02,True,False,SCADA
WO000139,20240925,20240927,A013,EQ0020,SV3,R002,WT5,P2,S4,19.01,14.52,True,False,SAP PM
WO000140,20240201,20240204,A008,EQ0040,SV11,R022,WT1,P2,S4,17.01,20.46,True,False,SCADA
WO000141,20240717,,A004,EQ0046,SV9,R029,WT8,P3,S2,62.54,116.1,False,False,SAP PM
WO000142,20240531,,A004,EQ0007,SV2,R012,WT5,P3,S3,57.71,33.11,False,True,Dispatch
WO000143,20241216,20241221,A004,EQ0025,SV8,R023,WT1,P3,S4,41.13,35.97,False,False,Maximo
WO000144,20241010,20241014,A017,EQ0001,SV11,R017,WT8,P3,S4,56.33,29.87,True,False,SAP PM
WO000145,20241205,,A005,EQ0028,SV1,R014,WT6,P2,S2,16.01,19.96,True,True,Maximo
WO000146,20241107,20241110,A004,EQ0015,SV11,R022,WT2,P2,S4,12.18,20.96,True,False,SCADA
WO000147,20240530,,A005,EQ0021,SV4,R018,WT3,P2,S1,21.27,40.56,True,False,Maximo
WO000148,20240925,20240927,A005,EQ0028,SV4,R021,WT8,P2,S4,20.66,11.54,True,False,SCADA
WO000149,20240112,20240113,A013,EQ0020,SV6,R007,WT10,P1,S4,3.29,4.59,True,False,Dispatch
WO000150,20240723,,A017,EQ0024,SV9,R009,WT2,P2,S2,19.48,18.11,True,False,SAP PM
WO000151,20240118,20240119,A004,EQ0046,SV2,R020,WT4,P2,S4,9.43,6.25,True,False,SAP PM
WO000152,20240922,,A005,EQ0049,SV4,R017,WT8,P3,S2,61.98,88.46,False,False,SAP PM
WO000153,20241219,20241221,A017,EQ0001,SV10,R012,WT11,P1,S4,5.55,9.99,True,False,SAP PM
WO000154,20240906,20240908,A010,EQ0023,SV3,R026,WT1,P2,S4,10.6,11.23,True,False,Maximo
WO000155,20241103,20241104,A006,EQ0051,SV5,R011,WT3,P1,S4,6.4,4.47,True,False,SAP PM
WO000156,20240326,20240402,A008,EQ0032,SV8,R015,WT8,P3,S4,45.62,48.33,False,False,Maximo
WO000157,20241229,,A017,EQ0013,SV4,R010,WT1,P3,S2,27.56,22.46,False,False,Maximo
WO000158,20240720,,A004,EQ0036,SV1,R017,WT3,P2,S3,18.94,26.98,True,False,Maximo
WO000159,20240903,,A004,EQ0009,SV7,R017,WT4,P1,S1,6.27,10.88,True,False,Excel Manual
WO000160,20241009,20241025,A004,EQ0002,SV2,R010,WT3,P4,S4,73.82,124.76,False,False,SCADA
WO000161,20240822,20240830,A004,EQ0038,SV5,R024,WT6,P3,S4,54.15,59.35,True,False,SAP PM
WO000162,20240426,20240502,A017,EQ0031,SV8,R005,WT1,P3,S4,26.79,47.44,False,False,SAP PM
WO000163,20240811,,A004,EQ0046,SV9,R024,WT6,P3,S2,37.8,27.21,False,False,SAP PM
WO000164,20240827,,A005,EQ0021,SV12,R002,WT2,P3,S3,51.86,151.97,False,False,Maximo
WO000165,20241109,,A010,EQ0052,SV11,R008,WT7,P4,S3,57.22,61.15,False,False,Maximo
WO000166,20240625,20240627,A004,EQ0026,SV1,R013,WT2,P2,S4,14.35,9.92,True,False,Excel Manual
WO000167,20240702,20240718,A017,EQ0045,SV6,R013,WT1,P3,S4,62.11,121.79,False,False,SAP PM
WO000168,20240703,,A004,EQ0007,SV1,R019,WT10,P2,S1,19.31,15.84,True,False,SAP PM
WO000169,20240211,,A005,EQ0006,SV10,R029,WT6,P3,S2,47.3,68.04,False,False,SAP PM
WO000170,20240202,20240204,A004,EQ0047,SV1,R023,WT2,P2,S4,16.01,13.63,True,False,Maximo
WO000171,20240108,20240112,A006,EQ0051,SV10,R017,WT2,P1,S4,6.7,29.23,True,False,Excel Manual
WO000172,20240831,,A017,EQ0057,SV1,R003,WT4,P4,S2,98.96,235.07,False,False,Maximo
WO000173,20240602,20240618,A013,EQ0020,SV2,R030,WT11,P4,S4,47.83,123.58,True,False,Maximo
WO000174,20241112,20241115,A004,EQ0002,SV12,R010,WT2,P2,S5,14.55,20.67,True,False,SAP PM
WO000175,20240914,20240926,A009,EQ0059,SV3,R019,WT9,P4,S4,54.6,91.09,False,False,Maximo
WO000176,20240221,,A017,EQ0037,SV6,R025,WT2,P2,S3,9.5,12.75,True,False,SAP PM
WO000177,20240206,20240209,A004,EQ0015,SV7,R021,WT5,P2,S4,12.26,21.71,True,False,SAP PM
WO000178,20240513,,A004,EQ0046,SV9,R004,WT2,P4,S2,82.3,91.77,False,False,SCADA
WO000179,20241203,20241209,A010,EQ0055,SV12,R008,WT1,P2,S4,18.89,40.61,True,False,SAP PM
WO000180,20240118,20240121,A009,EQ0018,SV5,R030,WT9,P2,S4,20.44,18.62,True,False,SAP PM
WO000181,20240309,,A004,EQ0047,SV8,R024,WT1,P3,S2,41.95,40.07,True,False,SAP PM
WO000182,20240111,20240112,A004,EQ0048,SV12,R019,WT9,P1,S4,4.66,4.23,True,False,SAP PM
WO000183,20240531,20240602,A017,EQ0031,SV2,R014,WT1,P2,S4,10.42,12.49,True,False,SCADA
WO000184,20241228,20241230,A004,EQ0038,SV6,R029,WT2,P2,S4,10.97,12.29,True,False,SAP PM
WO000185,20240907,20240912,A004,EQ0017,SV4,R022,WT9,P3,S4,29.26,39.68,False,False,SCADA
WO000186,20240629,,A005,EQ0056,SV12,R022,WT4,P1,S3,7.09,8.36,True,False,Maximo
WO000187,20240222,20240225,A009,EQ0059,SV8,R028,WT2,P2,S4,10.08,21.35,True,False,SAP PM
WO000188,20240510,20240525,A009,EQ0059,SV8,R029,WT4,P3,S4,55.16,115.35,False,False,SAP PM
WO000189,20240710,20240711,A017,EQ0045,SV3,R026,WT2,P1,S4,4.2,6.88,True,False,SCADA
WO000190,20240410,20240416,A004,EQ0003,SV12,R020,WT8,P2,S4,15.49,43.46,True,False,Maximo
WO000191,20240915,20240929,A004,EQ0022,SV1,R007,WT1,P3,S4,59.76,106.05,False,False,SCADA
WO000192,20241224,20241231,A017,EQ0027,SV6,R009,WT3,P3,S4,62.27,168.95,False,False,Maximo
WO000193,20240316,,A005,EQ0058,SV9,R005,WT1,P1,S1,3.86,6.06,True,False,Dispatch
WO000194,20240402,20240410,A010,EQ0033,SV11,R025,WT5,P4,S4,102.14,56.18,True,False,Maximo
WO000195,20240216,,A010,EQ0033,SV4,R011,WT9,P3,S1,35.18,28.9,True,False,Dispatch
WO000196,20240922,20240925,A004,EQ0009,SV5,R007,WT7,P2,S4,19.02,22.97,True,False,Maximo
WO000197,20240617,20240621,A004,EQ0048,SV1,R022,WT2,P3,S4,25.8,24.27,True,False,Excel Manual
WO000198,20240413,,A005,EQ0021,SV8,R017,WT2,P3,S1,46.4,28.83,False,False,Dispatch
WO000199,20240321,,A005,EQ0006,SV3,R008,WT1,P3,S3,53.94,132.82,False,True,SAP PM
WO000200,20240126,,A017,EQ0060,SV8,R012,WT8,P3,S1,58.42,29.56,False,False,SCADA
WO000201,20240623,20240705,A013,EQ0012,SV2,R015,WT1,P3,S4,58.51,95.52,False,False,SAP PM
WO000202,20240907,20240929,A017,EQ0001,SV6,R024,WT4,P4,S4,61.73,170.82,True,False,Dispatch
WO000203,20240327,20240405,A017,EQ0005,SV6,R001,WT2,P3,S4,58.98,65.6,False,False,SAP PM
WO000204,20240101,20240111,A005,EQ0028,SV7,R023,WT12,P3,S4,38.02,74.55,False,False,Maximo
WO000205,20240622,,A004,EQ0007,SV4,R003,WT3,P3,S2,34.46,32.21,False,True,SAP PM
WO000206,20240904,20240913,A006,EQ0051,SV3,R026,WT4,P4,S4,42.1,65.85,False,True,Dispatch
WO000207,20240506,20240511,A017,EQ0031,SV10,R004,WT8,P4,S4,57.56,38.52,False,False,Excel Manual
WO000208,20240401,,A013,EQ0020,SV11,R008,WT10,P2,S2,9.96,10.42,True,False,Maximo
WO000209,20240226,20240301,A017,EQ0001,SV4,R012,WT4,P2,S5,17.31,30.63,True,False,SAP PM
WO000210,20240930,,A004,EQ0029,SV6,R030,WT7,P3,S1,30.93,42.95,False,False,SCADA
WO000211,20241111,20241113,A017,EQ0010,SV2,R012,WT4,P2,S4,16.13,8.99,True,False,SAP PM
WO000212,20241008,,A009,EQ0059,SV2,R025,WT3,P3,S2,30.21,56.24,False,False,Excel Manual
WO000213,20240708,20240713,A009,EQ0018,SV5,R008,WT1,P3,S4,53.09,34.05,True,False,SAP PM
WO000214,20240922,,A004,EQ0029,SV9,R012,WT5,P4,S1,60.85,69.51,False,True,Maximo
WO000215,20240525,,A004,EQ0002,SV9,R016,WT5,P2,S2,12.47,17.61,True,False,SAP PM
WO000216,20240109,20240117,A017,EQ0008,SV9,R004,WT1,P3,S4,50.56,58.76,True,False,Excel Manual
WO000217,20240514,20240527,A017,EQ0013,SV2,R001,WT2,P2,S5,20.79,99.38,True,False,Maximo
WO000218,20240914,,A017,EQ0004,SV1,R011,WT6,P3,S3,64.47,96.97,False,True,Excel Manual
WO000219,20240824,20240825,A012,EQ0044,SV4,R024,WT1,P1,S4,4.37,4.44,True,False,SAP PM
WO000220,20241228,20241231,A017,EQ0057,SV4,R004,WT5,P3,S4,62.67,89.22,False,False,Maximo
WO000221,20241231,20241231,A017,EQ0060,SV7,R025,WT5,P3,S4,49.45,59.69,False,False,SAP PM
WO000222,20240329,,A017,EQ0016,SV8,R019,WT2,P3,S3,61.1,100.16,False,False,SCADA
WO000223,20240104,20240111,A004,EQ0048,SV3,R009,WT2,P3,S4,26.3,48.34,True,False,SAP PM
WO000224,20240410,20240412,A017,EQ0031,SV10,R004,WT2,P2,S4,8.84,12.1,True,True,Maximo
WO000225,20241116,20241117,A004,EQ0003,SV9,R017,WT2,P1,S4,3.13,5.15,True,False,SCADA
WO000226,20241024,,A005,EQ0006,SV4,R013,WT4,P1,S2,6.34,8.31,True,False,SAP PM
WO000227,20240206,20240210,A010,EQ0033,SV8,R004,WT6,P4,S4,51.11,25.47,True,False,Dispatch
WO000228,20240228,20240311,A004,EQ0026,SV4,R021,WT8,P4,S4,53.65,95.72,False,False,Dispatch
WO000229,20240725,20240727,A017,EQ0001,SV1,R026,WT1,P2,S4,16.13,14.06,True,False,Maximo
WO000230,20240829,,A005,EQ0056,SV9,R014,WT5,P2,S2,21.04,29.61,True,False,Maximo
WO000231,20241225,20241228,A012,EQ0044,SV2,R014,WT2,P2,S4,15.89,16.0,True,False,SAP PM
WO000232,20241003,20241011,A017,EQ0031,SV3,R027,WT7,P3,S4,54.21,63.93,False,False,Maximo
WO000233,20240318,20240319,A017,EQ0060,SV4,R012,WT1,P2,S4,10.88,7.77,True,False,Dispatch
WO000234,20240114,20240116,A009,EQ0059,SV11,R008,WT4,P1,S4,6.82,11.23,True,False,SAP PM
WO000235,20240819,20240822,A009,EQ0059,SV8,R026,WT4,P2,S4,9.14,16.64,True,False,Excel Manual
WO000236,20240721,,A017,EQ0016,SV10,R016,WT2,P2,S1,12.13,16.25,True,False,Maximo
WO000237,20241203,,A004,EQ0053,SV11,R029,WT10,P2,S2,14.39,12.69,True,False,SAP PM
WO000238,20240729,,A017,EQ0031,SV11,R028,WT1,P2,S2,11.39,6.18,True,False,SAP PM
WO000239,20240702,,A012,EQ0044,SV8,R025,WT1,P3,S2,51.48,79.47,False,False,Maximo
WO000240,20240421,20240427,A010,EQ0052,SV5,R011,WT4,P3,S4,52.08,43.32,False,False,Excel Manual
WO000241,20240201,,A017,EQ0010,SV5,R022,WT3,P2,S2,11.2,7.74,True,False,SCADA
WO000242,20241116,,A017,EQ0027,SV2,R015,WT2,P3,S2,25.54,36.46,False,False,Maximo
WO000243,20241029,20241031,A017,EQ0008,SV8,R023,WT2,P2,S4,9.38,12.48,True,False,Excel Manual
WO000244,20240229,,A004,EQ0017,SV8,R028,WT1,P3,S2,25.22,14.73,False,False,SAP PM
WO000245,20240914,,A004,EQ0025,SV12,R022,WT8,P4,S2,101.76,62.97,False,False,Maximo
WO000246,20240513,,A010,EQ0052,SV3,R015,WT4,P1,S2,5.54,7.05,True,False,SCADA
WO000247,20240608,,A010,EQ0052,SV10,R030,WT2,P4,S2,51.14,52.42,False,False,Maximo
WO000248,20241106,20241114,A017,EQ0024,SV4,R026,WT2,P3,S4,28.86,58.28,True,False,SAP PM
