CostID,DateKey,ProjectID,AreaID,EquipmentID,CostCategory,BudgetAmount,ActualAmount,CommittedAmount,VendorType
CO000181,20240906,PR0048,A003,EQ0021,Contratista,6997.94,9524.67,6209.57,Contratista
CO000182,20240531,PR0069,A004,EQ0029,Contratista,48094.49,46074.17,15824.72,Interno
CO000183,20241207,PR0014,A001,EQ0004,Materiales,52295.75,55618.09,40771.64,Proveedor local
CO000184,20240714,PR0048,A003,EQ0005,Repuestos,19435.14,23386.17,7412.67,Proveedor local
CO000185,20240916,PR0016,A002,EQ0024,Mano de obra,6319.36,9599.87,2524.33,Proveedor internacional
CO000186,20240310,PR0071,A004,EQ0019,Contratista,51880.87,50766.11,48030.9,Proveedor local
CO000187,20240207,PR0007,A004,EQ0031,Repuestos,40023.94,46023.15,32572.87,Proveedor local
CO000188,20241125,PR0061,A006,EQ0038,Mano de obra,67628.3,64916.05,53363.32,Proveedor internacional
CO000189,20240810,PR0054,A006,EQ0011,Servicios,51210.44,54897.94,53044.16,Proveedor local
CO000190,20240831,PR0078,A004,EQ0014,Repuestos,65148.1,63105.27,64052.75,Proveedor internacional
CO000191,20240527,PR0055,A001,EQ0008,Contratista,44766.42,50463.6,43071.73,Contratista
CO000192,20240818,PR0068,A005,EQ0033,Contratista,35362.74,34821.39,11405.04,Proveedor internacional
CO000193,20240603,PR0068,A005,EQ0020,Servicios,66186.69,71518.69,23124.28,Proveedor local
CO000194,20240820,PR0061,A006,EQ0014,Materiales,57500.39,50545.19,62323.5,Contratista
CO000195,20240819,PR0047,A001,EQ0030,Contratista,3418.67,2982.92,2457.59,Interno
CO000196,20240321,PR0078,A004,EQ0019,Contratista,41230.31,28814.57,28632.72,Interno
CO000197,20241125,PR0059,A005,EQ0021,Mano de obra,11309.75,11971.7,7409.3,Proveedor local
CO000198,20241211,PR0002,A006,EQ0034,Energía,66410.97,59514.93,57260.63,Proveedor internacional
CO000199,20241005,PR0070,A005,EQ0010,Contratista,47635.57,64368.96,35021.13,Contratista
CO000200,20240108,PR0060,A001,EQ0027,Mano de obra,32143.05,29713.96,10764.77,Proveedor internacional
CO000201,20240109,PR0072,A004,EQ0035,Repuestos,67231.12,80638.63,19645.63,Proveedor internacional
CO000202,20241021,PR0068,A005,EQ0036,Servicios,24208.27,28640.76,11439.49,Proveedor local
CO000203,20240223,PR0017,A005,EQ0035,Contratista,31646.08,30400.44,31109.47,Interno
CO000204,20241223,PR0015,A002,EQ0009,Servicios,28535.16,25171.5,16036.88,Proveedor local
CO000205,20240512,PR0067,A002,EQ0027,Materiales,10098.67,9881.03,9947.69,Proveedor internacional
CO000206,20240305,PR0057,A003,EQ0023,Contratista,11342.22,16877.92,8115.31,Contratista
CO000207,20240907,PR0030,A006,EQ0003,Servicios,41779.47,57057.29,43307.17,Interno
CO000208,20240907,PR0050,A004,EQ0022,Mano de obra,5797.51,4652.07,5774.29,Proveedor local
CO000209,20240820,PR0078,A004,EQ0010,Mano de obra,65244.74,65393.79,35125.79,Interno
CO000210,20241008,PR0017,A005,EQ0021,Servicios,23607.31,21323.93,16431.54,Proveedor internacional
CO000211,20240703,PR0056,A001,EQ0025,Repuestos,23146.51,21806.9,19414.04,Proveedor local
CO000212,20240425,PR0029,A005,EQ0028,Servicios,10637.97,13543.18,2564.7,Contratista
CO000213,20240606,PR0002,A006,EQ0032,Mano de obra,25215.74,22110.89,8672.02,Contratista
CO000214,20240818,PR0036,A002,EQ0024,Servicios,48689.29,36167.18,41728.75,Contratista
CO000215,20241015,PR0021,A004,EQ0019,Energía,67055.48,69222.97,68603.56,Interno
CO000216,20240607,PR0076,A001,EQ0039,Repuestos,14288.53,15156.31,6762.52,Contratista
CO000217,20240205,PR0051,A006,EQ0013,Mano de obra,13254.18,12361.22,7350.95,Interno
CO000218,20240526,PR0067,A002,EQ0012,Mano de obra,10592.0,9437.29,10454.12,Proveedor internacional
CO000219,20240805,PR0067,A002,EQ0036,Repuestos,40605.47,41647.17,17848.77,Interno
CO000220,20241010,PR0008,A001,EQ0039,Servicios,9068.38,7109.75,9371.93,Proveedor internacional
CO000221,20241022,PR0046,A001,EQ0016,Repuestos,7080.57,7558.39,2315.31,Contratista
CO000222,20241016,PR0002,A006,EQ0035,Servicios,52331.43,49420.01,22339.35,Proveedor local
CO000223,20240409,PR0071,A004,EQ0037,Materiales,55729.45,68096.98,12923.37,Proveedor local
CO000224,20240109,PR0058,A006,EQ0035,Contratista,22704.9,23861.63,6451.53,Proveedor local
CO000225,20240315,PR0077,A005,EQ0022,Repuestos,41120.95,40111.22,17665.14,Proveedor internacional
CO000226,20240213,PR0049,A006,EQ0031,Materiales,52223.88,50304.56,41237.56,Proveedor internacional
CO000227,20240903,PR0007,A004,EQ0025,Materiales,4377.91,3023.41,1667.03,Interno
CO000228,20240409,PR0003,A004,EQ0002,Servicios,44794.36,43904.84,46826.98,Interno
CO000229,20240305,PR0071,A004,EQ0005,Contratista,20747.63,20072.93,10660.1,Contratista
CO000230,20240716,PR0041,A004,EQ0038,Mano de obra,29229.08,29469.54,19489.82,Interno
CO000231,20240627,PR0026,A002,EQ0011,Contratista,25579.69,24800.85,20424.42,Proveedor local
CO000232,20240914,PR0018,A001,EQ0007,Servicios,50565.51,62121.22,16318.28,Contratista
CO000233,20241203,PR0074,A005,EQ0039,Mano de obra,33345.55,31910.74,27307.81,Proveedor local
CO000234,20240131,PR0053,A001,EQ0014,Materiales,53444.68,46228.31,16488.19,Interno
CO000235,20240123,PR0031,A005,EQ0029,Servicios,22735.18,16679.57,21454.14,Proveedor local
CO000236,20241025,PR0034,A001,EQ0032,Mano de obra,38348.01,35611.98,24514.72,Contratista
CO000237,20241128,PR0055,A001,EQ0020,Energía,63582.38,52930.69,17832.03,Proveedor internacional
CO000238,20240502,PR0050,A004,EQ0026,Contratista,31227.33,24742.43,26133.3,Contratista
CO000239,20240310,PR0006,A002,EQ0021,Repuestos,40764.97,38731.59,10962.56,Proveedor local
CO000240,20240419,PR0003,A004,EQ0019,Mano de obra,47264.83,55872.98,50908.19,Contratista
CO000241,20240625,PR0006,A002,EQ0004,Contratista,63949.5,73516.59,38897.85,Interno
CO000242,20240105,PR0067,A002,EQ0005,Contratista,44893.33,35684.85,24449.98,Interno
CO000243,20240218,PR0005,A001,EQ0032,Servicios,43255.16,43509.07,20897.44,Proveedor internacional
CO000244,20240113,PR0050,A004,EQ0035,Servicios,58513.31,62474.8,35396.19,Contratista
CO000245,20240916,PR0026,A002,EQ0003,Servicios,69436.23,75932.03,62704.22,Contratista
CO000246,20240611,PR0029,A005,EQ0013,Servicios,63026.49,79198.21,42110.52,Proveedor local
CO000247,20241231,PR0058,A006,EQ0016,Materiales,9616.64,7816.9,7491.21,Contratista
CO000248,20240611,PR0044,A003,EQ0002,Contratista,47674.95,71072.13,11997.5,Proveedor local
CO000249,20240420,PR0080,A004,EQ0017,Servicios,23671.76,21162.15,22879.02,Contratista
CO000250,20240422,PR0017,A005,EQ0039,Materiales,29598.26,31333.23,19995.49,Interno
