ProductivityID,DateKey,AreaID,ResponsibleID,LocationID,Shift,PlannedOutput,ActualOutput,LaborHours,ProductiveHours,NonProductiveHours
PD000065,20250324,A005,R010,L007,Día,381,369,7.67,6.18,1.49
PD000066,20250618,A005,R030,L001,Noche,713,808,10.72,9.48,1.24
PD000067,20250320,A002,R007,L004,Noche,271,223,6.74,3.8,2.93
PD000068,20250406,A002,R008,L003,Día,704,561,11.35,7.29,4.06
PD000069,20250519,A005,R002,L001,Día,803,748,9.06,7.32,1.74
PD000070,20250415,A006,R009,L001,Día,833,661,6.18,4.42,1.76
PD000071,20250108,A004,R007,L007,Tarde,187,139,8.13,6.26,1.86
PD000072,20250505,A006,R028,L001,Noche,479,401,8.82,7.98,0.84
PD000073,20250401,A006,R011,L003,Tarde,863,824,6.24,5.35,0.89
PD000074,20250224,A001,R013,L001,Tarde,613,637,8.88,6.82,2.06
PD000075,20250616,A001,R023,L005,Tarde,864,626,9.68,6.85,2.83
PD000076,20250216,A005,R023,L003,Día,867,755,9.49,7.64,1.85
PD000077,20250526,A005,R014,L006,Día,289,231,8.42,7.32,1.1
PD000078,20250216,A005,R006,L002,Noche,396,287,6.37,5.64,0.73
PD000079,20250514,A002,R023,L004,Noche,258,151,6.94,4.21,2.72
PD000080,20250611,A006,R018,L007,Tarde,259,226,11.48,8.4,3.09
PD000081,20250417,A006,R028,L002,Día,541,592,10.94,7.49,3.45
PD000082,20250307,A006,R025,L006,Noche,354,295,9.61,8.63,0.98
PD000083,20250118,A002,R028,L003,Tarde,750,691,6.12,4.51,1.61
PD000084,20250429,A002,R011,L002,Tarde,532,535,7.96,5.98,1.99
PD000085,20250407,A003,R001,L004,Día,341,367,9.33,6.32,3.01
PD000086,20250619,A005,R018,L002,Día,343,355,10.16,7.96,2.21
PD000087,20250512,A002,R030,L002,Día,813,684,11.47,8.27,3.2
PD000088,20250131,A005,R030,L002,Día,826,766,8.61,6.54,2.06
PD000089,20250412,A006,R028,L001,Día,76,85,8.14,5.76,2.38
PD000090,20250110,A004,R012,L004,Tarde,223,223,11.46,8.59,2.87
PD000091,20250212,A006,R028,L005,Día,652,620,11.89,9.52,2.37
PD000092,20250101,A005,R014,L002,Tarde,803,658,11.94,10.96,0.98
PD000093,20250616,A003,R002,L001,Noche,684,673,8.11,7.33,0.78
PD000094,20250308,A005,R026,L003,Día,833,718,9.89,7.92,1.97
PD000095,20250319,A006,R013,L004,Noche,614,663,11.71,9.93,1.78
PD000096,20250313,A004,R012,L006,Noche,868,927,11.67,9.87,1.8
PD000097,20250312,A002,R016,L007,Día,337,257,6.03,4.64,1.39
PD000098,20250521,A006,R012,L005,Día,886,790,11.17,7.49,3.68
PD000099,20250413,A006,R028,L004,Día,615,586,9.97,6.81,3.15
PD000100,20250508,A003,R007,L001,Día,729,804,9.44,6.41,3.03
PD000101,20250401,A002,R017,L002,Día,284,208,6.27,4.31,1.95
PD000102,20250415,A004,R025,L001,Tarde,837,846,8.58,6.44,2.14
PD000103,20250209,A005,R021,L007,Día,788,703,10.88,9.74,1.15
PD000104,20250426,A005,R027,L005,Noche,629,804,11.54,9.21,2.33
PD000105,20250416,A006,R015,L004,Día,688,748,9.18,7.68,1.5
PD000106,20250427,A006,R014,L005,Día,408,452,8.55,7.11,1.44
PD000107,20250121,A001,R030,L005,Día,151,170,11.87,9.04,2.83
PD000108,20250407,A003,R030,L006,Día,59,57,9.24,7.63,1.61
PD000109,20250305,A002,R006,L002,Noche,210,128,9.4,5.24,4.16
PD000110,20250331,A004,R020,L006,Día,427,345,7.43,5.54,1.89
PD000111,20250506,A006,R023,L004,Tarde,588,462,10.2,7.95,2.25
PD000112,20250615,A002,R014,L007,Tarde,153,130,6.57,3.79,2.78
PD000113,20250531,A005,R007,L006,Día,612,497,9.98,8.4,1.58
PD000114,20250620,A001,R011,L003,Tarde,604,647,8.78,7.66,1.12
PD000115,20250407,A005,R014,L006,Noche,450,480,10.06,9.04,1.01
PD000116,20250111,A003,R006,L003,Día,744,798,10.41,8.4,2.01
PD000117,20250604,A006,R009,L004,Tarde,454,524,8.11,7.31,0.8
PD000118,20250106,A003,R017,L003,Tarde,862,850,8.3,7.34,0.96
PD000119,20250228,A002,R021,L006,Tarde,688,534,11.24,7.23,4.01
PD000120,20250115,A004,R009,L007,Tarde,193,230,8.95,6.89,2.06
PD000121,20250527,A003,R006,L002,Tarde,281,273,8.16,6.58,1.58
PD000122,20250611,A005,R014,L002,Tarde,842,716,11.01,7.64,3.37
PD000123,20250328,A004,R019,L005,Noche,743,810,10.5,7.21,3.29
PD000124,20250208,A001,R026,L001,Día,296,258,10.27,7.58,2.69
PD000125,20250421,A004,R019,L005,Tarde,633,588,10.2,7.03,3.17
PD000126,20250122,A001,R019,L003,Noche,591,565,10.66,8.91,1.76
PD000127,20250201,A006,R017,L003,Tarde,680,711,9.72,7.73,1.99
PD000128,20250525,A004,R019,L001,Día,584,615,9.01,8.26,0.75
PD000129,20250104,A002,R001,L002,Tarde,151,96,6.66,5.26,1.4
PD000130,20250104,A003,R024,L003,Noche,619,590,6.33,5.61,0.72
PD000131,20250106,A005,R027,L003,Día,65,54,9.79,8.55,1.24
PD000132,20250218,A005,R023,L005,Noche,533,568,8.84,6.77,2.07
PD000133,20250511,A005,R027,L005,Noche,65,59,10.5,8.46,2.05
PD000134,20250623,A002,R007,L007,Día,601,495,6.52,5.2,1.31
PD000135,20250302,A005,R006,L005,Día,476,416,10.83,7.49,3.35
PD000136,20250523,A002,R015,L007,Tarde,475,333,10.69,7.32,3.37
PD000137,20250126,A003,R028,L003,Noche,222,170,6.74,5.93,0.81
PD000138,20250420,A004,R007,L006,Tarde,513,578,8.3,7.03,1.26
PD000139,20250529,A003,R007,L002,Noche,878,961,8.39,7.2,1.18
PD000140,20250218,A003,R010,L003,Tarde,667,574,6.17,4.93,1.23
PD000141,20250307,A004,R019,L001,Noche,220,177,8.19,5.6,2.59
PD000142,20250104,A001,R006,L001,Día,146,98,9.66,7.26,2.4
PD000143,20250205,A002,R011,L003,Día,828,697,10.9,7.13,3.76
PD000144,20250521,A004,R010,L006,Noche,721,837,9.3,8.05,1.25
PD000145,20250316,A005,R010,L004,Noche,734,615,10.48,9.32,1.16
PD000146,20250612,A006,R014,L001,Tarde,400,432,8.76,8.02,0.74
PD000147,20250110,A005,R020,L002,Día,544,521,10.63,9.0,1.63
PD000148,20250613,A005,R007,L003,Día,739,697,7.41,5.18,2.23
PD000149,20250214,A005,R017,L004,Noche,69,64,8.91,6.39,2.52
PD000150,20250126,A006,R003,L004,Noche,291,343,10.09,7.53,2.56
PD000151,20250308,A002,R029,L005,Día,227,204,8.79,6.45,2.33
PD000152,20250412,A004,R007,L005,Noche,234,240,6.5,4.39,2.11
PD000153,20250528,A002,R027,L003,Tarde,597,457,8.47,6.07,2.4
PD000154,20250504,A006,R005,L003,Noche,73,69,11.88,9.88,2.0
PD000155,20250521,A002,R001,L001,Noche,95,69,6.8,5.02,1.79
PD000156,20250123,A005,R018,L003,Día,315,244,6.35,4.44,1.91
PD000157,20250304,A005,R009,L001,Día,672,559,10.12,9.11,1.01
PD000158,20250412,A002,R009,L006,Tarde,405,356,11.45,9.89,1.55
PD000159,20250204,A002,R022,L007,Noche,549,452,11.67,9.87,1.79
PD000160,20250405,A002,R027,L002,Día,820,699,10.1,7.56,2.55
PD000161,20250616,A001,R025,L007,Tarde,70,73,10.86,7.94,2.93
PD000162,20250515,A002,R029,L007,Noche,871,614,9.12,5.38,3.75
PD000163,20250305,A005,R004,L004,Día,50,49,11.98,8.64,3.35
PD000164,20250304,A001,R002,L007,Tarde,70,74,9.3,7.69,1.61
PD000165,20250628,A004,R017,L006,Noche,894,833,10.0,9.09,0.91
PD000166,20250528,A005,R008,L001,Tarde,422,369,11.03,9.98,1.05
PD000167,20250114,A002,R028,L002,Tarde,105,73,6.01,3.59,2.42
PD000168,20250313,A002,R015,L007,Tarde,607,359,11.49,6.46,5.02
PD000169,20250324,A001,R011,L006,Noche,852,860,9.84,6.52,3.32
PD000170,20250517,A001,R027,L003,Tarde,777,912,10.72,9.4,1.32
PD000171,20250516,A002,R017,L001,Noche,407,316,7.48,6.35,1.14
PD000172,20250128,A003,R014,L006,Noche,708,889,9.52,6.3,3.22
PD000173,20250618,A004,R004,L004,Noche,699,560,9.93,6.71,3.22
PD000174,20250616,A005,R020,L006,Día,729,650,11.49,10.33,1.16
PD000175,20250302,A001,R012,L004,Tarde,823,782,8.47,6.71,1.75
PD000176,20250330,A006,R004,L003,Noche,540,528,9.55,8.11,1.44
PD000177,20250401,A006,R028,L003,Tarde,495,496,8.55,7.63,0.92
PD000178,20250110,A006,R021,L002,Tarde,573,446,8.23,5.79,2.44
PD000179,20250312,A001,R012,L005,Día,79,74,8.62,6.99,1.63
PD000180,20250616,A006,R013,L005,Tarde,513,430,10.09,7.96,2.12
PD000181,20250303,A004,R024,L006,Día,648,692,6.17,4.3,1.87
PD000182,20250314,A004,R021,L003,Tarde,610,608,8.19,6.68,1.51
PD000183,20250519,A002,R027,L004,Día,166,143,9.14,5.05,4.09
PD000184,20250505,A001,R004,L007,Noche,58,47,10.33,8.29,2.04
PD000185,20250517,A001,R023,L003,Noche,669,570,11.89,10.84,1.05
PD000186,20250115,A005,R024,L003,Día,448,477,7.4,6.5,0.9
PD000187,20250628,A005,R023,L001,Día,732,748,10.45,8.71,1.74
PD000188,20250429,A005,R017,L004,Noche,118,112,10.15,6.76,3.38
PD000189,20250602,A001,R008,L007,Tarde,633,608,11.87,10.57,1.3
PD000190,20250215,A004,R021,L002,Noche,497,441,11.31,8.8,2.51
PD000191,20250619,A004,R025,L007,Tarde,850,760,7.62,5.57,2.05
PD000192,20250504,A004,R018,L004,Día,151,153,6.14,5.17,0.97
PD000193,20250328,A004,R006,L001,Tarde,704,711,9.95,7.83,2.12
PD000194,20250524,A005,R003,L007,Día,280,278,7.17,6.35,0.82
PD000195,20250213,A003,R022,L004,Tarde,237,185,9.16,7.7,1.46
PD000196,20250416,A002,R012,L006,Tarde,648,507,10.79,9.31,1.48
PD000197,20250112,A006,R026,L004,Tarde,691,645,6.82,5.61,1.21
PD000198,20250522,A006,R012,L001,Día,137,106,10.32,8.43,1.89
PD000199,20250203,A002,R015,L007,Tarde,175,132,7.81,5.24,2.57
PD000200,20250401,A005,R021,L004,Noche,168,129,8.49,5.66,2.82
PD000201,20250316,A001,R026,L001,Tarde,191,180,11.8,8.03,3.78
PD000202,20250207,A003,R015,L007,Día,578,528,11.07,8.5,2.57
PD000203,20250409,A002,R013,L006,Noche,333,368,9.72,5.33,4.39
PD000204,20250625,A001,R007,L007,Tarde,782,546,7.76,5.83,1.93
PD000205,20250217,A003,R011,L002,Tarde,438,402,11.92,10.59,1.33
PD000206,20250526,A001,R025,L001,Tarde,734,740,6.82,6.15,0.67
PD000207,20250105,A001,R005,L007,Día,598,554,8.22,6.39,1.83
PD000208,20250307,A002,R029,L004,Noche,430,279,10.79,8.74,2.05
PD000209,20250318,A004,R024,L004,Tarde,882,780,7.76,5.47,2.29
PD000210,20250428,A005,R005,L007,Día,378,382,9.69,8.84,0.85
PD000211,20250120,A001,R012,L001,Día,453,285,7.7,5.48,2.22
PD000212,20250629,A004,R022,L007,Noche,476,460,7.75,5.39,2.36
PD000213,20250106,A001,R026,L004,Noche,723,691,8.44,5.58,2.86
PD000214,20250507,A006,R008,L005,Tarde,291,261,8.72,7.88,0.83
PD000215,20250318,A004,R027,L005,Noche,431,366,6.1,5.33,0.77
PD000216,20250504,A001,R022,L005,Tarde,745,719,10.32,6.88,3.44
PD000217,20250203,A005,R028,L003,Noche,870,1009,7.39,6.61,0.78
PD000218,20250520,A003,R008,L003,Tarde,174,165,8.98,7.25,1.73
PD000219,20250120,A002,R024,L007,Tarde,83,66,8.87,6.61,2.27
PD000220,20250116,A005,R024,L001,Tarde,638,637,10.45,7.56,2.89
PD000221,20250127,A001,R007,L007,Noche,248,225,9.91,7.54,2.36
PD000222,20250218,A004,R025,L004,Tarde,415,340,6.51,5.78,0.72
PD000223,20250221,A001,R029,L003,Noche,492,517,7.07,6.47,0.6
PD000224,20250207,A001,R002,L006,Noche,556,598,8.25,6.45,1.79
PD000225,20250218,A004,R029,L007,Día,210,168,6.61,5.27,1.34
PD000226,20250619,A002,R026,L003,Noche,564,444,8.13,6.47,1.67
PD000227,20250326,A006,R030,L002,Noche,406,375,10.85,7.24,3.61
PD000228,20250201,A001,R005,L001,Día,871,728,9.06,8.2,0.86
PD000229,20250305,A003,R015,L002,Noche,338,340,8.36,7.47,0.89
PD000230,20250212,A001,R024,L002,Día,243,237,10.0,6.72,3.28
PD000231,20250120,A003,R009,L003,Tarde,505,462,7.4,5.82,1.58
PD000232,20250119,A001,R002,L004,Tarde,858,891,6.74,5.91,0.83
PD000233,20250601,A003,R022,L006,Noche,335,287,7.11,4.93,2.19
PD000234,20250507,A005,R027,L005,Tarde,564,528,9.2,8.22,0.98
PD000235,20250608,A005,R003,L007,Tarde,435,403,6.29,4.66,1.63
PD000236,20250114,A004,R027,L002,Noche,326,309,9.15,7.8,1.35
PD000237,20250131,A002,R010,L001,Tarde,360,250,6.01,3.7,2.31
PD000238,20250303,A004,R002,L003,Noche,331,233,6.39,5.85,0.54
PD000239,20250502,A006,R004,L007,Noche,344,320,9.62,8.39,1.23
PD000240,20250406,A005,R006,L005,Tarde,554,568,6.48,5.39,1.09
PD000241,20250220,A005,R008,L005,Día,168,155,7.7,6.13,1.57
PD000242,20250127,A003,R017,L006,Tarde,762,572,9.62,8.51,1.11
PD000243,20250306,A006,R019,L004,Día,97,77,8.07,6.89,1.18
PD000244,20250404,A003,R024,L004,Día,467,416,7.54,6.04,1.5
PD000245,20250531,A006,R019,L006,Noche,515,384,8.93,6.84,2.08
PD000246,20250618,A006,R026,L002,Noche,109,108,8.04,5.68,2.36
PD000247,20250108,A005,R005,L005,Noche,391,293,9.1,6.78,2.33
PD000248,20250606,A006,R020,L003,Tarde,105,92,8.17,7.51,0.66
PD000249,20250228,A005,R001,L003,Día,492,457,9.97,7.46,2.52
PD000250,20250409,A001,R030,L004,Tarde,776,790,6.82,6.2,0.63
PD000251,20250428,A002,R029,L003,Noche,482,343,9.6,7.2,2.41
PD000252,20250612,A005,R028,L001,Noche,526,407,7.19,6.42,0.77
PD000253,20250301,A005,R003,L005,Día,435,401,8.04,6.9,1.14
PD000254,20250604,A001,R008,L006,Noche,498,412,10.59,7.23,3.36
PD000255,20250223,A005,R014,L003,Noche,111,111,10.67,8.7,1.97
PD000256,20250509,A001,R021,L002,Noche,810,760,7.02,6.38,0.64
PD000257,20250321,A003,R021,L001,Día,461,442,7.91,5.52,2.39
PD000258,20250618,A001,R021,L005,Día,706,811,10.45,7.91,2.55
PD000259,20250407,A001,R025,L002,Día,832,637,11.85,8.2,3.64
PD000260,20250511,A002,R012,L005,Noche,384,300,8.47,5.29,3.17
PD000261,20250330,A005,R007,L007,Noche,379,362,10.63,7.32,3.31
PD000262,20250518,A006,R018,L004,Tarde,855,748,9.0,8.25,0.75
PD000263,20250303,A001,R026,L001,Día,534,305,11.65,10.17,1.48
PD000264,20250227,A004,R018,L001,Día,887,927,10.61,7.14,3.47
PD000265,20250112,A003,R009,L006,Noche,438,392,7.34,6.26,1.08
PD000266,20250406,A001,R007,L006,Tarde,351,421,10.24,8.31,1.93
PD000267,20250527,A001,R002,L002,Noche,54,51,11.95,10.08,1.88
PD000268,20250106,A003,R010,L003,Noche,140,126,11.15,8.03,3.12
PD000269,20250216,A001,R027,L001,Tarde,77,75,10.99,9.38,1.61
PD000270,20250218,A001,R021,L005,Tarde,516,439,10.81,9.17,1.63
PD000271,20250521,A003,R028,L005,Día,739,708,7.58,6.41,1.17
PD000272,20250324,A001,R013,L001,Noche,110,113,10.88,9.14,1.74
PD000273,20250409,A005,R027,L003,Tarde,321,328,10.0,8.89,1.12
PD000274,20250118,A005,R001,L004,Tarde,812,776,6.76,4.49,2.27
PD000275,20250209,A005,R008,L003,Noche,426,339,9.85,8.38,1.47
PD000276,20250615,A004,R022,L001,Noche,465,468,10.51,8.35,2.16
PD000277,20250429,A001,R023,L005,Noche,281,287,8.22,5.89,2.33
PD000278,20250602,A002,R014,L005,Día,763,480,8.06,4.37,3.69
PD000279,20250123,A005,R025,L002,Día,849,868,6.96,5.72,1.24
PD000280,20250625,A004,R009,L001,Tarde,714,576,7.11,5.06,2.04
PD000281,20250112,A004,R007,L007,Tarde,227,179,7.01,5.58,1.44
PD000282,20250513,A006,R025,L001,Noche,259,233,11.65,9.59,2.06
PD000283,20250310,A005,R023,L002,Noche,239,239,7.43,5.98,1.45
PD000284,20250525,A001,R020,L004,Día,672,587,9.66,8.21,1.45
PD000285,20250421,A003,R023,L007,Noche,565,499,11.74,9.28,2.47
PD000286,20250421,A001,R025,L005,Tarde,733,696,10.65,8.44,2.22
PD000287,20250208,A006,R010,L001,Tarde,830,803,6.2,4.7,1.51
PD000288,20250215,A002,R025,L005,Día,393,273,10.97,6.68,4.29
PD000289,20250102,A005,R015,L002,Día,716,791,11.28,10.14,1.14
PD000290,20250213,A005,R020,L004,Noche,591,559,7.2,5.79,1.41
PD000291,20250619,A005,R015,L001,Tarde,218,221,7.95,7.11,0.84
PD000292,20250120,A005,R012,L003,Día,372,386,11.84,8.69,3.14
PD000293,20250421,A006,R027,L006,Tarde,662,711,7.17,5.16,2.01
PD000294,20250608,A005,R007,L006,Tarde,372,302,11.8,10.67,1.13
PD000295,20250215,A004,R026,L004,Noche,609,525,8.03,5.63,2.4
PD000296,20250124,A004,R023,L006,Día,403,380,11.75,8.73,3.01
PD000297,20250628,A002,R013,L001,Noche,412,308,7.2,5.46,1.73
PD000298,20250520,A003,R020,L001,Noche,736,788,9.97,7.63,2.34
PD000299,20250425,A005,R024,L007,Tarde,513,515,6.06,5.36,0.7
PD000300,20250619,A006,R028,L007,Tarde,337,370,6.14,4.1,2.04
PD000301,20250309,A002,R027,L005,Noche,606,393,10.99,6.63,4.36
PD000302,20250419,A003,R026,L005,Tarde,381,383,11.85,9.68,2.17
PD000303,20250329,A001,R020,L007,Día,176,143,8.13,5.81,2.32
PD000304,20250530,A003,R005,L004,Día,768,582,10.83,7.5,3.33
PD000305,20250405,A001,R025,L006,Día,102,103,11.58,9.93,1.65
PD000306,20250419,A005,R012,L003,Tarde,634,651,10.71,9.6,1.11
PD000307,20250412,A001,R027,L006,Noche,688,490,6.35,5.54,0.81
PD000308,20250130,A004,R003,L007,Día,252,273,6.85,5.61,1.24
PD000309,20250623,A005,R010,L003,Noche,736,645,9.48,8.56,0.92
PD000310,20250130,A002,R001,L004,Día,554,511,9.97,7.98,1.98
PD000311,20250509,A006,R027,L001,Día,895,1127,11.46,9.23,2.22
PD000312,20250406,A004,R002,L007,Noche,589,579,9.66,7.37,2.29
PD000313,20250114,A004,R030,L004,Noche,655,471,8.88,6.36,2.53
PD000314,20250519,A003,R019,L002,Tarde,895,613,10.73,8.71,2.01
PD000315,20250123,A005,R028,L001,Noche,111,111,8.7,6.94,1.76
PD000316,20250506,A002,R022,L003,Tarde,168,99,6.9,3.77,3.14
PD000317,20250315,A001,R002,L003,Tarde,731,880,7.95,6.59,1.36
PD000318,20250306,A004,R015,L003,Día,284,266,6.88,5.44,1.43
PD000319,20250627,A006,R021,L007,Noche,697,665,6.55,5.2,1.35
PD000320,20250331,A005,R024,L003,Tarde,130,113,10.38,7.5,2.88
PD000321,20250215,A006,R013,L003,Noche,730,677,7.5,6.13,1.37
PD000322,20250214,A002,R027,L005,Tarde,658,448,11.0,8.96,2.04
PD000323,20250207,A005,R030,L007,Noche,261,229,10.72,9.4,1.33
PD000324,20250219,A001,R024,L002,Tarde,359,360,10.25,8.02,2.24
PD000325,20250419,A005,R012,L005,Noche,694,641,10.85,7.64,3.21
PD000326,20250217,A002,R003,L003,Noche,365,374,6.16,3.95,2.2
PD000327,20250521,A005,R016,L005,Tarde,343,332,8.71,6.48,2.23
PD000328,20250506,A001,R026,L005,Tarde,664,686,7.88,7.12,0.76
PD000329,20250326,A004,R022,L007,Noche,867,782,9.74,7.53,2.21
PD000330,20250306,A001,R018,L007,Día,125,107,8.26,6.39,1.88
PD000331,20250210,A003,R011,L005,Tarde,506,504,7.25,5.45,1.81
PD000332,20250518,A006,R007,L007,Tarde,480,416,10.85,9.71,1.15
PD000333,20250516,A003,R015,L007,Día,197,225,11.09,9.23,1.85
PD000334,20250131,A001,R011,L002,Día,405,426,9.28,7.43,1.85
PD000335,20250312,A003,R007,L003,Noche,742,462,6.39,5.54,0.85
PD000336,20250424,A006,R020,L002,Tarde,316,291,7.0,4.77,2.23
PD000337,20250327,A003,R013,L005,Día,202,188,7.44,5.28,2.16
PD000338,20250130,A006,R006,L005,Día,693,762,7.51,6.73,0.78
PD000339,20250417,A001,R005,L001,Día,755,758,6.23,4.94,1.29
PD000340,20250517,A003,R020,L006,Noche,542,458,8.44,5.71,2.73
PD000341,20250301,A003,R019,L001,Día,249,264,9.17,7.23,1.94
PD000342,20250330,A005,R009,L005,Tarde,769,677,9.96,8.91,1.05
PD000343,20250112,A006,R006,L003,Día,801,692,6.56,5.88,0.68
PD000344,20250318,A003,R022,L006,Día,116,127,6.82,5.79,1.03
PD000345,20250118,A003,R022,L003,Día,588,534,7.07,6.06,1.01
PD000346,20250116,A001,R012,L006,Tarde,176,165,6.98,6.28,0.7
PD000347,20250228,A003,R011,L005,Tarde,852,723,11.65,7.79,3.86
PD000348,20250108,A006,R011,L006,Día,298,293,6.89,5.08,1.81
PD000349,20250628,A001,R020,L005,Tarde,779,695,8.92,8.02,0.9
PD000350,20250328,A003,R001,L002,Tarde,301,226,7.31,6.28,1.03
PD000351,20250129,A001,R022,L006,Tarde,55,56,6.57,4.54,2.03
PD000352,20250103,A004,R016,L004,Tarde,649,588,11.22,8.37,2.85
PD000353,20250529,A004,R006,L003,Día,51,48,6.06,4.77,1.3
PD000354,20250318,A002,R019,L006,Día,269,231,9.57,7.87,1.71
PD000355,20250324,A001,R023,L006,Día,382,408,8.42,6.32,2.1
PD000356,20250603,A004,R013,L004,Tarde,337,315,7.26,5.73,1.53
PD000357,20250504,A003,R023,L006,Día,270,253,10.23,7.81,2.43
PD000358,20250507,A004,R018,L001,Tarde,295,189,9.72,8.14,1.58
PD000359,20250315,A005,R016,L001,Noche,309,301,10.75,9.6,1.15
PD000360,20250211,A006,R017,L005,Día,116,128,11.39,7.84,3.54
PD000361,20250315,A003,R025,L002,Tarde,438,334,10.98,8.56,2.43
PD000362,20250217,A003,R010,L001,Noche,163,168,6.3,4.34,1.96
PD000363,20250413,A002,R020,L005,Día,829,683,9.15,6.2,2.95
PD000364,20250524,A003,R018,L001,Noche,535,670,10.04,6.72,3.32
