WorkOrderID,CreatedDateKey,ClosedDateKey,AreaID,EquipmentID,ServiceID,ResponsibleID,WorkTypeID,PriorityID,StatusID,EstimatedHours,ActualHours,IsCritical,ReworkFlag,SourceSystem
WO000046,20250107,,A005,EQ0009,SV1,R012,WT4,P2,S2,12.76,20.09,True,False,ERP
WO000047,20250317,,A004,EQ0004,SV8,R004,WT4,P2,S1,9.82,12.99,True,False,CMMS
WO000048,20250515,20250529,A002,EQ0036,SV4,R023,WT1,P4,S4,70.23,104.42,False,False,ERP
WO000049,20250430,,A005,EQ0032,SV6,R027,WT2,P3,S2,37.32,93.59,False,True,CMMS
WO000050,20250121,20250126,A005,EQ0016,SV7,R011,WT2,P2,S4,18.32,33.36,True,False,CMMS
WO000051,20250402,,A001,EQ0010,SV3,R028,WT1,P3,S2,55.22,72.27,False,False,ERP
WO000052,20250209,,A004,EQ0002,SV8,R005,WT2,P3,S2,47.94,44.66,False,False,CMMS
WO000053,20250201,20250208,A006,EQ0014,SV4,R027,WT2,P3,S4,31.07,49.36,False,False,CMMS
WO000054,20250331,20250410,A003,EQ0035,SV1,R010,WT1,P3,S4,54.64,75.43,False,False,CMMS
WO000055,20250416,,A005,EQ0021,SV6,R025,WT2,P3,S2,51.02,120.64,False,True,ServiceDesk
WO000056,20250316,20250326,A004,EQ0005,SV2,R008,WT1,P4,S4,66.13,73.53,False,False,CMMS
WO000057,20250527,,A005,EQ0039,SV6,R025,WT3,P1,S3,4.6,4.04,True,False,ServiceDesk
WO000058,20250623,20250624,A002,EQ0030,SV5,R018,WT1,P1,S4,3.93,5.04,True,False,CMMS
WO000059,20250304,,A005,EQ0032,SV7,R030,WT6,P4,S2,98.96,120.39,False,False,ERP
WO000060,20250423,20250425,A003,EQ0033,SV7,R006,WT4,P2,S4,11.26,13.76,True,False,ERP
WO000061,20250413,,A002,EQ0030,SV4,R029,WT5,P4,S2,66.01,43.59,False,False,ServiceDesk
WO000062,20250610,20250626,A001,EQ0028,SV5,R002,WT5,P3,S4,61.58,121.11,False,False,ServiceDesk
WO000063,20250411,,A004,EQ0013,SV1,R030,WT2,P3,S2,57.17,37.61,False,False,ServiceDesk
WO000064,20250516,20250602,A005,EQ0023,SV6,R001,WT2,P4,S4,54.87,134.78,False,False,ERP
WO000065,20250310,20250317,A002,EQ0036,SV7,R019,WT1,P3,S4,64.51,50.82,False,False,ERP
WO000066,20250219,,A006,EQ0014,SV6,R016,WT2,P3,S2,58.47,199.26,False,False,ServiceDesk
WO000067,20250116,,A005,EQ0037,SV6,R029,WT1,P1,S3,3.97,5.22,True,False,CMMS
WO000068,20250319,20250323,A002,EQ0015,SV5,R017,WT3,P2,S4,21.24,30.28,True,True,CMMS
WO000069,20250130,20250131,A005,EQ0017,SV5,R018,WT1,P2,S4,8.68,4.61,True,False,CMMS
WO000070,20250630,20250630,A004,EQ0004,SV6,R027,WT3,P3,S4,32.69,32.52,False,False,ServiceDesk
WO000071,20250626,20250629,A004,EQ0002,SV8,R014,WT2,P2,S4,8.9,20.82,True,False,CMMS
WO000072,20250117,20250130,A004,EQ0008,SV1,R023,WT3,P4,S4,99.62,96.26,False,False,CMMS
WO000073,20250516,20250518,A005,EQ0009,SV3,R002,WT3,P2,S4,12.64,14.6,True,False,CMMS
WO000074,20250330,20250331,A003,EQ0001,SV1,R018,WT4,P1,S4,2.94,3.04,True,False,ERP
WO000075,20250613,20250618,A001,EQ0020,SV6,R019,WT1,P2,S4,19.28,32.57,True,False,ERP
WO000076,20250511,,A005,EQ0039,SV6,R001,WT2,P3,S2,33.7,39.83,False,False,ServiceDesk
WO000077,20250423,20250426,A005,EQ0032,SV3,R027,WT2,P2,S4,16.79,16.27,True,False,ERP
WO000078,20250416,20250421,A003,EQ0001,SV6,R016,WT3,P3,S4,55.07,39.92,False,False,ServiceDesk
WO000079,20250610,20250615,A005,EQ0032,SV8,R024,WT6,P3,S4,51.82,34.31,False,False,ERP
WO000080,20250502,,A005,EQ0021,SV3,R027,WT3,P1,S3,4.74,8.52,True,False,ERP
WO000081,20250409,20250416,A005,EQ0006,SV8,R005,WT1,P3,S4,39.17,49.37,False,False,CMMS
WO000082,20250607,20250613,A001,EQ0010,SV7,R025,WT2,P3,S4,45.17,46.9,False,False,CMMS
WO000083,20250118,,A006,EQ0019,SV5,R028,WT3,P3,S2,31.23,26.78,False,False,CMMS
WO000084,20250619,20250621,A001,EQ0028,SV4,R013,WT3,P1,S4,5.95,12.69,True,False,CMMS
WO000085,20250209,,A005,EQ0009,SV3,R003,WT3,P2,S2,10.57,7.55,True,True,CMMS
WO000086,20250628,20250630,A003,EQ0033,SV1,R019,WT2,P3,S4,59.93,61.78,False,False,ERP
WO000087,20250611,20250623,A001,EQ0028,SV8,R017,WT2,P3,S4,63.87,93.49,False,False,ERP
WO000088,20250618,20250622,A004,EQ0002,SV4,R001,WT3,P2,S4,16.81,31.12,True,True,ServiceDesk
WO000089,20250125,,A004,EQ0003,SV8,R024,WT3,P2,S3,13.85,16.27,True,True,ServiceDesk
WO000090,20250408,20250411,A001,EQ0028,SV1,R009,WT1,P2,S4,10.58,20.43,True,False,ERP
WO000091,20250611,20250616,A006,EQ0027,SV2,R026,WT1,P2,S4,17.99,36.26,True,False,ServiceDesk
WO000092,20250114,20250125,A004,EQ0013,SV1,R013,WT2,P3,S4,61.4,80.16,False,True,CMMS
WO000093,20250211,20250215,A005,EQ0006,SV8,R021,WT2,P2,S4,18.38,24.9,True,False,CMMS
WO000094,20250424,20250426,A005,EQ0023,SV2,R010,WT3,P2,S5,11.55,13.95,True,False,CMMS
WO000095,20250413,20250422,A004,EQ0008,SV5,R006,WT2,P3,S4,48.76,65.12,False,True,ServiceDesk
WO000096,20250325,20250401,A005,EQ0016,SV7,R002,WT4,P3,S4,40.34,54.45,False,False,ERP
WO000097,20250205,20250206,A005,EQ0006,SV5,R029,WT3,P2,S4,12.7,5.54,True,False,CMMS
WO000098,20250208,20250212,A005,EQ0032,SV8,R001,WT2,P3,S4,33.86,25.47,False,False,ERP
WO000099,20250515,20250517,A005,EQ0006,SV4,R002,WT1,P2,S4,8.49,8.51,True,True,ServiceDesk
WO000100,20250416,20250420,A006,EQ0019,SV8,R021,WT2,P2,S4,20.8,25.32,True,True,ServiceDesk
WO000101,20250605,,A005,EQ0018,SV2,R016,WT6,P2,S2,17.8,34.59,True,False,ServiceDesk
WO000102,20250106,20250108,A002,EQ0030,SV1,R030,WT6,P2,S4,16.5,13.73,True,True,ERP
WO000103,20250104,20250122,A001,EQ0007,SV3,R020,WT1,P3,S4,55.97,139.59,False,False,ServiceDesk
WO000104,20250508,,A001,EQ0020,SV5,R008,WT1,P2,S2,13.46,9.26,True,False,ServiceDesk
WO000105,20250109,20250117,A003,EQ0033,SV2,R011,WT1,P3,S4,50.47,62.02,False,False,ServiceDesk
WO000106,20250117,20250125,A003,EQ0001,SV2,R003,WT3,P2,S4,20.37,59.63,True,False,ServiceDesk
WO000107,20250101,20250103,A005,EQ0016,SV5,R023,WT5,P2,S4,12.69,11.42,True,False,CMMS
WO000108,20250330,20250401,A005,EQ0021,SV6,R015,WT5,P2,S4,12.88,14.7,True,False,ERP
WO000109,20250412,20250417,A006,EQ0038,SV6,R030,WT2,P3,S4,36.33,37.18,False,False,ServiceDesk
WO000110,20250504,,A003,EQ0025,SV1,R030,WT2,P3,S2,29.99,36.7,False,False,ERP
WO000111,20250123,20250201,A006,EQ0038,SV5,R027,WT2,P4,S4,72.63,65.93,False,False,CMMS
WO000112,20250426,20250429,A005,EQ0009,SV3,R029,WT3,P2,S4,18.9,19.89,True,False,ERP
WO000113,20250624,,A003,EQ0031,SV3,R021,WT3,P2,S2,11.62,11.36,True,False,ERP
WO000114,20250617,20250618,A003,EQ0033,SV5,R019,WT6,P1,S4,3.59,3.76,True,False,ERP
WO000115,20250107,20250113,A005,EQ0037,SV5,R021,WT5,P3,S4,50.25,47.37,False,False,ServiceDesk
WO000116,20250226,20250304,A004,EQ0008,SV3,R023,WT1,P3,S4,46.83,46.86,False,False,CMMS
WO000117,20250409,,A003,EQ0001,SV1,R026,WT2,P2,S3,18.65,37.64,True,False,ServiceDesk
WO000118,20250129,,A002,EQ0030,SV6,R005,WT2,P2,S1,10.05,19.98,True,False,ERP
WO000119,20250201,20250203,A004,EQ0002,SV8,R013,WT6,P2,S4,19.72,13.67,True,False,CMMS
WO000120,20250314,,A003,EQ0022,SV6,R002,WT1,P1,S2,6.91,8.58,True,False,ServiceDesk
WO000121,20250526,20250605,A006,EQ0019,SV1,R010,WT3,P4,S4,97.35,73.08,False,False,ERP
WO000122,20250308,20250312,A005,EQ0023,SV5,R011,WT1,P3,S4,38.89,31.14,False,False,ServiceDesk
WO000123,20250321,,A001,EQ0026,SV3,R021,WT6,P3,S2,43.78,88.94,False,False,ServiceDesk
WO000124,20250428,20250507,A005,EQ0018,SV5,R008,WT4,P4,S4,99.3,70.46,False,True,ERP
WO000125,20250224,20250228,A005,EQ0011,SV1,R023,WT1,P3,S4,39.68,26.47,False,False,CMMS
WO000126,20250208,,A005,EQ0023,SV8,R011,WT1,P1,S3,3.12,2.65,True,False,ERP
WO000127,20250106,20250122,A005,EQ0018,SV3,R016,WT1,P4,S4,97.54,125.98,False,False,ERP
WO000128,20250624,20250630,A005,EQ0021,SV6,R013,WT3,P3,S4,32.64,40.66,False,False,CMMS
WO000129,20250221,20250309,A005,EQ0037,SV5,R020,WT1,P4,S5,90.51,125.2,False,False,CMMS
WO000130,20250627,,A004,EQ0012,SV3,R005,WT2,P4,S2,101.17,114.57,False,False,ServiceDesk
WO000131,20250407,20250422,A006,EQ0038,SV3,R011,WT2,P3,S4,57.43,112.76,False,False,ServiceDesk
WO000132,20250310,20250320,A001,EQ0020,SV5,R024,WT2,P4,S4,81.43,76.68,False,False,ServiceDesk
WO000133,20250316,,A002,EQ0030,SV1,R027,WT1,P3,S3,59.86,62.18,False,True,ERP
WO000134,20250219,,A005,EQ0006,SV3,R013,WT2,P3,S1,62.43,63.93,False,False,ERP
WO000135,20250419,20250425,A006,EQ0019,SV7,R030,WT3,P4,S4,54.16,41.2,False,False,ServiceDesk
WO000136,20250427,,A001,EQ0010,SV3,R019,WT4,P2,S2,9.29,15.36,True,True,ServiceDesk
WO000137,20250518,20250524,A005,EQ0039,SV8,R005,WT6,P3,S4,54.34,40.2,False,False,CMMS
WO000138,20250627,20250629,A005,EQ0011,SV8,R008,WT1,P2,S4,11.49,14.81,True,False,ServiceDesk
WO000139,20250603,20250616,A005,EQ0006,SV5,R002,WT2,P4,S4,90.09,96.02,False,False,ServiceDesk
WO000140,20250607,20250613,A003,EQ0035,SV7,R015,WT1,P3,S4,51.9,40.62,False,True,ERP
WO000141,20250615,20250618,A004,EQ0008,SV3,R009,WT2,P2,S4,14.22,18.27,True,False,ServiceDesk
WO000142,20250616,20250622,A003,EQ0031,SV7,R024,WT1,P4,S4,91.4,42.06,False,False,CMMS
WO000143,20250318,20250402,A003,EQ0040,SV5,R022,WT2,P3,S4,63.91,118.5,False,False,CMMS
WO000144,20250120,20250121,A005,EQ0006,SV7,R029,WT6,P1,S4,6.3,4.32,True,True,ServiceDesk
WO000145,20250512,20250514,A001,EQ0020,SV2,R020,WT2,P2,S4,8.5,8.65,True,False,ServiceDesk
WO000146,20250425,20250427,A003,EQ0040,SV1,R001,WT5,P1,S4,6.99,10.0,True,False,CMMS
WO000147,20250417,20250425,A006,EQ0024,SV8,R029,WT4,P3,S4,46.99,58.83,False,True,ServiceDesk
WO000148,20250525,20250604,A003,EQ0035,SV1,R016,WT1,P4,S4,54.46,78.35,False,False,ServiceDesk
WO000149,20250606,20250614,A004,EQ0004,SV3,R018,WT3,P3,S4,37.35,59.25,False,False,ERP
WO000150,20250624,20250630,A003,EQ0035,SV2,R003,WT5,P3,S4,60.28,132.97,False,True,CMMS
WO000151,20250531,20250601,A003,EQ0040,SV7,R019,WT1,P1,S4,5.16,5.04,True,False,CMMS
WO000152,20250222,20250311,A004,EQ0003,SV6,R001,WT1,P4,S4,63.61,128.8,False,False,ERP
WO000153,20250102,,A006,EQ0027,SV4,R027,WT1,P3,S2,50.53,59.3,False,False,ServiceDesk
WO000154,20250407,20250408,A005,EQ0006,SV8,R005,WT2,P1,S4,4.17,3.88,True,True,ERP
WO000155,20250330,20250405,A004,EQ0005,SV8,R014,WT4,P3,S4,53.65,43.08,False,True,ERP
WO000156,20250426,20250427,A005,EQ0009,SV6,R024,WT2,P1,S4,5.43,7.73,True,False,ServiceDesk
WO000157,20250505,20250506,A005,EQ0016,SV6,R010,WT2,P1,S4,5.88,6.49,True,False,ERP
WO000158,20250206,20250214,A005,EQ0017,SV5,R001,WT2,P4,S4,44.82,58.85,False,True,ServiceDesk
WO000159,20250310,,A003,EQ0040,SV8,R002,WT1,P3,S2,29.44,42.22,False,False,ServiceDesk
WO000160,20250401,20250406,A005,EQ0009,SV7,R029,WT5,P4,S4,88.3,37.01,False,False,CMMS
WO000161,20250214,20250224,A001,EQ0010,SV6,R014,WT1,P3,S4,37.92,79.0,False,False,ServiceDesk
WO000162,20250326,20250331,A001,EQ0020,SV2,R025,WT2,P3,S4,28.95,35.53,False,False,ServiceDesk
WO000163,20250118,,A001,EQ0028,SV6,R021,WT2,P3,S1,51.08,90.42,False,True,ERP
WO000164,20250327,20250330,A006,EQ0038,SV6,R007,WT1,P2,S4,21.47,20.42,True,True,ServiceDesk
WO000165,20250503,20250509,A003,EQ0022,SV4,R023,WT5,P4,S4,68.07,44.05,False,True,ERP
WO000166,20250317,,A002,EQ0030,SV6,R002,WT5,P2,S2,16.05,13.14,True,False,CMMS
WO000167,20250613,,A004,EQ0003,SV5,R017,WT1,P3,S3,43.76,58.05,False,False,ServiceDesk
WO000168,20250322,20250329,A002,EQ0036,SV3,R022,WT6,P3,S4,41.84,53.03,False,True,ServiceDesk
WO000169,20250506,20250511,A003,EQ0001,SV3,R030,WT1,P3,S4,44.86,38.62,False,False,CMMS
WO000170,20250323,20250325,A005,EQ0023,SV1,R020,WT5,P1,S4,7.11,13.81,True,False,CMMS
WO000171,20250612,20250617,A004,EQ0008,SV5,R019,WT2,P3,S4,29.08,32.75,False,True,CMMS
WO000172,20250507,20250516,A004,EQ0013,SV2,R026,WT1,P4,S4,48.67,65.74,False,False,ServiceDesk
WO000173,20250531,20250603,A002,EQ0030,SV1,R026,WT2,P2,S4,13.18,16.59,True,False,CMMS
WO000174,20250417,20250421,A003,EQ0031,SV4,R020,WT5,P2,S4,19.1,27.17,True,False,ERP
WO000175,20250405,20250408,A005,EQ0023,SV8,R022,WT2,P2,S5,20.06,16.83,True,False,ServiceDesk
WO000176,20250301,20250322,A005,EQ0006,SV8,R004,WT2,P4,S5,90.6,160.56,False,False,CMMS
WO000177,20250222,20250226,A004,EQ0012,SV1,R014,WT6,P3,S4,35.26,30.01,False,False,CMMS
WO000178,20250627,20250628,A004,EQ0013,SV4,R009,WT2,P1,S4,6.89,6.02,True,False,CMMS
WO000179,20250320,20250322,A006,EQ0024,SV2,R024,WT1,P1,S4,6.69,11.62,True,False,ServiceDesk
WO000180,20250625,20250630,A003,EQ0025,SV7,R007,WT1,P4,S4,80.41,66.17,False,False,ServiceDesk
WO000181,20250517,20250519,A005,EQ0017,SV3,R016,WT1,P2,S4,15.92,15.72,True,False,ServiceDesk
WO000182,20250117,20250121,A005,EQ0016,SV1,R014,WT3,P2,S4,19.34,31.56,True,False,CMMS
WO000183,20250601,20250602,A005,EQ0011,SV8,R004,WT2,P2,S5,8.44,5.87,True,False,ServiceDesk
WO000184,20250407,,A004,EQ0004,SV3,R009,WT1,P4,S3,90.38,92.61,False,False,ERP
WO000185,20250213,20250214,A001,EQ0020,SV1,R017,WT6,P2,S4,9.21,6.91,True,False,ERP
WO000186,20250518,,A004,EQ0004,SV8,R001,WT1,P4,S1,99.91,169.68,False,False,CMMS
WO000187,20250616,,A005,EQ0037,SV8,R003,WT4,P3,S2,31.58,22.14,False,False,CMMS
WO000188,20250401,,A006,EQ0027,SV6,R014,WT2,P3,S2,37.09,22.72,False,False,ServiceDesk
WO000189,20250425,,A006,EQ0014,SV3,R026,WT2,P1,S2,4.32,4.64,True,False,ERP
WO000190,20250125,,A005,EQ0016,SV5,R014,WT2,P3,S3,52.36,62.7,False,False,ERP
WO000191,20250313,20250315,A002,EQ0036,SV8,R003,WT2,P2,S4,18.32,12.09,True,False,CMMS
WO000192,20250117,,A006,EQ0019,SV8,R018,WT4,P1,S3,4.37,3.37,True,False,ServiceDesk
WO000193,20250123,20250129,A004,EQ0029,SV6,R012,WT5,P3,S4,50.9,46.3,False,False,ERP
WO000194,20250620,20250622,A005,EQ0034,SV4,R025,WT1,P2,S4,13.54,14.96,True,False,ServiceDesk
WO000195,20250428,20250503,A006,EQ0024,SV1,R003,WT4,P3,S4,25.43,39.49,False,False,ServiceDesk
WO000196,20250123,,A001,EQ0026,SV8,R009,WT1,P2,S2,18.14,25.29,True,False,ERP
WO000197,20250530,20250601,A006,EQ0024,SV2,R027,WT6,P2,S4,21.42,8.9,True,True,CMMS
WO000198,20250302,20250309,A002,EQ0036,SV5,R014,WT2,P3,S4,51.8,51.51,False,False,CMMS
WO000199,20250110,20250115,A005,EQ0011,SV8,R008,WT1,P3,S4,52.98,38.32,False,False,ERP
WO000200,20250316,20250321,A004,EQ0002,SV4,R027,WT3,P3,S4,50.84,35.14,False,False,ERP
WO000201,20250609,20250615,A005,EQ0023,SV3,R012,WT2,P3,S4,36.7,43.56,False,True,ServiceDesk
WO000202,20250414,20250420,A005,EQ0011,SV3,R023,WT2,P3,S5,62.38,45.17,False,False,CMMS
WO000203,20250528,20250603,A004,EQ0003,SV1,R005,WT1,P3,S4,43.66,47.87,False,True,ERP
WO000204,20250514,20250518,A004,EQ0013,SV3,R007,WT2,P4,S5,64.1,26.31,False,True,ServiceDesk
WO000205,20250511,20250518,A001,EQ0026,SV3,R010,WT6,P3,S4,26.41,49.98,False,False,CMMS
WO000206,20250104,20250105,A005,EQ0011,SV1,R008,WT1,P2,S4,13.6,7.91,True,False,CMMS
WO000207,20250105,,A005,EQ0021,SV7,R026,WT3,P2,S2,17.38,25.47,True,True,ERP
WO000208,20250126,,A004,EQ0013,SV2,R030,WT2,P4,S1,103.85,64.56,False,False,ERP
WO000209,20250113,,A006,EQ0019,SV6,R024,WT5,P3,S1,31.41,29.41,False,True,CMMS
WO000210,20250119,,A001,EQ0028,SV6,R019,WT1,P4,S1,92.94,235.46,False,False,CMMS
WO000211,20250502,20250507,A004,EQ0013,SV5,R030,WT2,P3,S4,36.93,37.9,False,False,ERP
WO000212,20250504,20250506,A006,EQ0038,SV1,R019,WT2,P2,S4,20.63,13.13,True,True,CMMS
WO000213,20250121,,A001,EQ0020,SV2,R011,WT4,P2,S2,13.59,7.66,True,True,ServiceDesk
WO000214,20250211,,A002,EQ0015,SV5,R024,WT1,P3,S2,45.24,40.08,False,False,CMMS
WO000215,20250221,20250228,A005,EQ0034,SV3,R014,WT3,P3,S4,63.72,48.32,False,False,ERP
WO000216,20250525,20250527,A005,EQ0032,SV3,R016,WT6,P1,S4,6.9,9.75,True,False,CMMS
WO000217,20250402,,A001,EQ0028,SV1,R028,WT2,P2,S2,15.0,37.08,True,False,ServiceDesk
WO000218,20250321,20250410,A006,EQ0027,SV2,R017,WT2,P4,S4,62.72,156.28,False,False,ERP
WO000219,20250223,,A001,EQ0020,SV7,R014,WT2,P2,S2,18.43,19.58,True,False,CMMS
WO000220,20250517,20250519,A005,EQ0021,SV3,R016,WT1,P1,S4,4.52,11.48,True,False,ServiceDesk
WO000221,20250216,20250217,A005,EQ0016,SV4,R018,WT5,P2,S4,9.02,7.92,True,False,ERP
WO000222,20250603,20250607,A004,EQ0005,SV6,R013,WT6,P2,S4,16.16,26.73,True,False,ServiceDesk
WO000223,20250503,20250509,A005,EQ0009,SV5,R019,WT1,P3,S5,39.7,43.1,False,False,ERP
WO000224,20250209,,A005,EQ0032,SV1,R012,WT5,P3,S3,30.82,55.13,False,False,ERP
WO000225,20250217,,A005,EQ0023,SV7,R011,WT1,P3,S3,52.17,99.16,False,True,ServiceDesk
WO000226,20250630,20250630,A004,EQ0004,SV7,R019,WT2,P4,S4,42.95,57.15,False,True,ERP
WO000227,20250403,20250405,A003,EQ0025,SV8,R009,WT2,P3,S4,26.64,14.23,False,False,CMMS
WO000228,20250625,,A002,EQ0015,SV1,R020,WT1,P2,S2,12.92,17.55,True,False,ServiceDesk
WO000229,20250418,20250421,A005,EQ0023,SV7,R013,WT3,P2,S4,12.69,16.18,True,True,CMMS
WO000230,20250225,,A003,EQ0033,SV4,R021,WT2,P2,S2,18.18,10.98,True,False,ERP
WO000231,20250509,20250515,A004,EQ0012,SV1,R028,WT1,P3,S4,36.87,47.24,False,False,CMMS
WO000232,20250113,,A003,EQ0001,SV1,R007,WT5,P3,S2,30.31,20.76,False,False,CMMS
WO000233,20250222,,A005,EQ0006,SV2,R009,WT2,P4,S3,82.26,103.78,False,False,ERP
WO000234,20250311,20250313,A005,EQ0037,SV3,R007,WT1,P2,S4,11.59,8.05,True,False,ServiceDesk
WO000235,20250623,20250630,A004,EQ0005,SV3,R008,WT5,P4,S4,88.54,82.84,False,False,ERP
WO000236,20250308,20250317,A004,EQ0002,SV1,R003,WT2,P3,S4,33.37,69.2,False,False,CMMS
WO000237,20250113,,A006,EQ0014,SV3,R015,WT6,P3,S1,25.92,46.1,False,True,CMMS
WO000238,20250421,20250426,A005,EQ0023,SV2,R013,WT2,P3,S4,30.48,36.7,False,False,ServiceDesk
WO000239,20250210,,A001,EQ0007,SV4,R009,WT5,P3,S3,27.16,22.99,False,False,ERP
WO000240,20250118,20250123,A005,EQ0011,SV2,R023,WT1,P3,S4,34.25,33.73,False,True,ServiceDesk
WO000241,20250616,,A003,EQ0040,SV6,R022,WT2,P2,S3,18.03,21.73,True,False,CMMS
WO000242,20250415,20250417,A005,EQ0006,SV4,R013,WT5,P2,S4,12.47,12.87,True,False,CMMS
WO000243,20250303,,A001,EQ0026,SV5,R021,WT3,P3,S2,37.3,29.15,False,False,ServiceDesk
WO000244,20250111,20250201,A005,EQ0009,SV1,R007,WT6,P4,S4,64.0,166.49,False,False,CMMS
WO000245,20250103,20250105,A004,EQ0004,SV3,R013,WT2,P2,S4,16.93,15.82,True,True,ServiceDesk
WO000246,20250628,20250630,A006,EQ0019,SV2,R003,WT6,P3,S4,42.45,33.2,False,False,CMMS
WO000247,20250214,20250302,A001,EQ0010,SV2,R004,WT3,P3,S4,55.23,121.75,False,False,ERP
