CostID,DateKey,ProjectID,AreaID,EquipmentID,CostCategory,BudgetAmount,ActualAmount,CommittedAmount,VendorType
CO000051,20250620,PR0068,A010,EQ0025,Lubricantes,46373.39,75436.75,10035.5,Contratista minero
CO000052,20250320,PR0037,A004,EQ0057,Mano de obra,75445.02,66541.38,72419.79,Interno
CO000053,20250516,PR0043,A004,EQ0060,Instrumentación,127172.97,121127.59,97325.85,Contratista minero
CO000054,20250123,PR0053,A009,EQ0022,Energía,107589.93,99955.47,23722.72,Proveedor internacional
CO000055,20250623,PR0028,A009,EQ0043,Componentes mayores,101954.18,117352.07,24244.0,Contratista minero
CO000056,20250601,PR0080,A009,EQ0022,Seguridad,25465.67,21950.73,19965.15,Proveedor internacional
CO000057,20250210,PR0004,A017,EQ0008,Mano de obra,73364.91,67724.81,64290.69,Contratista minero
CO000058,20250513,PR0079,A017,EQ0027,Automatización,64197.56,64532.47,36214.54,Proveedor internacional
CO000059,20250213,PR0001,A005,EQ0016,Componentes mayores,104949.39,114732.17,100943.87,Proveedor internacional
CO000060,20250515,PR0062,A004,EQ0006,Servicios externos,54569.24,53738.86,23623.71,Interno
CO000061,20250104,PR0056,A017,EQ0021,Repuestos,74847.57,61514.3,60528.38,Contratista minero
CO000062,20250502,PR0072,A004,EQ0018,Automatización,129236.89,129055.6,76024.42,Interno
CO000063,20250207,PR0049,A017,EQ0005,Instrumentación,42981.08,48547.28,19679.59,Contratista minero
CO000064,20250105,PR0066,A017,EQ0017,Contratistas,45765.16,50638.83,12829.85,Proveedor local
CO000065,20250326,PR0047,A008,EQ0042,Componentes mayores,158401.58,193240.09,107541.88,Interno
CO000066,20250305,PR0048,A009,EQ0022,Automatización,152273.64,121404.92,81789.03,Proveedor internacional
CO000067,20250318,PR0002,A013,EQ0026,Automatización,18376.66,17676.7,14148.5,Proveedor local
CO000068,20250312,PR0026,A017,EQ0005,Componentes mayores,153079.45,161944.55,163832.3,Proveedor local
CO000069,20250522,PR0080,A012,EQ0035,Repuestos,139488.97,158001.13,32009.85,Contratista minero
CO000070,20250317,PR0032,A004,EQ0004,Automatización,140559.36,124402.44,150693.77,Proveedor local
CO000071,20250529,PR0048,A017,EQ0055,Energía,96478.05,99703.78,51497.85,Contratista minero
CO000072,20250421,PR0069,A009,EQ0022,Seguridad,143171.51,109917.91,118672.76,Proveedor local
CO000073,20250226,PR0062,A006,EQ0031,Instrumentación,132862.68,159822.48,93428.57,Interno
CO000074,20250606,PR0002,A004,EQ0059,Servicios externos,92809.79,119797.23,39843.59,Contratista minero
CO000075,20250407,PR0014,A012,EQ0045,Seguridad,105203.79,114894.44,35646.95,Proveedor internacional
CO000076,20250426,PR0014,A005,EQ0001,Mano de obra,122154.08,86224.09,54982.69,Contratista minero
CO000077,20250212,PR0062,A005,EQ0029,Seguridad,151608.75,168252.21,97369.66,Contratista minero
CO000078,20250125,PR0033,A004,EQ0002,Contratistas,146055.92,158423.26,81210.64,Proveedor local
CO000079,20250218,PR0022,A004,EQ0010,Seguridad,90308.1,72557.58,73554.89,Interno
CO000080,20250205,PR0061,A004,EQ0046,Parada planta,100891.55,63406.92,108887.19,Contratista minero
CO000081,20250115,PR0031,A005,EQ0029,Parada planta,40843.42,38707.36,19917.28,Contratista minero
CO000082,20250504,PR0019,A006,EQ0031,Parada planta,45530.43,51314.2,10219.65,Proveedor local
CO000083,20250427,PR0016,A005,EQ0013,Materiales de desgaste,9153.49,9832.03,8749.97,Proveedor internacional
CO000084,20250325,PR0025,A004,EQ0006,Instrumentación,129975.38,114434.16,45381.0,Interno
CO000085,20250124,PR0080,A017,EQ0014,Contratistas,76168.63,107666.92,18210.98,Proveedor internacional
CO000086,20250208,PR0004,A017,EQ0027,Componentes mayores,66777.91,58747.39,22870.71,Proveedor local
CO000087,20250126,PR0020,A005,EQ0044,Energía,81995.86,86410.76,77185.86,Proveedor internacional
CO000088,20250302,PR0004,A004,EQ0052,Contratistas,124148.35,138379.37,48412.19,Interno
CO000089,20250401,PR0028,A017,EQ0030,Mano de obra,93132.92,82736.26,51017.44,Contratista minero
CO000090,20250523,PR0011,A010,EQ0032,Mano de obra,59539.98,83214.3,40043.02,Contratista minero
CO000091,20250121,PR0057,A012,EQ0045,Mano de obra,139318.73,152297.22,29777.77,Contratista minero
CO000092,20250224,PR0078,A004,EQ0018,Materiales de desgaste,81883.12,72243.77,62558.14,Proveedor internacional
CO000093,20250519,PR0015,A004,EQ0007,Instrumentación,138065.91,143028.13,90126.18,Contratista minero
CO000094,20250413,PR0029,A004,EQ0057,Contratistas,31208.35,30688.62,30726.63,Proveedor internacional
CO000095,20250525,PR0017,A004,EQ0053,Lubricantes,66169.91,79076.25,60819.47,Proveedor local
CO000096,20250109,PR0053,A017,EQ0021,Servicios externos,70472.45,61801.04,42189.62,Contratista minero
CO000097,20250406,PR0045,A009,EQ0022,Servicios externos,130829.72,107412.42,40004.6,Proveedor internacional
CO000098,20250120,PR0018,A017,EQ0021,Contratistas,132789.26,138684.22,103146.29,Contratista minero
CO000099,20250610,PR0030,A010,EQ0032,Seguridad,99175.4,158083.41,57713.53,Interno
CO000100,20250109,PR0013,A017,EQ0023,Materiales de desgaste,60835.82,67376.09,64853.9,Proveedor internacional
CO000101,20250401,PR0010,A013,EQ0026,Energía,158246.0,184964.14,110393.86,Interno
CO000102,20250617,PR0057,A005,EQ0016,Lubricantes,109403.14,116375.82,107257.32,Proveedor internacional
CO000103,20250118,PR0008,A004,EQ0049,Servicios externos,58992.25,70713.18,45883.38,Interno
CO000104,20250119,PR0012,A010,EQ0038,Repuestos,112704.3,156377.07,104063.85,Interno
CO000105,20250218,PR0028,A017,EQ0024,Materiales de desgaste,78765.1,94185.34,82350.76,Interno
CO000106,20250312,PR0018,A004,EQ0019,Neumáticos,97373.04,118522.45,82906.53,Proveedor internacional
CO000107,20250111,PR0037,A005,EQ0047,Energía,46733.83,38544.54,16796.38,Interno
CO000108,20250123,PR0012,A017,EQ0055,Componentes mayores,18680.26,21744.36,6720.26,Interno
CO000109,20250609,PR0018,A004,EQ0018,Componentes mayores,49441.54,49589.62,52637.94,Interno
CO000110,20250121,PR0059,A005,EQ0034,Repuestos,21519.81,29510.46,14461.67,Interno
CO000111,20250102,PR0019,A017,EQ0041,Automatización,75211.93,70986.22,49409.5,Contratista minero
CO000112,20250208,PR0033,A017,EQ0023,Repuestos,84111.97,110435.94,68135.75,Contratista minero
CO000113,20250123,PR0017,A004,EQ0011,Automatización,146443.33,179695.5,90103.05,Contratista minero
CO000114,20250404,PR0065,A017,EQ0023,Automatización,143700.14,151231.52,72070.4,Contratista minero
CO000115,20250115,PR0044,A004,EQ0059,Neumáticos,121134.58,103856.41,58838.04,Proveedor internacional
CO000116,20250316,PR0013,A005,EQ0047,Componentes mayores,63942.44,61027.7,49606.1,Interno
CO000117,20250317,PR0019,A013,EQ0026,Parada planta,5448.93,4562.7,3306.31,Proveedor local
CO000118,20250506,PR0037,A005,EQ0037,Automatización,91541.5,103624.28,20498.77,Contratista minero
CO000119,20250610,PR0060,A006,EQ0031,Servicios externos,140510.57,163793.44,50576.0,Proveedor local
CO000120,20250430,PR0023,A017,EQ0023,Seguridad,76592.87,83678.69,82023.78,Proveedor local
CO000121,20250607,PR0016,A004,EQ0057,Seguridad,90892.4,114899.57,83234.43,Proveedor internacional
CO000122,20250617,PR0042,A017,EQ0027,Automatización,71370.99,67875.44,50184.91,Contratista minero
CO000123,20250505,PR0032,A004,EQ0060,Servicios externos,107463.85,102855.46,38479.81,Proveedor local
CO000124,20250217,PR0032,A006,EQ0056,Mano de obra,133254.71,108236.46,118573.1,Proveedor internacional
CO000125,20250419,PR0055,A004,EQ0036,Neumáticos,150951.35,178640.54,99246.66,Proveedor internacional
CO000126,20250609,PR0021,A010,EQ0025,Lubricantes,124201.67,160065.27,128966.52,Contratista minero
CO000127,20250329,PR0013,A010,EQ0038,Parada planta,41384.12,59308.15,21065.89,Interno
CO000128,20250522,PR0004,A017,EQ0024,Componentes mayores,70912.03,90919.15,41702.46,Proveedor local
CO000129,20250103,PR0050,A010,EQ0038,Instrumentación,146012.08,239568.73,79210.96,Interno
CO000130,20250520,PR0063,A004,EQ0049,Mano de obra,70565.69,52594.6,67744.58,Contratista minero
CO000131,20250302,PR0032,A008,EQ0012,Repuestos,64010.84,99048.13,33200.16,Proveedor internacional
CO000132,20250203,PR0079,A017,EQ0023,Parada planta,11140.39,8522.44,4247.86,Contratista minero
CO000133,20250405,PR0058,A004,EQ0018,Servicios externos,65318.95,77763.92,55874.84,Contratista minero
CO000134,20250301,PR0047,A008,EQ0033,Servicios externos,44098.73,59856.54,16818.31,Proveedor internacional
CO000135,20250117,PR0029,A005,EQ0013,Mano de obra,46928.53,48954.03,39460.3,Contratista minero
CO000136,20250403,PR0058,A004,EQ0049,Neumáticos,40161.55,42084.05,12860.06,Contratista minero
CO000137,20250213,PR0029,A010,EQ0025,Automatización,24809.75,32416.7,22309.96,Interno
CO000138,20250222,PR0033,A006,EQ0056,Componentes mayores,131059.48,104175.51,57080.3,Proveedor internacional
CO000139,20250224,PR0079,A008,EQ0012,Contratistas,3486.36,4916.18,1711.79,Proveedor internacional
CO000140,20250407,PR0002,A017,EQ0040,Automatización,18230.47,18758.95,18965.15,Contratista minero
CO000141,20250531,PR0080,A009,EQ0022,Mano de obra,58935.29,47231.29,32301.56,Proveedor local
CO000142,20250224,PR0028,A008,EQ0033,Repuestos,133222.98,178168.63,47859.17,Interno
CO000143,20250427,PR0056,A006,EQ0056,Contratistas,107074.35,107310.56,40284.99,Proveedor internacional
CO000144,20250228,PR0038,A004,EQ0002,Parada planta,154611.15,157314.6,49726.32,Interno
CO000145,20250501,PR0014,A008,EQ0058,Repuestos,27184.16,42648.86,13681.47,Interno
CO000146,20250324,PR0051,A004,EQ0036,Contratistas,80645.79,75125.14,24705.36,Proveedor internacional
CO000147,20250615,PR0022,A017,EQ0040,Servicios externos,98596.66,102597.76,94921.89,Contratista minero
CO000148,20250206,PR0019,A004,EQ0060,Contratistas,118215.42,105089.62,107396.65,Proveedor internacional
CO000149,20250504,PR0044,A004,EQ0046,Lubricantes,124813.49,114839.61,69701.91,Proveedor local
CO000150,20250302,PR0012,A004,EQ0011,Materiales de desgaste,131787.4,156050.27,127656.75,Proveedor local
CO000151,20250407,PR0043,A004,EQ0019,Componentes mayores,46825.36,52972.58,44026.56,Contratista minero
CO000152,20250109,PR0045,A005,EQ0037,Neumáticos,3205.47,2250.79,1760.75,Interno
CO000153,20250128,PR0018,A009,EQ0043,Energía,84532.42,76668.44,21201.63,Contratista minero
CO000154,20250509,PR0039,A017,EQ0040,Servicios externos,6404.89,7559.44,1834.96,Proveedor local
CO000155,20250217,PR0011,A004,EQ0018,Materiales de desgaste,159941.62,200793.88,142388.13,Proveedor local
CO000156,20250118,PR0077,A010,EQ0032,Lubricantes,39330.76,50152.59,38074.22,Interno
CO000157,20250403,PR0045,A004,EQ0046,Mano de obra,92684.32,104939.1,24556.1,Proveedor internacional
CO000158,20250612,PR0022,A017,EQ0055,Servicios externos,155106.22,159886.1,60248.66,Proveedor internacional
CO000159,20250427,PR0075,A008,EQ0012,Contratistas,140446.54,177323.21,53066.25,Interno
CO000160,20250429,PR0041,A017,EQ0055,Mano de obra,91409.44,101497.29,63667.19,Proveedor local
CO000161,20250505,PR0029,A009,EQ0022,Energía,27595.69,26783.22,13146.96,Proveedor internacional
CO000162,20250430,PR0005,A005,EQ0034,Instrumentación,127670.55,96947.36,73011.49,Proveedor internacional
CO000163,20250103,PR0076,A017,EQ0021,Instrumentación,73078.14,90332.6,29751.47,Contratista minero
CO000164,20250424,PR0012,A004,EQ0020,Repuestos,6442.04,7885.83,2895.92,Proveedor internacional
CO000165,20250526,PR0029,A004,EQ0059,Materiales de desgaste,101932.67,77738.2,76398.49,Interno
CO000166,20250112,PR0012,A005,EQ0029,Lubricantes,135136.82,172881.34,144963.26,Contratista minero
CO000167,20250421,PR0021,A009,EQ0043,Instrumentación,10427.32,10794.03,5850.24,Proveedor internacional
CO000168,20250401,PR0077,A005,EQ0047,Componentes mayores,20143.59,21397.18,21529.07,Proveedor local
CO000169,20250120,PR0061,A004,EQ0049,Contratistas,87878.93,97251.83,27635.03,Interno
CO000170,20250320,PR0012,A004,EQ0046,Repuestos,116376.05,115981.59,26427.2,Interno
CO000171,20250604,PR0022,A017,EQ0009,Neumáticos,57325.7,55262.02,11597.3,Proveedor local
CO000172,20250411,PR0017,A004,EQ0048,Instrumentación,107397.62,98692.76,69513.47,Proveedor local
CO000173,20250308,PR0076,A004,EQ0011,Materiales de desgaste,147515.15,125427.58,127447.4,Proveedor internacional
CO000174,20250129,PR0072,A017,EQ0041,Repuestos,98896.45,116542.34,33455.57,Contratista minero
CO000175,20250428,PR0011,A004,EQ0046,Instrumentación,78930.65,78920.59,25186.6,Proveedor local
CO000176,20250523,PR0035,A006,EQ0056,Instrumentación,97970.95,93455.96,50738.86,Proveedor local
CO000177,20250209,PR0012,A013,EQ0050,Instrumentación,2332.74,2513.53,1208.23,Proveedor local
CO000178,20250319,PR0023,A004,EQ0059,Componentes mayores,134598.12,149117.06,131345.93,Proveedor internacional
CO000179,20250319,PR0038,A004,EQ0019,Instrumentación,32014.0,31619.69,16405.24,Interno
CO000180,20250212,PR0050,A009,EQ0022,Energía,51761.27,52568.96,56608.74,Contratista minero
CO000181,20250611,PR0045,A004,EQ0060,Energía,118385.97,91660.15,31582.13,Proveedor internacional
CO000182,20250208,PR0032,A010,EQ0025,Contratistas,142218.01,180586.34,42448.02,Proveedor internacional
CO000183,20250623,PR0026,A004,EQ0049,Materiales de desgaste,154058.72,191272.82,130684.16,Contratista minero
CO000184,20250512,PR0063,A010,EQ0032,Mano de obra,65693.43,99382.73,69931.37,Proveedor local
CO000185,20250419,PR0050,A010,EQ0028,Materiales de desgaste,18010.68,24994.57,10058.49,Interno
CO000186,20250409,PR0035,A017,EQ0005,Seguridad,23901.56,20524.78,19311.85,Contratista minero
CO000187,20250403,PR0004,A017,EQ0024,Componentes mayores,89854.67,92911.09,22321.79,Contratista minero
CO000188,20250527,PR0075,A010,EQ0028,Mano de obra,134607.52,160628.51,77479.87,Contratista minero
CO000189,20250417,PR0006,A013,EQ0050,Instrumentación,62973.22,60981.06,37614.58,Interno
CO000190,20250123,PR0010,A017,EQ0017,Mano de obra,60253.49,59187.23,47097.54,Proveedor local
CO000191,20250302,PR0036,A010,EQ0015,Energía,7004.82,10736.62,3388.43,Proveedor local
CO000192,20250616,PR0073,A017,EQ0027,Servicios externos,110683.66,133707.46,99265.09,Proveedor internacional
CO000193,20250510,PR0076,A004,EQ0006,Parada planta,126101.08,134376.01,121660.01,Proveedor internacional
CO000194,20250130,PR0071,A005,EQ0029,Contratistas,82498.03,88284.06,89883.4,Interno
CO000195,20250505,PR0048,A004,EQ0007,Repuestos,15449.76,17053.13,5790.3,Proveedor internacional
CO000196,20250428,PR0044,A017,EQ0041,Lubricantes,103722.36,111377.34,63798.78,Proveedor internacional
CO000197,20250528,PR0076,A005,EQ0001,Neumáticos,118504.83,117494.8,122565.86,Proveedor internacional
CO000198,20250313,PR0011,A008,EQ0033,Contratistas,61063.2,73097.18,18905.21,Contratista minero
CO000199,20250604,PR0053,A004,EQ0053,Repuestos,35956.44,30819.11,9456.72,Proveedor local
CO000200,20250115,PR0053,A004,EQ0011,Automatización,139196.99,161092.51,145211.55,Interno
CO000201,20250422,PR0008,A004,EQ0011,Materiales de desgaste,108437.9,109153.7,88427.76,Interno
CO000202,20250305,PR0046,A004,EQ0036,Servicios externos,12088.05,12332.88,10300.06,Proveedor internacional
CO000203,20250427,PR0026,A004,EQ0054,Parada planta,136119.05,121964.13,141128.6,Proveedor local
CO000204,20250208,PR0036,A004,EQ0010,Mano de obra,133286.96,123010.29,104904.17,Contratista minero
CO000205,20250523,PR0069,A010,EQ0025,Automatización,13832.91,17696.13,9499.64,Contratista minero
CO000206,20250126,PR0061,A017,EQ0017,Seguridad,106513.51,83544.5,84595.5,Proveedor local
CO000207,20250216,PR0037,A017,EQ0030,Neumáticos,75077.42,79824.43,29400.38,Interno
CO000208,20250527,PR0076,A005,EQ0037,Seguridad,141553.79,135650.93,149712.01,Interno
CO000209,20250128,PR0042,A017,EQ0021,Neumáticos,52997.32,55152.64,50302.07,Proveedor internacional
CO000210,20250206,PR0078,A005,EQ0013,Componentes mayores,116801.76,125637.77,34096.27,Proveedor internacional
CO000211,20250326,PR0056,A017,EQ0041,Instrumentación,82382.55,91649.2,22921.71,Proveedor local
CO000212,20250109,PR0053,A004,EQ0048,Servicios externos,79879.29,105680.82,85351.55,Proveedor internacional
CO000213,20250405,PR0002,A017,EQ0040,Energía,35835.3,34150.11,31425.24,Interno
CO000214,20250407,PR0040,A010,EQ0038,Neumáticos,79874.89,117991.19,64977.77,Proveedor local
CO000215,20250625,PR0079,A017,EQ0003,Componentes mayores,54557.3,57607.78,52711.66,Proveedor internacional
CO000216,20250303,PR0044,A005,EQ0037,Instrumentación,113110.43,119329.87,42086.89,Proveedor local
CO000217,20250610,PR0079,A017,EQ0008,Neumáticos,150774.63,127094.7,147534.18,Interno
CO000218,20250429,PR0055,A005,EQ0034,Automatización,24072.67,22034.68,13800.43,Proveedor local
CO000219,20250213,PR0023,A006,EQ0031,Materiales de desgaste,47117.82,40911.81,36240.13,Contratista minero
CO000220,20250629,PR0050,A017,EQ0024,Lubricantes,107275.52,141195.08,45897.13,Interno
CO000221,20250203,PR0069,A017,EQ0014,Repuestos,143421.36,114388.42,143073.13,Contratista minero
CO000222,20250524,PR0032,A017,EQ0021,Servicios externos,31501.13,22132.83,12396.3,Contratista minero
CO000223,20250213,PR0068,A013,EQ0050,Componentes mayores,114816.57,84569.67,23634.61,Interno
CO000224,20250413,PR0031,A005,EQ0013,Energía,45225.54,47620.72,18631.48,Contratista minero
CO000225,20250617,PR0037,A004,EQ0004,Parada planta,93472.58,112816.94,70092.83,Proveedor internacional
CO000226,20250419,PR0075,A008,EQ0058,Contratistas,159751.21,222256.54,63663.99,Proveedor internacional
CO000227,20250102,PR0038,A017,EQ0014,Materiales de desgaste,152577.64,152660.32,139663.79,Proveedor local
CO000228,20250113,PR0058,A013,EQ0026,Componentes mayores,102186.73,92756.98,47744.56,Proveedor local
CO000229,20250625,PR0048,A017,EQ0024,Instrumentación,134934.66,147055.19,79166.81,Contratista minero
CO000230,20250503,PR0039,A004,EQ0059,Contratistas,158189.78,126966.78,124162.25,Contratista minero
CO000231,20250425,PR0070,A004,EQ0018,Seguridad,86900.89,88350.05,64269.91,Contratista minero
CO000232,20250428,PR0059,A005,EQ0034,Automatización,142089.65,102873.23,155402.06,Interno
CO000233,20250520,PR0069,A012,EQ0045,Repuestos,86064.13,94497.2,67544.38,Interno
CO000234,20250124,PR0058,A017,EQ0005,Componentes mayores,124176.92,153107.0,105130.04,Proveedor local
CO000235,20250126,PR0032,A005,EQ0047,Repuestos,94758.15,106461.58,99524.82,Contratista minero
CO000236,20250613,PR0059,A008,EQ0042,Instrumentación,130160.49,195154.17,115673.21,Proveedor internacional
CO000237,20250417,PR0022,A004,EQ0004,Energía,139472.88,126556.41,142713.34,Proveedor local
CO000238,20250208,PR0016,A004,EQ0019,Seguridad,51774.04,68619.04,52100.47,Proveedor internacional
CO000239,20250518,PR0077,A017,EQ0009,Servicios externos,129149.12,70118.38,111476.49,Interno
CO000240,20250528,PR0051,A004,EQ0060,Neumáticos,149971.55,172278.0,129855.03,Proveedor internacional
CO000241,20250616,PR0026,A008,EQ0012,Contratistas,108589.42,127522.05,50408.01,Proveedor internacional
CO000242,20250630,PR0011,A004,EQ0002,Servicios externos,36211.79,40958.04,12806.51,Proveedor internacional
CO000243,20250106,PR0015,A005,EQ0013,Lubricantes,159874.46,152073.88,35120.52,Proveedor internacional
CO000244,20250116,PR0063,A008,EQ0012,Mano de obra,87261.62,137520.02,65267.7,Contratista minero
CO000245,20250327,PR0064,A004,EQ0057,Neumáticos,30709.86,34344.61,16609.05,Contratista minero
CO000246,20250123,PR0051,A010,EQ0028,Servicios externos,148883.39,222851.87,75076.79,Contratista minero
CO000247,20250220,PR0006,A005,EQ0013,Lubricantes,4203.04,4618.56,3111.84,Interno
CO000248,20250128,PR0032,A004,EQ0049,Repuestos,114213.07,137957.25,35114.72,Proveedor internacional
CO000249,20250417,PR0030,A005,EQ0013,Lubricantes,43602.13,54844.32,15135.81,Interno
CO000250,20250506,PR0051,A005,EQ0016,Lubricantes,6156.83,6416.23,2998.45,Contratista minero
CO000251,20250201,PR0025,A010,EQ0015,Instrumentación,69565.56,81791.68,14389.05,Proveedor internacional
CO000252,20250308,PR0021,A006,EQ0031,Mano de obra,116007.62,102418.83,75617.63,Interno
CO000253,20250408,PR0049,A008,EQ0033,Energía,2535.2,3750.77,2706.23,Proveedor local
CO000254,20250424,PR0008,A017,EQ0030,Parada planta,7242.33,8347.64,7307.2,Contratista minero
CO000255,20250222,PR0045,A004,EQ0053,Lubricantes,26469.56,25738.8,6582.13,Proveedor local
CO000256,20250507,PR0009,A004,EQ0046,Seguridad,16730.82,14267.39,11213.09,Contratista minero
CO000257,20250123,PR0003,A017,EQ0030,Materiales de desgaste,146304.01,162656.17,124571.03,Contratista minero
CO000258,20250223,PR0031,A017,EQ0017,Materiales de desgaste,120520.68,126755.16,104799.77,Contratista minero
CO000259,20250507,PR0067,A017,EQ0003,Materiales de desgaste,76781.59,80471.15,30406.4,Contratista minero
CO000260,20250413,PR0062,A017,EQ0003,Componentes mayores,147087.28,157382.3,146061.86,Proveedor internacional
CO000261,20250129,PR0016,A010,EQ0028,Repuestos,21039.76,29951.89,17595.78,Contratista minero
CO000262,20250123,PR0009,A009,EQ0043,Componentes mayores,142789.39,117855.33,145119.74,Interno
CO000263,20250324,PR0055,A017,EQ0021,Automatización,107781.18,89633.86,42828.1,Interno
CO000264,20250203,PR0078,A004,EQ0004,Mano de obra,96242.07,107619.16,45245.55,Contratista minero
CO000265,20250228,PR0036,A012,EQ0045,Seguridad,129462.43,134629.43,123667.96,Proveedor internacional
CO000266,20250120,PR0024,A010,EQ0038,Energía,74443.45,97865.65,45649.03,Interno
CO000267,20250406,PR0005,A017,EQ0023,Mano de obra,77904.9,83673.4,56840.79,Interno
CO000268,20250202,PR0024,A004,EQ0010,Lubricantes,19508.02,21990.23,10639.96,Interno
CO000269,20250615,PR0076,A004,EQ0006,Automatización,29094.35,31791.94,30256.61,Proveedor internacional
