IncidentID,DateKey,AreaID,EquipmentID,LocationID,Severity,IncidentType,CorrectiveActionStatus,DaysOpen,LostTimeFlag,RiskCategory
IN00020,20250317,A004,EQ0006,L009,Baja,Riesgo geotécnico,Cerrada,0,False,Calidad
IN00021,20250101,A004,EQ0060,L009,Media,Evento en taller,En Proceso,23,False,Operación
IN00022,20250215,A005,EQ0016,L016,Baja,Casi accidente,Cerrada,0,False,Seguridad
IN00023,20250317,A010,EQ0015,L005,Media,Casi accidente,Abierta,46,True,Geotecnia
IN00024,20250227,A006,EQ0031,L016,Alta,Condición subestándar,Cerrada,0,False,Geotecnia
IN00025,20250518,A005,EQ0029,L016,Media,Evento HSE,Cerrada,0,False,Ambiente
IN00026,20250131,A017,EQ0005,L013,Baja,Casi accidente,Cerrada,0,False,Seguridad
IN00027,20250429,A004,EQ0019,L009,Baja,Evento HSE,Abierta,83,False,Calidad
IN00028,20250115,A004,EQ0046,L009,Media,Incidente operacional,Cerrada,0,False,Ambiente
IN00029,20250318,A005,EQ0044,L016,Baja,Bloqueo y etiquetado,Cerrada,0,False,Seguridad
IN00030,20250502,A004,EQ0046,L009,Media,Evento en taller,Cerrada,0,False,Ambiente
IN00031,20250217,A017,EQ0014,L013,Media,Falla de control crítico,Cerrada,0,False,Seguridad
IN00032,20250314,A004,EQ0053,L009,Media,Derrame menor,Cerrada,0,False,Calidad
IN00033,20250610,A017,EQ0005,L013,Media,Exposición a energía,Cerrada,0,False,Calidad
IN00034,20250305,A004,EQ0052,L009,Media,Falla de control crítico,Cerrada,0,False,Geotecnia
IN00035,20250131,A017,EQ0030,L013,Baja,Derrame menor,Cerrada,0,True,Ambiente
IN00036,20250630,A017,EQ0021,L013,Media,Falla de control crítico,Cerrada,0,False,Seguridad
IN00037,20250524,A005,EQ0001,L016,Baja,Derrame menor,Cerrada,0,False,Ambiente
IN00038,20250111,A017,EQ0021,L013,Crítica,Falla de control crítico,Cerrada,0,False,Seguridad
IN00039,20250126,A004,EQ0060,L009,Media,Evento en taller,En Proceso,68,False,Seguridad
IN00040,20250307,A010,EQ0032,L005,Media,Evento en taller,Cerrada,0,False,Geotecnia
IN00041,20250116,A004,EQ0051,L009,Baja,Riesgo geotécnico,Abierta,64,True,Geotecnia
IN00042,20250502,A006,EQ0031,L016,Baja,Incidente operacional,Cerrada,0,False,Geotecnia
IN00043,20250321,A017,EQ0021,L013,Crítica,Acto subestándar,En Proceso,5,False,Ambiente
IN00044,20250424,A017,EQ0055,L013,Media,Derrame menor,En Proceso,112,False,Geotecnia
IN00045,20250122,A006,EQ0056,L016,Baja,Incidente operacional,Cerrada,0,False,Geotecnia
IN00046,20250617,A004,EQ0048,L009,Baja,Condición subestándar,En Proceso,93,True,Operación
IN00047,20250520,A004,EQ0059,L009,Media,Evento en taller,Abierta,70,True,Operación
IN00048,20250613,A005,EQ0037,L016,Media,Incidente operacional,Cerrada,0,False,Ambiente
IN00049,20250515,A017,EQ0041,L013,Baja,Riesgo geotécnico,Abierta,68,False,Geotecnia
IN00050,20250626,A010,EQ0028,L005,Alta,Casi accidente,Cerrada,0,False,Ambiente
IN00051,20250207,A017,EQ0041,L013,Baja,Acto subestándar,Cerrada,0,False,Geotecnia
IN00052,20250209,A005,EQ0029,L016,Baja,Evento en correa,En Proceso,86,False,Geotecnia
IN00053,20250306,A005,EQ0034,L016,Media,Bloqueo y etiquetado,Abierta,39,True,Ambiente
IN00054,20250408,A017,EQ0041,L013,Media,Evento en correa,En Proceso,22,False,Operación
IN00055,20250610,A017,EQ0041,L013,Crítica,Riesgo geotécnico,Abierta,89,True,Ambiente
IN00056,20250519,A010,EQ0039,L005,Alta,Incidente de tránsito mina,En Proceso,60,False,Ambiente
IN00057,20250318,A004,EQ0060,L009,Baja,Evento HSE,Cerrada,0,False,Geotecnia
IN00058,20250615,A005,EQ0013,L016,Baja,Incidente de tránsito mina,En Proceso,19,False,Geotecnia
IN00059,20250201,A008,EQ0042,L006,Baja,Acto subestándar,Cerrada,0,True,Geotecnia
IN00060,20250322,A008,EQ0033,L006,Media,Derrame menor,En Proceso,111,False,Geotecnia
IN00061,20250214,A004,EQ0049,L009,Baja,Derrame menor,Cerrada,0,True,Operación
IN00062,20250527,A004,EQ0057,L009,Alta,Acto subestándar,Cerrada,0,False,Geotecnia
IN00063,20250219,A004,EQ0057,L009,Media,Incidente operacional,Abierta,25,False,Geotecnia
IN00064,20250110,A004,EQ0020,L009,Baja,Falla de control crítico,Cerrada,0,False,Ambiente
IN00065,20250430,A004,EQ0007,L009,Baja,Exposición a energía,En Proceso,77,False,Ambiente
IN00066,20250209,A004,EQ0002,L009,Baja,Evento en correa,Cerrada,0,False,Operación
IN00067,20250417,A017,EQ0027,L013,Media,Falla de control crítico,En Proceso,102,False,Operación
IN00068,20250320,A006,EQ0031,L016,Media,Falla de control crítico,En Proceso,96,False,Operación
IN00069,20250228,A005,EQ0016,L016,Baja,Casi accidente,Cerrada,0,False,Ambiente
IN00070,20250105,A012,EQ0035,L015,Media,Falla de control crítico,Cerrada,0,True,Operación
IN00071,20250102,A010,EQ0028,L005,Media,Exposición a energía,Cerrada,0,False,Seguridad
IN00072,20250417,A010,EQ0025,L005,Media,Evento en correa,Vencida,17,False,Ambiente
IN00073,20250113,A017,EQ0017,L013,Baja,Incidente operacional,Cerrada,0,False,Geotecnia
IN00074,20250326,A017,EQ0008,L013,Alta,Riesgo geotécnico,En Proceso,29,False,Calidad
IN00075,20250220,A010,EQ0015,L005,Media,Derrame menor,En Proceso,32,False,Geotecnia
IN00076,20250130,A017,EQ0017,L013,Media,Evento HSE,Cerrada,0,False,Geotecnia
IN00077,20250312,A008,EQ0033,L006,Alta,Falla de control crítico,Abierta,10,False,Operación
IN00078,20250630,A017,EQ0024,L013,Baja,Acto subestándar,Cerrada,0,False,Ambiente
IN00079,20250120,A004,EQ0049,L009,Media,Bloqueo y etiquetado,Cerrada,0,False,Seguridad
IN00080,20250124,A004,EQ0052,L009,Media,Casi accidente,Cerrada,0,False,Operación
IN00081,20250116,A017,EQ0005,L013,Baja,Falla de control crítico,En Proceso,28,False,Geotecnia
IN00082,20250408,A004,EQ0004,L009,Alta,Evento HSE,En Proceso,76,False,Seguridad
IN00083,20250213,A008,EQ0042,L006,Media,Evento en taller,Cerrada,0,False,Calidad
IN00084,20250404,A017,EQ0009,L013,Alta,Casi accidente,Cerrada,0,False,Calidad
IN00085,20250323,A004,EQ0059,L009,Baja,Casi accidente,Cerrada,0,True,Geotecnia
IN00086,20250511,A004,EQ0060,L009,Media,Riesgo geotécnico,Cerrada,0,False,Seguridad
IN00087,20250624,A017,EQ0009,L013,Baja,Incidente operacional,Cerrada,0,True,Calidad
IN00088,20250114,A012,EQ0045,L015,Alta,Exposición a energía,Cerrada,0,False,Geotecnia
IN00089,20250315,A017,EQ0005,L013,Baja,Riesgo geotécnico,En Proceso,32,False,Geotecnia
IN00090,20250217,A017,EQ0055,L013,Alta,Condición subestándar,Cerrada,0,False,Seguridad
IN00091,20250212,A006,EQ0031,L016,Media,Incidente de tránsito mina,En Proceso,90,False,Ambiente
IN00092,20250610,A004,EQ0048,L009,Alta,Incidente de tránsito mina,Cerrada,0,True,Operación
IN00093,20250521,A004,EQ0019,L009,Media,Bloqueo y etiquetado,Cerrada,0,False,Ambiente
IN00094,20250626,A004,EQ0060,L009,Baja,Incidente operacional,Cerrada,0,False,Geotecnia
IN00095,20250602,A017,EQ0041,L013,Baja,Evento en correa,En Proceso,28,False,Seguridad
IN00096,20250507,A004,EQ0036,L009,Baja,Bloqueo y etiquetado,En Proceso,18,False,Seguridad
IN00097,20250609,A004,EQ0004,L009,Media,Acto subestándar,Cerrada,0,False,Operación
IN00098,20250428,A013,EQ0026,L007,Alta,Acto subestándar,Cerrada,0,False,Calidad
IN00099,20250125,A017,EQ0005,L013,Alta,Riesgo geotécnico,Cerrada,0,False,Ambiente
IN00100,20250622,A004,EQ0018,L009,Baja,Riesgo geotécnico,Cerrada,0,False,Calidad
IN00101,20250521,A017,EQ0003,L013,Baja,Bloqueo y etiquetado,En Proceso,79,False,Ambiente
IN00102,20250325,A017,EQ0024,L013,Media,Evento en correa,Cerrada,0,True,Seguridad
IN00103,20250429,A004,EQ0004,L009,Alta,Riesgo geotécnico,Cerrada,0,False,Ambiente
IN00104,20250126,A004,EQ0057,L009,Baja,Incidente de tránsito mina,Abierta,22,False,Geotecnia
IN00105,20250204,A005,EQ0037,L016,Alta,Acto subestándar,Cerrada,0,False,Geotecnia
IN00106,20250317,A017,EQ0040,L013,Baja,Evento en correa,Cerrada,0,True,Seguridad
IN00107,20250415,A004,EQ0011,L009,Baja,Evento en taller,Vencida,29,False,Seguridad
IN00108,20250131,A009,EQ0022,L006,Baja,Bloqueo y etiquetado,En Proceso,107,False,Geotecnia
IN00109,20250114,A004,EQ0051,L009,Media,Acto subestándar,Cerrada,0,False,Ambiente
IN00110,20250427,A004,EQ0057,L009,Media,Derrame menor,Cerrada,0,False,Seguridad
IN00111,20250309,A005,EQ0034,L016,Media,Evento en taller,Cerrada,0,False,Geotecnia
IN00112,20250503,A017,EQ0055,L013,Baja,Falla de control crítico,Cerrada,0,False,Calidad
IN00113,20250316,A004,EQ0051,L009,Media,Evento en taller,Cerrada,0,False,Seguridad
IN00114,20250226,A006,EQ0031,L016,Baja,Acto subestándar,Cerrada,0,False,Calidad
IN00115,20250426,A008,EQ0012,L006,Media,Casi accidente,Cerrada,0,False,Ambiente
IN00116,20250629,A008,EQ0058,L006,Baja,Falla de control crítico,Abierta,31,False,Seguridad
IN00117,20250323,A004,EQ0002,L009,Media,Evento HSE,Cerrada,0,False,Geotecnia
IN00118,20250405,A010,EQ0039,L005,Alta,Incidente de tránsito mina,Abierta,35,False,Seguridad
IN00119,20250105,A017,EQ0017,L013,Baja,Derrame menor,En Proceso,85,False,Seguridad
IN00120,20250513,A005,EQ0013,L016,Alta,Riesgo geotécnico,Cerrada,0,False,Ambiente
IN00121,20250408,A005,EQ0001,L016,Media,Riesgo geotécnico,Cerrada,0,False,Seguridad
IN00122,20250322,A017,EQ0008,L013,Media,Falla de control crítico,Cerrada,0,False,Ambiente
IN00123,20250520,A017,EQ0009,L013,Baja,Riesgo geotécnico,Abierta,75,False,Geotecnia
IN00124,20250522,A010,EQ0032,L005,Media,Derrame menor,Abierta,33,False,Seguridad
IN00125,20250104,A010,EQ0038,L005,Baja,Derrame menor,Cerrada,0,False,Geotecnia
IN00126,20250303,A004,EQ0004,L009,Media,Casi accidente,Cerrada,0,False,Calidad
IN00127,20250116,A017,EQ0041,L013,Media,Condición subestándar,Cerrada,0,True,Geotecnia
IN00128,20250304,A010,EQ0025,L005,Alta,Casi accidente,En Proceso,103,False,Seguridad
IN00129,20250422,A004,EQ0011,L009,Baja,Casi accidente,En Proceso,79,False,Seguridad
IN00130,20250506,A017,EQ0014,L013,Media,Evento HSE,Cerrada,0,False,Seguridad
IN00131,20250221,A017,EQ0017,L013,Media,Condición subestándar,Cerrada,0,False,Seguridad
IN00132,20250202,A005,EQ0013,L016,Alta,Bloqueo y etiquetado,En Proceso,118,False,Operación
IN00133,20250320,A004,EQ0048,L009,Baja,Condición subestándar,En Proceso,51,False,Operación
IN00134,20250331,A005,EQ0037,L016,Media,Riesgo geotécnico,Cerrada,0,False,Ambiente
IN00135,20250228,A017,EQ0017,L013,Alta,Evento HSE,Cerrada,0,False,Calidad
IN00136,20250126,A017,EQ0040,L013,Media,Casi accidente,En Proceso,55,False,Operación
IN00137,20250325,A004,EQ0052,L009,Alta,Acto subestándar,Cerrada,0,False,Geotecnia
IN00138,20250416,A005,EQ0029,L016,Baja,Acto subestándar,En Proceso,12,False,Ambiente
IN00139,20250308,A004,EQ0019,L009,Baja,Evento en taller,En Proceso,35,False,Geotecnia
IN00140,20250623,A005,EQ0016,L016,Baja,Acto subestándar,En Proceso,34,False,Operación
IN00141,20250316,A008,EQ0033,L006,Baja,Condición subestándar,Vencida,25,True,Geotecnia
IN00142,20250614,A017,EQ0040,L013,Media,Incidente de tránsito mina,Cerrada,0,False,Calidad
IN00143,20250419,A004,EQ0049,L009,Baja,Derrame menor,Cerrada,0,False,Calidad
IN00144,20250509,A017,EQ0005,L013,Media,Derrame menor,Abierta,30,False,Geotecnia
IN00145,20250207,A017,EQ0008,L013,Baja,Riesgo geotécnico,Cerrada,0,False,Seguridad
IN00146,20250315,A004,EQ0036,L009,Baja,Incidente operacional,Vencida,16,True,Geotecnia
IN00147,20250116,A005,EQ0044,L016,Baja,Evento HSE,Cerrada,0,False,Calidad
IN00148,20250516,A004,EQ0059,L009,Baja,Derrame menor,Abierta,106,True,Operación
IN00149,20250409,A006,EQ0056,L016,Media,Condición subestándar,Abierta,97,False,Ambiente
IN00150,20250101,A004,EQ0004,L009,Baja,Falla de control crítico,En Proceso,57,False,Seguridad
IN00151,20250113,A004,EQ0006,L009,Baja,Casi accidente,En Proceso,25,False,Geotecnia
IN00152,20250210,A004,EQ0002,L009,Baja,Riesgo geotécnico,Abierta,19,False,Geotecnia
IN00153,20250113,A010,EQ0032,L005,Media,Evento HSE,Cerrada,0,False,Seguridad
IN00154,20250326,A006,EQ0031,L016,Baja,Incidente de tránsito mina,En Proceso,89,True,Seguridad
IN00155,20250513,A004,EQ0051,L009,Alta,Falla de control crítico,Abierta,115,False,Operación
IN00156,20250209,A006,EQ0031,L016,Baja,Evento en correa,En Proceso,64,False,Operación
IN00157,20250220,A017,EQ0027,L013,Media,Incidente operacional,Cerrada,0,False,Ambiente
IN00158,20250409,A017,EQ0009,L013,Media,Riesgo geotécnico,En Proceso,75,False,Seguridad
IN00159,20250215,A008,EQ0042,L006,Baja,Bloqueo y etiquetado,Cerrada,0,False,Seguridad
IN00160,20250604,A017,EQ0030,L013,Baja,Riesgo geotécnico,Cerrada,0,False,Geotecnia
IN00161,20250404,A017,EQ0005,L013,Baja,Exposición a energía,Abierta,84,False,Geotecnia
IN00162,20250410,A009,EQ0022,L006,Baja,Derrame menor,Cerrada,0,False,Ambiente
IN00163,20250327,A005,EQ0016,L016,Baja,Falla de control crítico,Abierta,99,True,Ambiente
IN00164,20250131,A017,EQ0023,L013,Media,Acto subestándar,Cerrada,0,False,Seguridad
IN00165,20250216,A004,EQ0002,L009,Media,Evento en taller,Cerrada,0,True,Geotecnia
IN00166,20250525,A017,EQ0009,L013,Baja,Evento en taller,En Proceso,75,False,Geotecnia
IN00167,20250222,A005,EQ0016,L016,Media,Bloqueo y etiquetado,Abierta,45,False,Operación
IN00168,20250117,A009,EQ0043,L006,Baja,Riesgo geotécnico,Cerrada,0,False,Geotecnia
IN00169,20250210,A004,EQ0020,L009,Baja,Casi accidente,Cerrada,0,False,Ambiente
IN00170,20250118,A004,EQ0004,L009,Baja,Evento en correa,Cerrada,0,False,Ambiente
IN00171,20250411,A004,EQ0019,L009,Baja,Evento en correa,Cerrada,0,False,Seguridad
IN00172,20250105,A017,EQ0023,L013,Baja,Bloqueo y etiquetado,Cerrada,0,False,Seguridad
IN00173,20250628,A004,EQ0007,L009,Baja,Condición subestándar,Vencida,41,False,Ambiente
IN00174,20250127,A010,EQ0032,L005,Crítica,Casi accidente,Vencida,13,False,Calidad
IN00175,20250105,A010,EQ0025,L005,Crítica,Incidente de tránsito mina,En Proceso,107,False,Geotecnia
IN00176,20250325,A012,EQ0035,L015,Baja,Riesgo geotécnico,Cerrada,0,False,Calidad
IN00177,20250507,A004,EQ0053,L009,Media,Evento HSE,Cerrada,0,False,Seguridad
IN00178,20250615,A006,EQ0056,L016,Media,Evento HSE,En Proceso,93,False,Ambiente
IN00179,20250219,A017,EQ0024,L013,Media,Evento en correa,Cerrada,0,False,Operación
IN00180,20250324,A017,EQ0024,L013,Alta,Incidente operacional,En Proceso,105,False,Seguridad
IN00181,20250424,A004,EQ0052,L009,Baja,Evento en taller,Abierta,49,False,Geotecnia
IN00182,20250211,A004,EQ0036,L009,Alta,Derrame menor,Cerrada,0,False,Seguridad
IN00183,20250402,A017,EQ0023,L013,Alta,Derrame menor,Vencida,116,False,Calidad
IN00184,20250315,A008,EQ0033,L006,Baja,Evento en taller,Cerrada,0,False,Operación
IN00185,20250330,A005,EQ0001,L016,Alta,Derrame menor,Vencida,41,False,Ambiente
IN00186,20250628,A010,EQ0039,L005,Media,Acto subestándar,Cerrada,0,False,Calidad
IN00187,20250321,A005,EQ0013,L016,Baja,Evento en taller,Abierta,32,False,Seguridad
IN00188,20250116,A005,EQ0016,L016,Baja,Incidente de tránsito mina,Cerrada,0,False,Geotecnia
IN00189,20250602,A005,EQ0044,L016,Alta,Riesgo geotécnico,Cerrada,0,False,Geotecnia
IN00190,20250405,A004,EQ0011,L009,Alta,Riesgo geotécnico,Cerrada,0,False,Calidad
IN00191,20250618,A017,EQ0055,L013,Baja,Falla de control crítico,Cerrada,0,False,Calidad
IN00192,20250224,A017,EQ0014,L013,Alta,Condición subestándar,Cerrada,0,False,Ambiente
IN00193,20250516,A017,EQ0040,L013,Baja,Evento en taller,Cerrada,0,False,Calidad
IN00194,20250524,A004,EQ0051,L009,Baja,Acto subestándar,Abierta,60,True,Ambiente
IN00195,20250323,A004,EQ0011,L009,Baja,Acto subestándar,En Proceso,21,False,Operación
IN00196,20250619,A017,EQ0023,L013,Media,Bloqueo y etiquetado,Cerrada,0,False,Ambiente
IN00197,20250322,A017,EQ0005,L013,Alta,Evento en taller,Abierta,20,True,Operación
IN00198,20250509,A017,EQ0024,L013,Media,Derrame menor,Cerrada,0,False,Calidad
IN00199,20250326,A008,EQ0058,L006,Media,Derrame menor,Cerrada,0,False,Ambiente
IN00200,20250601,A005,EQ0029,L016,Baja,Condición subestándar,Abierta,100,False,Seguridad
IN00201,20250223,A013,EQ0026,L007,Media,Acto subestándar,Cerrada,0,False,Ambiente
IN00202,20250503,A005,EQ0001,L016,Media,Incidente de tránsito mina,Abierta,106,False,Geotecnia
IN00203,20250226,A004,EQ0054,L009,Media,Falla de control crítico,En Proceso,93,False,Ambiente
IN00204,20250224,A004,EQ0019,L009,Media,Bloqueo y etiquetado,Cerrada,0,False,Seguridad
IN00205,20250422,A004,EQ0048,L009,Baja,Riesgo geotécnico,Cerrada,0,False,Geotecnia
IN00206,20250630,A006,EQ0031,L016,Baja,Condición subestándar,Vencida,65,False,Geotecnia
IN00207,20250422,A017,EQ0014,L013,Alta,Evento en correa,Cerrada,0,False,Geotecnia
IN00208,20250204,A004,EQ0007,L009,Alta,Evento en correa,Cerrada,0,False,Seguridad
IN00209,20250222,A010,EQ0015,L005,Media,Condición subestándar,En Proceso,110,False,Ambiente
IN00210,20250417,A017,EQ0008,L013,Crítica,Incidente operacional,En Proceso,68,False,Ambiente
IN00211,20250529,A004,EQ0052,L009,Baja,Incidente operacional,Cerrada,0,False,Calidad
IN00212,20250610,A005,EQ0047,L016,Media,Casi accidente,Abierta,102,True,Seguridad
IN00213,20250130,A004,EQ0046,L009,Baja,Incidente de tránsito mina,Cerrada,0,False,Geotecnia
IN00214,20250119,A017,EQ0023,L013,Media,Evento en correa,Cerrada,0,False,Geotecnia
IN00215,20250124,A004,EQ0007,L009,Media,Condición subestándar,En Proceso,101,False,Seguridad
IN00216,20250404,A009,EQ0022,L006,Baja,Evento en correa,Cerrada,0,False,Ambiente
IN00217,20250318,A009,EQ0022,L006,Baja,Incidente de tránsito mina,Cerrada,0,True,Calidad
IN00218,20250217,A017,EQ0055,L013,Media,Derrame menor,Abierta,63,False,Calidad
IN00219,20250404,A004,EQ0019,L009,Baja,Bloqueo y etiquetado,Cerrada,0,False,Ambiente
IN00220,20250412,A017,EQ0055,L013,Baja,Evento en correa,Cerrada,0,True,Seguridad
IN00221,20250527,A008,EQ0012,L006,Media,Condición subestándar,Cerrada,0,True,Operación
IN00222,20250518,A004,EQ0052,L009,Media,Acto subestándar,Abierta,24,False,Seguridad
IN00223,20250302,A004,EQ0059,L009,Media,Evento en correa,En Proceso,25,False,Geotecnia
IN00224,20250522,A004,EQ0052,L009,Media,Bloqueo y etiquetado,En Proceso,103,False,Operación
IN00225,20250607,A017,EQ0041,L013,Media,Casi accidente,Cerrada,0,False,Seguridad
IN00226,20250331,A017,EQ0030,L013,Baja,Condición subestándar,Abierta,70,False,Seguridad
IN00227,20250626,A004,EQ0046,L009,Baja,Evento en taller,En Proceso,64,False,Calidad
IN00228,20250616,A013,EQ0026,L007,Baja,Evento en taller,Cerrada,0,False,Seguridad
IN00229,20250412,A017,EQ0003,L013,Media,Casi accidente,En Proceso,75,True,Seguridad
IN00230,20250601,A004,EQ0004,L009,Baja,Incidente operacional,Abierta,80,False,Operación
IN00231,20250201,A005,EQ0013,L016,Baja,Derrame menor,Cerrada,0,False,Ambiente
IN00232,20250224,A017,EQ0009,L013,Baja,Condición subestándar,Abierta,5,False,Calidad
IN00233,20250210,A006,EQ0056,L016,Media,Acto subestándar,Cerrada,0,False,Calidad
IN00234,20250129,A004,EQ0018,L009,Baja,Riesgo geotécnico,Cerrada,0,False,Ambiente
IN00235,20250301,A004,EQ0011,L009,Media,Falla de control crítico,Cerrada,0,True,Ambiente
IN00236,20250206,A017,EQ0017,L013,Media,Evento en correa,Abierta,108,False,Ambiente
IN00237,20250520,A010,EQ0038,L005,Media,Evento en correa,En Proceso,77,True,Ambiente
IN00238,20250118,A004,EQ0053,L009,Baja,Derrame menor,En Proceso,66,False,Seguridad
IN00239,20250317,A008,EQ0058,L006,Baja,Derrame menor,En Proceso,61,False,Operación
IN00240,20250620,A017,EQ0009,L013,Baja,Acto subestándar,Cerrada,0,False,Operación
IN00241,20250616,A005,EQ0001,L016,Baja,Casi accidente,Cerrada,0,False,Operación
IN00242,20250324,A004,EQ0002,L009,Media,Riesgo geotécnico,En Proceso,8,False,Ambiente
IN00243,20250609,A010,EQ0015,L005,Media,Casi accidente,Vencida,115,False,Ambiente
IN00244,20250409,A005,EQ0037,L016,Media,Bloqueo y etiquetado,Abierta,40,False,Calidad
IN00245,20250203,A005,EQ0029,L016,Baja,Evento HSE,Cerrada,0,False,Geotecnia
IN00246,20250331,A009,EQ0043,L006,Alta,Evento HSE,Cerrada,0,False,Geotecnia
IN00247,20250627,A017,EQ0024,L013,Baja,Casi accidente,Abierta,96,False,Operación
IN00248,20250327,A005,EQ0001,L016,Media,Acto subestándar,Cerrada,0,False,Operación
IN00249,20250617,A005,EQ0029,L016,Baja,Derrame menor,Cerrada,0,False,Operación
IN00250,20250104,A005,EQ0029,L016,Media,Evento en correa,Vencida,96,True,Geotecnia
IN00251,20250305,A004,EQ0006,L009,Baja,Exposición a energía,Cerrada,0,False,Calidad
IN00252,20250306,A008,EQ0033,L006,Media,Exposición a energía,Abierta,108,False,Ambiente
IN00253,20250110,A004,EQ0006,L009,Baja,Derrame menor,Cerrada,0,False,Geotecnia
IN00254,20250620,A004,EQ0036,L009,Baja,Incidente operacional,Cerrada,0,False,Geotecnia
IN00255,20250205,A006,EQ0031,L016,Media,Casi accidente,Cerrada,0,True,Calidad
IN00256,20250212,A004,EQ0019,L009,Baja,Exposición a energía,Cerrada,0,False,Ambiente
IN00257,20250418,A004,EQ0010,L009,Media,Acto subestándar,Cerrada,0,False,Seguridad
IN00258,20250501,A017,EQ0041,L013,Alta,Condición subestándar,Cerrada,0,False,Ambiente
IN00259,20250626,A005,EQ0001,L016,Baja,Riesgo geotécnico,Cerrada,0,False,Seguridad
IN00260,20250221,A012,EQ0035,L015,Media,Evento en taller,En Proceso,10,False,Ambiente
IN00261,20250601,A005,EQ0044,L016,Baja,Incidente de tránsito mina,Cerrada,0,False,Operación
IN00262,20250615,A010,EQ0025,L005,Alta,Bloqueo y etiquetado,Cerrada,0,False,Ambiente
IN00263,20250513,A004,EQ0007,L009,Media,Evento en correa,Cerrada,0,False,Seguridad
IN00264,20250402,A006,EQ0056,L016,Media,Bloqueo y etiquetado,Cerrada,0,False,Ambiente
IN00265,20250218,A017,EQ0023,L013,Baja,Casi accidente,Abierta,89,False,Geotecnia
IN00266,20250308,A017,EQ0040,L013,Media,Evento en correa,Cerrada,0,False,Calidad
IN00267,20250115,A006,EQ0031,L016,Media,Evento en correa,En Proceso,87,True,Ambiente
IN00268,20250514,A017,EQ0041,L013,Baja,Bloqueo y etiquetado,Vencida,43,False,Seguridad
IN00269,20250415,A004,EQ0052,L009,Media,Evento en correa,Cerrada,0,True,Seguridad
IN00270,20250506,A004,EQ0036,L009,Media,Exposición a energía,Cerrada,0,False,Ambiente
IN00271,20250129,A005,EQ0001,L016,Baja,Riesgo geotécnico,En Proceso,117,False,Seguridad
IN00272,20250107,A017,EQ0041,L013,Media,Evento en taller,Cerrada,0,False,Seguridad
IN00273,20250419,A004,EQ0059,L009,Baja,Exposición a energía,Cerrada,0,False,Seguridad
IN00274,20250323,A017,EQ0023,L013,Alta,Falla de control crítico,En Proceso,70,False,Calidad
IN00275,20250511,A017,EQ0008,L013,Media,Acto subestándar,Cerrada,0,False,Geotecnia
IN00276,20250615,A004,EQ0011,L009,Baja,Incidente de tránsito mina,En Proceso,51,False,Ambiente
IN00277,20250326,A010,EQ0015,L005,Media,Incidente operacional,Cerrada,0,False,Ambiente
IN00278,20250415,A004,EQ0059,L009,Crítica,Acto subestándar,Cerrada,0,False,Operación
IN00279,20250422,A005,EQ0044,L016,Media,Exposición a energía,Cerrada,0,False,Seguridad
IN00280,20250310,A005,EQ0034,L016,Media,Incidente de tránsito mina,Cerrada,0,False,Seguridad
IN00281,20250531,A004,EQ0053,L009,Baja,Derrame menor,Abierta,76,False,Ambiente
IN00282,20250106,A004,EQ0010,L009,Media,Casi accidente,Cerrada,0,False,Ambiente
IN00283,20250411,A010,EQ0038,L005,Alta,Casi accidente,Abierta,117,False,Ambiente
