CostID,DateKey,ProjectID,AreaID,EquipmentID,CostCategory,BudgetAmount,ActualAmount,CommittedAmount,VendorType,_SourceFile,_ExportedAt,_LegacyRowNumber,UnusedERPColumn
CO000049,20250506,PR0020,A003,EQ0025,Energía,24051.18,20408.59,16035.65,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,49,legacy-cost-center
CO000050,20250528,PR0077,A001,EQ0015,Mano de obra,10443.63,12815.22,4830.23,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,50,legacy-cost-center
CO000051,20250611,PR0064,A006,EQ0040,Energía,41804.22,46846.87,29984.47,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,51,legacy-cost-center
CO000052,20250420,PR0075,A002,EQ0033,Materiales,28581.34,31636.39,7751.07,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,52,legacy-cost-center
CO000053,20250503,PR0033,A006,EQ0018,Materiales,14649.69,17108.2,15875.42,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,53,legacy-cost-center
CO000054,20250526,PR0008,A006,EQ0002,Energía,64801.75,69040.57,44024.66,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,54,legacy-cost-center
CO000055,20250130,PR0040,A003,EQ0006,Servicios,9351.9,8893.62,8593.27,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,55,legacy-cost-center
CO000056,20250410,PR0073,A002,EQ0013,Contratista,60491.57,47766.7,15568.92,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,56,legacy-cost-center
CO000057,20250521,PR0026,A001,EQ0024,Servicios,29965.22,34101.31,27560.8,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,57,legacy-cost-center
CO000058,20250410,PR0005,A002,EQ0006,Materiales,58582.01,65015.29,34184.02,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,58,legacy-cost-center
CO000059,20250320,PR0019,A003,EQ0040,Contratista,37104.76,35566.32,30747.96,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,59,legacy-cost-center
CO000060,20250203,PR0071,A002,EQ0031,Mano de obra,41415.7,39892.46,20694.98,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,60,legacy-cost-center
CO000061,20250218,PR0063,A001,EQ0017,Servicios,41635.35,46140.68,20568.71,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,61,legacy-cost-center
CO000062,20250525,PR0079,A001,EQ0023,Materiales,1878.12,2532.25,1447.31,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,62,legacy-cost-center
CO000063,20250217,PR0062,A006,EQ0007,Materiales,63421.81,66678.99,42916.03,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,63,legacy-cost-center
CO000064,20250506,PR0060,A002,EQ0038,Materiales,48957.01,50396.59,48964.98,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,64,legacy-cost-center
CO000065,20250516,PR0066,A003,EQ0036,Contratista,2144.98,1999.07,778.57,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,65,legacy-cost-center
CO000066,20250109,PR0016,A004,EQ0034,Energía,4549.82,5686.44,2494.68,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,66,legacy-cost-center
CO000067,20250125,PR0075,A002,EQ0001,Energía,41549.26,34761.95,22320.02,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,67,legacy-cost-center
CO000068,20250314,PR0058,A006,EQ0035,Mano de obra,43744.32,36076.98,19415.5,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,68,legacy-cost-center
CO000069,20250219,PR0045,A003,EQ0027,Materiales,22287.52,20253.43,21326.0,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,69,legacy-cost-center
CO000070,20250429,PR0014,A005,EQ0029,Contratista,12846.44,17435.98,7654.44,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,70,legacy-cost-center
CO000071,20250517,PR0077,A001,EQ0010,Contratista,21144.07,20557.52,11506.8,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,71,legacy-cost-center
CO000072,20250324,PR0018,A005,EQ0028,Repuestos,8595.29,10790.46,8711.79,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,72,legacy-cost-center
CO000073,20250210,PR0020,A003,EQ0035,Contratista,44669.44,44848.67,14792.96,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,73,legacy-cost-center
CO000074,20250130,PR0050,A002,EQ0035,Materiales,69610.92,78089.97,24001.05,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,74,legacy-cost-center
CO000075,20250302,PR0037,A005,EQ0004,Contratista,5614.28,8008.62,5531.2,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,75,legacy-cost-center
CO000076,20250312,PR0065,A006,EQ0034,Materiales,7028.35,6440.68,2266.84,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,76,legacy-cost-center
CO000077,20250614,PR0063,A001,EQ0007,Materiales,48447.27,57033.87,44894.26,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,77,legacy-cost-center
CO000078,20250501,PR0010,A003,EQ0015,Servicios,34568.58,42849.65,26137.4,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,78,legacy-cost-center
CO000079,20250426,PR0078,A004,EQ0014,Energía,37581.63,36275.42,8149.28,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,79,legacy-cost-center
CO000080,20250417,PR0033,A006,EQ0031,Materiales,10986.13,52731.85,4817.41,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,80,legacy-cost-center
CO000081,20250404,PR0004,A001,EQ0037,Materiales,23690.04,19535.47,17201.86,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,81,legacy-cost-center
CO000082,20250118,PR0013,A006,EQ0017,Repuestos,16518.41,19459.22,16394.18,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,82,legacy-cost-center
CO000083,20250519,PR0070,A001,EQ0003,Contratista,62178.94,48076.54,25884.8,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,83,legacy-cost-center
CO000084,20250221,PR0002,A002,EQ0032,Materiales,32938.31,33151.52,14980.21,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,84,legacy-cost-center
CO000085,20250329,PR0065,A006,EQ0012,Mano de obra,6200.06,5843.88,2547.62,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,85,legacy-cost-center
CO000086,20250316,PR0044,A006,EQ0019,Mano de obra,32814.81,33834.47,30843.57,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,86,legacy-cost-center
CO000087,20250213,PR0022,A005,EQ0012,Mano de obra,25981.94,35912.83,8374.17,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,87,legacy-cost-center
CO000088,20250107,PR0062,A006,EQ0009,Servicios,10257.88,11884.24,8041.1,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,88,legacy-cost-center
CO000089,20250202,PR0008,A006,EQ0037,Contratista,68801.33,65131.49,45606.14,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,89,legacy-cost-center
CO000090,20250626,PR0058,A006,EQ0036,Materiales,26282.58,23619.31,13484.47,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,90,legacy-cost-center
CO000091,20250411,PR0023,A001,EQ0009,Contratista,61208.33,61012.61,64318.56,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,91,legacy-cost-center
CO000092,20250501,PR0021,A002,EQ0003,Repuestos,48534.62,49540.23,50766.88,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,92,legacy-cost-center
CO000093,20250104,PR0052,A004,EQ0020,Materiales,22107.71,19487.75,17302.84,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,93,legacy-cost-center
CO000094,20250520,PR0023,A001,EQ0017,Repuestos,53293.11,44485.46,29030.64,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,94,legacy-cost-center
CO000095,20250403,PR0039,A001,EQ0030,Repuestos,7122.81,6184.32,2070.01,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,95,legacy-cost-center
CO000096,20250116,PR0006,A005,EQ0039,Repuestos,28269.71,31591.91,26576.17,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,96,legacy-cost-center
CO000097,20250110,PR0078,A004,EQ0006,Servicios,41420.4,40392.81,22454.24,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,97,legacy-cost-center
CO000098,20250219,PR0026,A001,EQ0010,Contratista,4365.98,3918.06,4339.96,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,98,legacy-cost-center
CO000099,20250119,PR0067,A002,EQ0001,Energía,9255.44,7422.71,5515.84,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,99,legacy-cost-center
CO000100,20250202,PR0076,A001,EQ0011,Servicios,44363.63,44991.64,38112.57,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,100,legacy-cost-center
CO000101,20250401,PR0033,A006,EQ0011,Servicios,22717.18,24683.19,24931.45,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,101,legacy-cost-center
CO000102,20250508,PR0070,A001,EQ0003,Repuestos,12638.72,15002.78,13418.05,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,102,legacy-cost-center
CO000103,20250529,PR0040,A003,EQ0023,Materiales,13670.48,15966.87,11261.73,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,103,legacy-cost-center
CO000104,20250426,PR0059,A003,EQ0017,Mano de obra,38024.61,42357.25,23275.16,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,104,legacy-cost-center
CO000105,20250411,PR0063,A001,EQ0019,Repuestos,40212.1,30522.14,43996.51,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,105,legacy-cost-center
CO000106,20250321,PR0029,A005,EQ0025,Energía,10006.04,12540.25,4292.92,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,106,legacy-cost-center
CO000107,20250204,PR0078,A004,EQ0040,Energía,27901.87,29941.59,11970.13,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,107,legacy-cost-center
CO000108,20250327,PR0074,A006,EQ0002,Materiales,58178.29,75360.88,49912.81,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,108,legacy-cost-center
CO000109,20250507,PR0047,A003,EQ0003,Repuestos,44116.02,61111.41,28112.03,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,109,legacy-cost-center
CO000110,20250204,PR0033,A006,EQ0037,Repuestos,14327.98,13970.01,10951.71,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,110,legacy-cost-center
CO000111,20250203,PR0045,A003,EQ0019,Repuestos,43847.32,47722.67,22460.0,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,111,legacy-cost-center
CO000112,20250428,PR0040,A003,EQ0025,Contratista,35225.69,24172.17,10359.05,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,112,legacy-cost-center
CO000113,20250321,PR0054,A001,EQ0028,Repuestos,23419.75,27086.59,14045.41,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,113,legacy-cost-center
CO000114,20250310,PR0075,A002,EQ0030,Repuestos,6064.19,8337.59,3492.36,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,114,legacy-cost-center
CO000115,20250402,PR0006,A005,EQ0040,Contratista,29510.92,33617.48,26355.73,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,115,legacy-cost-center
CO000116,20250320,PR0070,A001,EQ0004,Mano de obra,19882.16,17125.45,9419.8,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,116,legacy-cost-center
CO000117,20250522,PR0029,A005,EQ0022,Materiales,28014.92,41308.17,30767.26,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,117,legacy-cost-center
CO000118,20250224,PR0001,A003,EQ0009,Materiales,36724.72,41528.24,12942.89,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,118,legacy-cost-center
CO000119,20250512,PR0017,A003,EQ0027,Contratista,4243.39,3145.09,2063.26,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,119,legacy-cost-center
CO000120,20250312,PR0008,A006,EQ0025,Materiales,8009.99,8571.41,8268.02,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,120,legacy-cost-center
CO000121,20250426,PR0032,A003,EQ0005,Contratista,47326.17,37345.88,42640.45,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,121,legacy-cost-center
CO000122,20250603,PR0012,A006,EQ0024,Contratista,24717.83,25806.32,7433.12,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,122,legacy-cost-center
CO000123,20250212,PR0035,A003,EQ0036,Contratista,56106.38,38252.48,40676.09,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,123,legacy-cost-center
CO000124,20250531,PR0040,A003,EQ0036,Energía,36120.03,41920.61,12589.07,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,124,legacy-cost-center
CO000125,20250310,PR0080,A006,EQ0031,Repuestos,42365.91,33821.35,26416.66,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,125,legacy-cost-center
CO000126,20250322,PR0055,A002,EQ0040,Servicios,46800.71,45788.43,31776.13,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,126,legacy-cost-center
CO000127,20250504,PR0006,A005,EQ0040,Contratista,32265.18,39147.0,20841.61,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,127,legacy-cost-center
CO000128,20250210,PR0046,A006,EQ0039,Contratista,32446.11,31607.56,13713.29,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,128,legacy-cost-center
CO000129,20250222,PR0071,A002,EQ0001,Servicios,41627.56,38308.73,18556.92,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,129,legacy-cost-center
CO000130,20250219,PR0033,A006,EQ0019,Materiales,26316.03,24545.8,27359.42,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,130,legacy-cost-center
CO000131,20250322,PR0049,A006,EQ0011,Contratista,58859.17,75602.76,47126.33,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,131,legacy-cost-center
CO000132,20250103,PR0058,A006,EQ0013,Contratista,50180.12,55394.22,48654.74,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,132,legacy-cost-center
CO000133,20250125,PR0035,A003,EQ0014,Contratista,40838.96,28477.62,39518.84,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,133,legacy-cost-center
CO000134,20250503,PR0053,A001,EQ0026,Materiales,67982.27,46266.94,23497.87,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,134,legacy-cost-center
CO000135,20250523,PR0053,A001,EQ0028,Materiales,37612.5,43663.99,32667.48,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,135,legacy-cost-center
CO000136,20250213,PR0071,A002,EQ0027,Materiales,69255.76,63885.2,45440.68,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,136,legacy-cost-center
CO000137,20250425,PR0019,A003,EQ0034,Contratista,3743.81,4316.74,3341.51,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,137,legacy-cost-center
CO000138,20250131,PR0025,A003,EQ0007,Materiales,54510.41,35116.32,43338.99,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,138,legacy-cost-center
CO000139,20250403,PR0042,A005,EQ0040,Servicios,54994.0,81255.6,41953.09,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,139,legacy-cost-center
CO000140,20250427,PR0053,A001,EQ0035,Repuestos,6946.32,6922.4,2991.74,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,140,legacy-cost-center
CO000141,20250601,PR0025,A003,EQ0025,Servicios,60834.09,50976.07,17695.66,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,141,legacy-cost-center
CO000142,20250415,PR0074,A006,EQ0022,Servicios,43186.13,38332.95,12661.33,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,142,legacy-cost-center
CO000143,20250322,PR0062,A006,EQ0011,Contratista,36418.21,38364.33,27546.06,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,143,legacy-cost-center
CO000144,20250418,PR0025,A003,EQ0021,Materiales,50331.23,58951.48,26751.12,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,144,legacy-cost-center
CO000145,20250606,PR0036,A002,EQ0040,Energía,21610.51,20409.8,18004.23,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,145,legacy-cost-center
CO000146,20250416,PR0016,A004,EQ0018,Repuestos,65208.88,72967.46,28411.61,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,146,legacy-cost-center
CO000147,20250212,PR0031,A003,EQ0021,Repuestos,37231.26,35093.48,9058.47,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,147,legacy-cost-center
CO000148,20250622,PR0067,A002,EQ0010,Mano de obra,49879.41,57898.66,33652.78,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,148,legacy-cost-center
CO000149,20250306,PR0033,A006,EQ0031,Repuestos,37180.48,44729.0,23888.6,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,149,legacy-cost-center
CO000150,20250612,PR0068,A004,EQ0034,Materiales,10251.73,9306.7,6596.09,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,150,legacy-cost-center
CO000151,20250310,PR0031,A003,EQ0022,Materiales,50261.01,55889.93,18701.08,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,151,legacy-cost-center
CO000152,20250524,PR0029,A005,EQ0036,Mano de obra,26663.57,40637.06,5426.15,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,152,legacy-cost-center
CO000153,20250117,PR0051,A002,EQ0021,Energía,49146.42,57195.9,22477.17,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,153,legacy-cost-center
CO000154,20250106,PR0019,A003,EQ0020,Servicios,14471.44,16805.74,11048.84,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,154,legacy-cost-center
CO000155,20250405,PR0040,A003,EQ0036,Repuestos,40690.52,52702.84,11121.07,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,155,legacy-cost-center
CO000156,20250207,PR0055,A002,EQ0010,Repuestos,7386.83,6928.27,2621.15,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,156,legacy-cost-center
CO000157,20250408,PR0062,A006,EQ0016,Servicios,2157.7,1788.35,2217.87,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,157,legacy-cost-center
CO000158,20250219,PR0080,A006,EQ0028,Materiales,29335.83,28784.14,7702.3,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,158,legacy-cost-center
CO000159,20250610,PR0062,A006,EQ0038,Mano de obra,41639.93,45542.21,44180.05,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,159,legacy-cost-center
