EnergyID,DateKey,AreaID,EquipmentID,LocationID,kWh,EnergyCost,OperatingHours,OutputUnits,Shift,_SourceFile,_ExportedAt,_LegacyRowNumber
EN0000039,20250121,A008,EQ0058,L006,4803.27,798.28,14.88,1946,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,39
EN0000040,20250424,A004,EQ0059,L009,4133.54,627.17,15.77,1280,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,40
EN0000041,20250123,A013,EQ0026,L007,2955.91,436.9,11.24,3081,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,41
EN0000042,20250629,A006,EQ0031,L016,8515.29,1185.08,20.58,3374,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,42
EN0000043,20250221,A004,EQ0006,L009,3986.99,698.48,8.78,1462,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,43
EN0000044,20250320,A017,EQ0055,L013,3660.86,431.91,12.86,1319,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,44
EN0000045,20250519,A010,EQ0028,L005,7263.12,1253.04,19.87,1515,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,45
EN0000046,20250410,A009,EQ0043,L006,3334.95,598.33,8.37,3468,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,46
EN0000047,20250528,A012,EQ0045,L015,6208.45,1069.31,19.13,967,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,47
EN0000048,20250614,A010,EQ0015,L005,5477.99,698.96,16.4,2652,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,48
EN0000049,20250615,A004,EQ0046,L009,2470.43,422.29,8.87,3854,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,49
EN0000050,20250507,A005,EQ0037,L016,4931.48,881.82,23.01,2743,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,50
EN0000051,20250119,A017,EQ0017,L013,3262.97,395.73,23.89,2845,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,51
EN0000052,20250317,A017,EQ0017,L013,8556.0,902.27,17.02,3057,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,52
EN0000053,20250402,A004,EQ0046,L009,2925.45,295.26,13.63,673,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,53
EN0000054,20250206,A004,EQ0048,L009,2590.86,417.13,12.35,2283,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,54
EN0000055,20250205,A012,EQ0035,L015,2226.38,204.65,6.52,2766,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,55
EN0000056,20250107,A017,EQ0021,L013,1507.25,208.68,11.4,1450,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,56
EN0000057,20250618,A012,EQ0045,L015,1335.84,130.81,15.55,821,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,57
EN0000058,20250411,A004,EQ0057,L009,767.14,104.19,4.74,2170,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,58
EN0000059,20250206,A006,EQ0031,L016,2678.19,461.73,19.87,1243,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,59
EN0000060,20250423,A004,EQ0059,L009,2932.78,498.14,7.21,309,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,60
EN0000061,20250119,A017,EQ0030,L013,3056.94,452.55,6.39,2054,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,61
EN0000062,20250603,A004,EQ0059,L009,6245.18,969.2,18.3,3156,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,62
EN0000063,20250522,A017,EQ0014,L013,2214.72,208.57,7.27,1541,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,63
EN0000064,20250528,A017,EQ0055,L013,2437.2,337.52,13.72,2800,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,64
EN0000065,20250217,A017,EQ0009,L013,3218.67,331.34,13.39,3422,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,65
EN0000066,20250614,A006,EQ0031,L016,5192.84,723.47,17.62,1156,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,66
EN0000067,20250626,A010,EQ0025,L005,4487.08,460.33,9.74,926,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,67
EN0000068,20250622,A017,EQ0040,L013,1865.81,207.7,12.18,1910,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,68
EN0000069,20250225,A004,EQ0059,L009,1782.5,303.39,20.33,3752,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,69
EN0000070,20250212,A004,EQ0036,L009,2533.33,403.61,6.06,3806,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,70
EN0000071,20250101,A005,EQ0044,L016,834.39,111.5,5.37,1010,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,71
EN0000072,20250316,A017,EQ0014,L013,3900.5,390.97,24.0,1297,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,72
EN0000073,20250325,A004,EQ0048,L009,5884.44,889.62,18.56,134,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,73
EN0000074,20250115,A004,EQ0051,L009,3900.97,421.95,8.52,1111,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,74
EN0000075,20250520,A005,EQ0037,L016,2057.93,339.96,9.16,1380,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,75
EN0000076,20250217,A004,EQ0054,L009,1039.85,146.69,7.37,2903,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,76
EN0000077,20250225,A010,EQ0038,L005,1902.36,313.12,8.51,2481,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,77
EN0000078,20250610,A008,EQ0012,L006,3616.44,587.32,19.38,3719,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,78
EN0000079,20250405,A006,EQ0056,L016,10060.38,1485.83,23.77,2106,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,79
EN0000080,20250520,A004,EQ0019,L009,7365.86,911.71,17.68,699,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,80
EN0000081,20250405,A017,EQ0040,L013,3384.96,608.86,9.73,1140,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,81
EN0000082,20250324,A004,EQ0018,L009,6204.1,793.54,14.07,252,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,82
EN0000083,20250326,A005,EQ0029,L016,16814.55,2437.62,21.86,1271,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,83
EN0000084,20250124,A010,EQ0015,L005,1951.88,253.16,13.49,2205,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,84
EN0000085,20250122,A012,EQ0035,L015,5422.14,865.86,13.83,2261,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,85
EN0000086,20250110,A017,EQ0021,L013,7074.57,998.61,15.72,1924,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,86
EN0000087,20250122,A017,EQ0017,L013,3549.63,602.91,20.62,1963,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,87
EN0000088,20250612,A017,EQ0021,L013,5480.36,954.24,13.26,3265,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,88
EN0000089,20250226,A017,EQ0030,L013,540.66,52.38,4.44,3619,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,89
EN0000090,20250123,A009,EQ0043,L006,4545.14,751.58,23.71,1801,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,90
EN0000091,20250305,A017,EQ0027,L013,1220.41,111.8,7.19,2180,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,91
EN0000092,20250604,A004,EQ0057,L009,5701.32,657.03,14.72,3650,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,92
EN0000093,20250430,A017,EQ0014,L013,2909.43,357.11,8.95,1812,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,93
EN0000094,20250320,A010,EQ0025,L005,3503.11,480.35,7.61,2242,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,94
EN0000095,20250110,A004,EQ0006,L009,3319.43,460.84,12.62,1591,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,95
EN0000096,20250429,A004,EQ0060,L009,4454.87,633.02,9.24,495,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,96
EN0000097,20250322,A017,EQ0017,L013,3561.39,475.76,10.54,1540,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,97
EN0000098,20250110,A004,EQ0019,L009,5320.47,884.31,23.39,3671,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,98
EN0000099,20250409,A004,EQ0046,L009,2093.61,248.68,9.5,1369,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,99
EN0000100,20250104,A006,EQ0056,L016,8268.57,1205.99,20.99,1089,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,100
EN0000101,20250402,A006,EQ0056,L016,8705.75,969.31,20.5,3395,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,101
EN0000102,20250102,A009,EQ0043,L006,2451.61,380.98,10.33,4174,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,102
EN0000103,20250304,A008,EQ0058,L006,4334.95,575.11,9.28,1441,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,103
EN0000104,20250510,A005,EQ0013,L016,3265.89,368.81,8.5,1026,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,104
EN0000105,20250121,A004,EQ0051,L009,5163.31,750.09,17.46,2139,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,105
EN0000106,20250329,A008,EQ0033,L006,1605.05,288.2,8.54,749,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,106
EN0000107,20250522,A017,EQ0009,L013,1541.03,198.59,16.07,1024,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,107
EN0000108,20250326,A004,EQ0059,L009,4131.31,519.86,18.36,1217,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,108
EN0000109,20250621,A004,EQ0051,L009,7055.54,805.54,18.13,1771,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,109
EN0000110,20250213,A008,EQ0033,L006,7133.24,1177.72,16.58,2538,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,110
EN0000111,20250326,A005,EQ0001,L016,4218.91,692.69,4.33,508,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,111
EN0000112,20250106,A004,EQ0018,L009,2962.95,321.79,19.37,1007,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,112
EN0000113,20250316,A006,EQ0056,L016,1699.57,226.3,5.59,4129,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,113
EN0000114,20250610,A005,EQ0001,L016,3023.07,314.05,15.84,1248,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,114
EN0000115,20250527,A004,EQ0036,L009,2819.53,482.94,7.2,3793,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,115
EN0000116,20250415,A013,EQ0026,L007,8264.73,1411.47,16.02,2291,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,116
EN0000117,20250618,A004,EQ0059,L009,6450.03,877.63,21.51,2001,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,117
EN0000118,20250302,A008,EQ0012,L006,959.03,150.26,6.12,711,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,118
EN0000119,20250119,A004,EQ0060,L009,1800.88,241.55,15.86,1002,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,119
EN0000120,20250123,A005,EQ0013,L016,10497.18,1028.55,23.75,2370,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,120
EN0000121,20250612,A008,EQ0042,L006,709.58,63.89,5.02,968,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,121
EN0000122,20250217,A013,EQ0050,L007,10662.9,1335.36,20.64,2722,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,122
EN0000123,20250419,A017,EQ0055,L013,2181.72,333.09,19.09,1764,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,123
EN0000124,20250210,A004,EQ0057,L009,2643.74,361.15,14.64,2350,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,124
EN0000125,20250220,A004,EQ0011,L009,3119.3,544.59,15.96,3499,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,125
EN0000126,20250117,A004,EQ0052,L009,10585.25,1695.28,23.75,473,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,126
EN0000127,20250417,A005,EQ0013,L016,1275.99,227.47,5.01,2457,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,127
EN0000128,20250209,A004,EQ0059,L009,5090.83,887.87,16.06,3349,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,128
EN0000129,20250621,A009,EQ0022,L006,8916.08,839.75,23.5,2068,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,129
EN0000130,20250413,A017,EQ0023,L013,9836.04,1494.3,20.66,330,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,130
EN0000131,20250205,A004,EQ0057,L009,5179.83,629.62,10.96,3820,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,131
EN0000132,20250303,A004,EQ0020,L009,680.13,101.92,7.31,1023,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,132
EN0000133,20250502,A017,EQ0008,L013,2005.88,359.71,5.77,1272,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,133
EN0000134,20250323,A017,EQ0017,L013,9273.83,1367.58,23.72,2155,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,134
EN0000135,20250324,A017,EQ0041,L013,7434.14,983.09,21.05,1750,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,135
EN0000136,20250222,A005,EQ0034,L016,626.53,88.9,4.88,3805,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,136
EN0000137,20250621,A004,EQ0051,L009,2234.73,335.97,20.92,3464,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,137
EN0000138,20250607,A004,EQ0019,L009,5204.46,777.03,17.89,3490,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,138
EN0000139,20250125,A010,EQ0038,L005,2351.66,378.96,5.94,286,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,139
EN0000140,20250109,A017,EQ0005,L013,1242.82,158.42,8.24,2878,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,140
EN0000141,20250222,A017,EQ0008,L013,4736.24,674.49,13.35,568,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,141
EN0000142,20250126,A004,EQ0048,L009,4766.86,673.51,9.25,2304,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,142
EN0000143,20250319,A017,EQ0017,L013,11150.2,1040.9,22.86,2782,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,143
EN0000144,20250630,A017,EQ0014,L013,6514.39,726.62,15.55,467,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,144
EN0000145,20250223,A017,EQ0041,L013,889.87,159.06,8.85,1886,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,145
EN0000146,20250606,A017,EQ0014,L013,6932.62,678.39,20.16,629,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,146
EN0000147,20250105,A004,EQ0053,L009,1589.5,269.09,4.39,3055,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,147
EN0000148,20250314,A013,EQ0050,L007,6564.75,934.47,22.63,1601,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,148
EN0000149,20250222,A012,EQ0035,L015,9720.67,1709.59,23.29,2847,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,149
EN0000150,20250115,A017,EQ0021,L013,1368.62,241.87,16.71,3995,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,150
EN0000151,20250421,A004,EQ0051,L009,1949.2,245.23,12.51,2135,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,151
EN0000152,20250502,A004,EQ0059,L009,3822.85,352.97,17.25,719,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,152
EN0000153,20250613,A017,EQ0003,L013,2907.13,271.42,11.29,639,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,153
EN0000154,20250102,A017,EQ0021,L013,3496.98,620.44,15.98,1426,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,154
EN0000155,20250629,A004,EQ0051,L009,2819.27,365.29,14.51,1400,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,155
EN0000156,20250516,A008,EQ0033,L006,7141.58,1249.34,18.2,1844,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,156
EN0000157,20250317,A004,EQ0004,L009,2187.2,283.55,22.24,2611,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,157
EN0000158,20250324,A005,EQ0047,L016,10948.95,1473.86,19.65,3097,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,158
EN0000159,20250522,A005,EQ0037,L016,1457.35,140.61,11.58,2863,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,159
EN0000160,20250305,A004,EQ0020,L009,5032.18,599.93,11.24,344,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,160
EN0000161,20250611,A010,EQ0028,L005,5170.39,857.8,10.01,1919,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,161
EN0000162,20250104,A004,EQ0059,L009,1848.63,223.59,16.01,1015,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,162
EN0000163,20250313,A017,EQ0014,L013,4051.8,492.67,12.15,2402,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,163
EN0000164,20250412,A017,EQ0009,L013,1738.59,300.2,16.87,4005,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,164
EN0000165,20250405,A008,EQ0042,L006,4204.84,611.57,8.29,913,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,165
EN0000166,20250627,A004,EQ0006,L009,1068.74,125.92,6.53,2971,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,166
EN0000167,20250120,A004,EQ0007,L009,2151.43,196.02,16.47,2095,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,167
EN0000168,20250507,A012,EQ0045,L015,3509.16,434.55,8.57,2305,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,168
EN0000169,20250403,A004,EQ0049,L009,2461.82,406.2,8.34,3457,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,169
EN0000170,20250324,A017,EQ0041,L013,1145.02,143.89,12.29,2533,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,170
EN0000171,20250330,A004,EQ0011,L009,5598.41,956.33,12.55,2358,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,171
EN0000172,20250321,A004,EQ0051,L009,6360.6,974.93,21.06,1014,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,172
EN0000173,20250418,A017,EQ0014,L013,3391.65,363.66,9.87,2201,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,173
EN0000174,20250612,A017,EQ0030,L013,7124.55,987.36,18.69,176,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,174
EN0000175,20250619,A017,EQ0030,L013,3870.49,681.78,15.74,979,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,175
EN0000176,20250519,A010,EQ0039,L005,9237.11,1212.57,20.12,3507,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,176
EN0000177,20250506,A004,EQ0057,L009,3481.07,398.71,10.62,1984,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,177
EN0000178,20250224,A017,EQ0008,L013,3784.34,373.8,23.68,3932,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,178
EN0000179,20250223,A004,EQ0052,L009,5205.23,482.21,13.92,2042,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,179
EN0000180,20250330,A013,EQ0050,L007,1642.65,284.55,18.27,1531,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,180
EN0000181,20250208,A009,EQ0043,L006,9364.26,1636.95,18.55,3648,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,181
EN0000182,20250317,A005,EQ0013,L016,15101.46,1605.76,21.1,2153,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,182
EN0000183,20250628,A004,EQ0020,L009,3946.11,706.53,8.88,251,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,183
EN0000184,20250320,A006,EQ0056,L016,2112.97,337.94,7.35,2157,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,184
EN0000185,20250310,A004,EQ0048,L009,5108.56,917.61,15.29,3644,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,185
EN0000186,20250125,A017,EQ0024,L013,1696.85,169.2,7.03,2538,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,186
EN0000187,20250501,A008,EQ0042,L006,2431.23,276.85,19.3,1908,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,187
EN0000188,20250521,A010,EQ0025,L005,3949.43,656.06,14.86,3002,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,188
EN0000189,20250112,A013,EQ0026,L007,2053.27,292.37,7.34,2388,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,189
EN0000190,20250113,A017,EQ0009,L013,1899.42,277.61,21.37,458,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,190
EN0000191,20250402,A010,EQ0028,L005,3198.8,385.88,15.61,2169,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,191
EN0000192,20250415,A004,EQ0020,L009,928.37,153.18,5.02,2046,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,192
EN0000193,20250315,A004,EQ0049,L009,7594.02,706.62,23.02,3335,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,193
EN0000194,20250615,A017,EQ0055,L013,849.75,146.11,6.79,169,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,194
EN0000195,20250226,A004,EQ0048,L009,2488.82,420.79,9.24,3694,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,195
EN0000196,20250206,A004,EQ0053,L009,1268.97,213.91,6.18,3786,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,196
EN0000197,20250205,A010,EQ0015,L005,8583.91,824.9,23.76,2158,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,197
