DateKey,Date,Year,Quarter,MonthNumber,MonthName,WeekNumber,DayOfWeek,IsWeekend,_SourceFile,_ExportedAt,_LegacyRowNumber
20250405,2025-04-05,2025,Q2,4,Abril,14,Sábado,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,95
20250406,2025-04-06,2025,Q2,4,Abril,14,Domingo,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,96
20250407,2025-04-07,2025,Q2,4,Abril,15,Lunes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,97
20250408,2025-04-08,2025,Q2,4,Abril,15,Martes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,98
20250409,2025-04-09,2025,Q2,4,Abril,15,Miércoles,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,99
20250410,2025-04-10,2025,Q2,4,Abril,15,Jueves,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,100
20250411,2025-04-11,2025,Q2,4,Abril,15,Viernes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,101
20250412,2025-04-12,2025,Q2,4,Abril,15,Sábado,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,102
20250413,2025-04-13,2025,Q2,4,Abril,15,Domingo,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,103
20250414,2025-04-14,2025,Q2,4,Abril,16,Lunes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,104
20250415,2025-04-15,2025,Q2,4,Abril,16,Martes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,105
20250416,2025-04-16,2025,Q2,4,Abril,16,Miércoles,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,106
20250417,2025-04-17,2025,Q2,4,Abril,16,Jueves,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,107
20250418,2025-04-18,2025,Q2,4,Abril,16,Viernes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,108
20250419,2025-04-19,2025,Q2,4,Abril,16,Sábado,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,109
20250420,2025-04-20,2025,Q2,4,Abril,16,Domingo,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,110
20250421,2025-04-21,2025,Q2,4,Abril,17,Lunes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,111
20250422,2025-04-22,2025,Q2,4,Abril,17,Martes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,112
20250423,2025-04-23,2025,Q2,4,Abril,17,Miércoles,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,113
20250424,2025-04-24,2025,Q2,4,Abril,17,Jueves,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,114
20250425,2025-04-25,2025,Q2,4,Abril,17,Viernes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,115
20250426,2025-04-26,2025,Q2,4,Abril,17,Sábado,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,116
20250427,2025-04-27,2025,Q2,4,Abril,17,Domingo,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,117
20250428,2025-04-28,2025,Q2,4,Abril,18,Lunes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,118
20250429,2025-04-29,2025,Q2,4,Abril,18,Martes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,119
20250430,2025-04-30,2025,Q2,4,Abril,18,Miércoles,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,120
20250501,2025-05-01,2025,Q2,5,Mayo,18,Jueves,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,121
20250502,2025-05-02,2025,Q2,5,Mayo,18,Viernes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,122
20250503,2025-05-03,2025,Q2,5,Mayo,18,Sábado,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,123
20250504,2025-05-04,2025,Q2,5,Mayo,18,Domingo,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,124
20250505,2025-05-05,2025,Q2,5,Mayo,19,Lunes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,125
20250506,2025-05-06,2025,Q2,5,Mayo,19,Martes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,126
20250507,2025-05-07,2025,Q2,5,Mayo,19,Miércoles,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,127
20250508,2025-05-08,2025,Q2,5,Mayo,19,Jueves,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,128
20250509,2025-05-09,2025,Q2,5,Mayo,19,Viernes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,129
20250510,2025-05-10,2025,Q2,5,Mayo,19,Sábado,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,130
20250511,2025-05-11,2025,Q2,5,Mayo,19,Domingo,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,131
20250512,2025-05-12,2025,Q2,5,Mayo,20,Lunes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,132
20250513,2025-05-13,2025,Q2,5,Mayo,20,Martes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,133
20250514,2025-05-14,2025,Q2,5,Mayo,20,Miércoles,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,134
20250515,2025-05-15,2025,Q2,5,Mayo,20,Jueves,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,135
20250516,2025-05-16,2025,Q2,5,Mayo,20,Viernes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,136
20250517,2025-05-17,2025,Q2,5,Mayo,20,Sábado,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,137
20250518,2025-05-18,2025,Q2,5,Mayo,20,Domingo,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,138
20250519,2025-05-19,2025,Q2,5,Mayo,21,Lunes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,139
20250520,2025-05-20,2025,Q2,5,Mayo,21,Martes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,140
20250521,2025-05-21,2025,Q2,5,Mayo,21,Miércoles,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,141
20250522,2025-05-22,2025,Q2,5,Mayo,21,Jueves,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,142
20250523,2025-05-23,2025,Q2,5,Mayo,21,Viernes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,143
20250524,2025-05-24,2025,Q2,5,Mayo,21,Sábado,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,144
20250525,2025-05-25,2025,Q2,5,Mayo,21,Domingo,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,145
20250526,2025-05-26,2025,Q2,5,Mayo,22,Lunes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,146
20250527,2025-05-27,2025,Q2,5,Mayo,22,Martes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,147
20250528,2025-05-28,2025,Q2,5,Mayo,22,Miércoles,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,148
20250529,2025-05-29,2025,Q2,5,Mayo,22,Jueves,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,149
20250530,2025-05-30,2025,Q2,5,Mayo,22,Viernes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,150
20250531,2025-05-31,2025,Q2,5,Mayo,22,Sábado,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,151
20250601,2025-06-01,2025,Q2,6,Junio,22,Domingo,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,152
20250602,2025-06-02,2025,Q2,6,Junio,23,Lunes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,153
20250603,2025-06-03,2025,Q2,6,Junio,23,Martes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,154
20250604,2025-06-04,2025,Q2,6,Junio,23,Miércoles,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,155
20250605,2025-06-05,2025,Q2,6,Junio,23,Jueves,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,156
20250606,2025-06-06,2025,Q2,6,Junio,23,Viernes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,157
20250607,2025-06-07,2025,Q2,6,Junio,23,Sábado,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,158
20250608,2025-06-08,2025,Q2,6,Junio,23,Domingo,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,159
20250609,2025-06-09,2025,Q2,6,Junio,24,Lunes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,160
20250610,2025-06-10,2025,Q2,6,Junio,24,Martes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,161
20250611,2025-06-11,2025,Q2,6,Junio,24,Miércoles,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,162
20250612,2025-06-12,2025,Q2,6,Junio,24,Jueves,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,163
20250613,2025-06-13,2025,Q2,6,Junio,24,Viernes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,164
20250614,2025-06-14,2025,Q2,6,Junio,24,Sábado,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,165
20250615,2025-06-15,2025,Q2,6,Junio,24,Domingo,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,166
20250616,2025-06-16,2025,Q2,6,Junio,25,Lunes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,167
20250617,2025-06-17,2025,Q2,6,Junio,25,Martes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,168
20250618,2025-06-18,2025,Q2,6,Junio,25,Miércoles,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,169
20250619,2025-06-19,2025,Q2,6,Junio,25,Jueves,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,170
20250620,2025-06-20,2025,Q2,6,Junio,25,Viernes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,171
20250621,2025-06-21,2025,Q2,6,Junio,25,Sábado,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,172
20250622,2025-06-22,2025,Q2,6,Junio,25,Domingo,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,173
20250623,2025-06-23,2025,Q2,6,Junio,26,Lunes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,174
20250624,2025-06-24,2025,Q2,6,Junio,26,Martes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,175
20250625,2025-06-25,2025,Q2,6,Junio,26,Miércoles,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,176
20250626,2025-06-26,2025,Q2,6,Junio,26,Jueves,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,177
20250627,2025-06-27,2025,Q2,6,Junio,26,Viernes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,178
20250628,2025-06-28,2025,Q2,6,Junio,26,Sábado,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,179
20250629,2025-06-29,2025,Q2,6,Junio,26,Domingo,True,project_dim_fecha_export.csv,2026-06-23T00:00:00,180
20250630,2025-06-30,2025,Q2,6,Junio,27,Lunes,False,project_dim_fecha_export.csv,2026-06-23T00:00:00,181
