WorkOrderID,CreatedDateKey,ClosedDateKey,AreaID,EquipmentID,ServiceID,ResponsibleID,WorkTypeID,PriorityID,StatusID,EstimatedHours,ActualHours,IsCritical,ReworkFlag,SourceSystem,_SourceFile,_ExportedAt,_LegacyRowNumber
WO000011,20250624,20250630,A005,EQ0047,SV10,R025,WT8,P3,S4,46.46,77.73,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,11
WO000012,20250617,,A013,EQ0050,SV11,R003,WT7,P2,S2,17.76,22.57,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,12
WO000013,20250107,20250217,A017,EQ0055,SV3,R004,WT2,P4,S4,98.13,321.75,False,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,13
WO000014,20250226,,A008,EQ0012,SV11,R021,WT12,P3,S3,31.42,85.68,False,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,14
WO000015,20250409,,A004,EQ0002,SV11,R019,WT7,P3,S2,39.96,73.32,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,15
WO000016,20250129,,A012,EQ0045,SV11,R028,WT2,P1,S3,5.71,4.72,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,16
WO000017,20250201,20250203,A017,EQ0003,SV2,R020,WT10,P2,S4,20.68,9.48,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,17
WO000018,20250314,20250316,A008,EQ0033,SV6,R005,WT1,P2,S4,13.02,9.56,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,18
WO000019,20250526,20250528,A010,EQ0028,SV2,R019,WT2,P2,S4,12.11,15.57,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,19
WO000020,20250308,20250311,A005,EQ0034,SV9,R009,WT1,P2,S4,12.69,21.58,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,20
WO000021,20250321,20250401,A010,EQ0039,SV9,R008,WT8,P4,S4,69.52,85.92,False,True,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,21
WO000022,20250428,20250501,A017,EQ0027,SV3,R001,WT2,P2,S4,20.12,16.46,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,22
WO000023,20250224,20250225,A005,EQ0016,SV5,R005,WT1,P1,S4,5.61,6.31,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,23
WO000024,20250208,20250212,A005,EQ0034,SV1,R016,WT7,P2,S4,18.89,24.87,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,24
WO000025,20250106,,A017,EQ0027,SV1,R020,WT2,P2,S2,11.86,10.82,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,25
WO000026,20250624,20250626,A006,EQ0031,SV1,R018,WT4,P2,S4,18.58,12.12,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,26
WO000027,20250221,20250227,A017,EQ0055,SV6,R009,WT6,P3,S4,36.79,41.68,False,True,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,27
WO000028,20250627,20250630,A004,EQ0018,SV6,R021,WT5,P3,S4,63.16,47.28,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,28
WO000029,20250407,,A004,EQ0057,SV3,R030,WT3,P1,S3,3.67,3.24,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,29
WO000030,20250310,20250330,A005,EQ0029,SV9,R020,WT2,P3,S4,60.45,158.08,False,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,30
WO000031,20250316,20250324,A012,EQ0045,SV8,R027,WT3,P3,S4,43.75,58.18,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,31
WO000032,20250219,,A017,EQ0009,SV1,R029,WT1,P2,S2,16.29,22.23,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,32
WO000033,20250419,20250420,A010,EQ0028,SV3,R029,WT5,P1,S4,3.64,4.53,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,33
WO000034,20250427,,A010,EQ0015,SV6,R008,WT1,P1,S1,3.71,7.32,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,34
WO000035,20250518,20250524,A004,EQ0059,SV8,R022,WT8,P3,S4,50.31,45.92,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,35
WO000036,20250627,20250630,A017,EQ0017,SV2,R016,WT10,P3,S4,45.11,22.38,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,36
WO000037,20250603,20250605,A017,EQ0008,SV10,R023,WT4,P2,S4,12.58,14.57,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,37
WO000038,20250607,20250609,A004,EQ0053,SV6,R025,WT2,P1,S4,5.6,8.47,True,True,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,38
WO000039,20250615,,A008,EQ0012,SV2,R009,WT1,P2,S2,17.34,21.88,True,True,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,39
WO000040,20250616,20250617,A004,EQ0046,SV11,R022,WT5,P1,S4,3.85,2.54,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,40
WO000041,20250318,20250329,A004,EQ0060,SV5,R024,WT8,P3,S4,43.02,80.96,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,41
WO000042,20250120,20250123,A017,EQ0008,SV11,R003,WT6,P2,S4,13.74,17.69,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,42
WO000043,20250512,20250514,A017,EQ0030,SV2,R028,WT2,P2,S5,8.52,13.12,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,43
WO000044,20250425,20250501,A004,EQ0060,SV4,R002,WT4,P3,S4,46.49,40.15,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,44
WO000045,20250417,20250509,A004,EQ0036,SV8,R029,WT2,P3,S4,51.02,175.7,False,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,45
WO000046,20250525,20250528,A004,EQ0052,SV8,R029,WT2,P2,S4,16.59,23.87,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,46
WO000047,20250606,20250608,A004,EQ0006,SV7,R009,WT2,P2,S4,20.76,12.54,True,True,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,47
WO000048,20250624,20250626,A004,EQ0053,SV12,R018,WT1,P2,S4,10.63,15.95,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,48
WO000049,20250531,20250601,A004,EQ0059,SV11,R011,WT9,P1,S4,2.9,2.55,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,49
WO000050,20250222,,A004,EQ0004,SV12,R013,WT5,P2,S2,15.83,9.48,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,50
WO000051,20250102,20250104,A017,EQ0040,SV11,R010,WT4,P1,S4,6.48,14.73,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,51
WO000052,20250407,20250410,A017,EQ0008,SV9,R003,WT6,P2,S4,17.57,19.2,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,52
WO000053,20250330,,A004,EQ0007,SV5,R015,WT2,P2,S2,19.82,30.29,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,53
WO000054,20250426,20250430,A005,EQ0013,SV1,R008,WT4,P2,S4,20.71,28.63,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,54
WO000055,20250505,20250507,A017,EQ0024,SV7,R024,WT8,P1,S4,7.16,8.87,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,55
WO000056,20250206,20250210,A010,EQ0025,SV2,R023,WT2,P2,S4,12.11,26.35,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,56
WO000057,20250310,20250314,A004,EQ0060,SV11,R011,WT2,P2,S4,13.49,28.14,True,True,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,57
WO000058,20250401,20250405,A005,EQ0013,SV4,R005,WT2,P2,S4,10.24,29.2,True,True,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,58
WO000059,20250214,,A017,EQ0014,SV8,R025,WT1,P3,S2,36.42,15.36,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,59
WO000060,20250326,20250403,A017,EQ0030,SV3,R014,WT3,P4,S4,68.69,57.47,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,60
WO000061,20250118,20250121,A017,EQ0041,SV12,R018,WT7,P2,S4,18.65,23.85,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,61
WO000062,20250327,,A004,EQ0057,SV8,R010,WT2,P2,S2,12.55,9.65,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,62
WO000063,20250503,,A010,EQ0032,SV7,R026,WT1,P1,S3,3.46,8.58,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,63
WO000064,20250317,20250328,A012,EQ0045,SV2,R015,WT4,P3,S4,61.8,81.73,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,64
WO000065,20250613,20250621,A004,EQ0004,SV3,R012,WT4,P3,S4,30.69,58.88,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,65
WO000066,20250322,20250326,A004,EQ0054,SV6,R011,WT6,P2,S4,21.14,30.62,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,66
WO000067,20250506,,A005,EQ0001,SV1,R001,WT1,P2,S1,14.83,17.41,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,67
WO000068,20250323,20250330,A012,EQ0035,SV11,R028,WT7,P2,S4,17.74,49.35,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,68
WO000069,20250612,,A008,EQ0012,SV2,R013,WT9,P1,S2,3.52,7.56,True,True,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,69
WO000070,20250507,20250516,A004,EQ0019,SV9,R028,WT7,P4,S4,62.49,67.4,False,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,70
WO000071,20250531,20250616,A005,EQ0044,SV6,R026,WT2,P3,S4,59.82,127.61,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,71
WO000072,20250417,,A004,EQ0046,SV1,R007,WT3,P3,S2,27.61,48.01,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,72
WO000073,20250405,20250427,A005,EQ0034,SV5,R028,WT8,P4,S4,103.02,172.1,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,73
WO000074,20250301,20250304,A017,EQ0008,SV12,R009,WT2,P2,S4,17.85,20.56,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,74
WO000075,20250222,20250223,A004,EQ0018,SV11,R023,WT1,P1,S4,4.39,4.19,True,True,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,75
WO000076,20250627,20250630,A004,EQ0019,SV5,R018,WT7,P4,S4,101.72,309.32,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,76
WO000077,20250320,20250402,A012,EQ0035,SV12,R011,WT2,P3,S4,52.53,102.54,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,77
WO000078,20250625,20250630,A005,EQ0037,SV9,R023,WT6,P4,S5,84.15,99.02,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,78
WO000079,20250517,,A013,EQ0026,SV1,R010,WT8,P4,S2,53.04,60.39,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,79
WO000080,20250117,20250120,A017,EQ0024,SV7,R015,WT7,P3,S4,35.87,16.38,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,80
WO000081,20250601,20250609,A005,EQ0016,SV12,R028,WT4,P4,S4,47.18,57.11,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,81
WO000082,20250407,,A004,EQ0006,SV2,R014,WT8,P3,S3,53.32,49.26,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,82
WO000083,20250213,,A005,EQ0029,SV10,R013,WT9,P3,S1,40.7,69.18,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,83
WO000084,20250518,20250614,A017,EQ0005,SV4,R003,WT2,P4,S4,100.99,209.07,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,84
WO000085,20250616,,A017,EQ0055,SV9,R023,WT1,P1,S2,6.99,18.18,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,85
WO000086,20250401,20250404,A017,EQ0040,SV6,R018,WT6,P2,S4,15.24,23.85,True,True,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,86
WO000087,20250425,20250427,A017,EQ0021,SV12,R027,WT2,P2,S4,14.31,11.34,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,87
WO000088,20250125,20250129,A017,EQ0023,SV6,R029,WT5,P3,S4,34.59,25.2,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,88
WO000089,20250313,20250328,A004,EQ0054,SV11,R018,WT5,P3,S4,60.21,117.55,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,89
WO000090,20250117,20250121,A010,EQ0028,SV9,R018,WT3,P2,S4,10.61,24.06,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,90
WO000091,20250123,20250205,A009,EQ0043,SV1,R013,WT6,P4,S4,97.87,98.83,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,91
WO000092,20250620,20250627,A004,EQ0051,SV4,R025,WT10,P3,S4,29.97,53.74,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,92
WO000093,20250428,20250430,A004,EQ0036,SV12,R002,WT7,P1,S4,6.59,9.02,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,93
WO000094,20250123,20250128,A010,EQ0039,SV11,R016,WT1,P2,S4,19.42,38.71,True,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,94
WO000095,20250530,20250531,A004,EQ0036,SV11,R025,WT10,P1,S4,5.26,6.38,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,95
WO000096,20250302,20250304,A004,EQ0054,SV4,R028,WT4,P2,S4,12.26,15.19,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,96
WO000097,20250110,20250203,A005,EQ0016,SV4,R017,WT2,P4,S4,85.23,187.1,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,97
WO000098,20250316,20250324,A017,EQ0003,SV1,R009,WT2,P3,S4,28.32,57.74,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,98
WO000099,20250609,20250613,A005,EQ0034,SV3,R025,WT8,P3,S4,27.42,30.84,False,True,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,99
WO000100,20250414,20250415,A005,EQ0016,SV10,R020,WT3,P1,S4,4.2,6.07,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,100
WO000101,20250528,20250618,A017,EQ0005,SV1,R016,WT2,P4,S4,94.54,163.46,False,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,101
WO000102,20250514,,A004,EQ0019,SV6,R024,WT4,P3,S2,48.34,25.94,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,102
WO000103,20250511,20250512,A010,EQ0038,SV3,R001,WT2,P1,S4,5.61,5.61,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,103
WO000104,20250104,20250107,A005,EQ0016,SV1,R026,WT5,P3,S4,32.02,18.37,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,104
WO000105,20250105,20250106,A006,EQ0031,SV8,R001,WT4,P1,S4,3.1,3.82,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,105
WO000106,20250126,20250127,A004,EQ0019,SV2,R019,WT5,P1,S4,3.06,4.17,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,106
WO000107,20250113,,A010,EQ0028,SV10,R012,WT1,P4,S3,58.52,80.0,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,107
WO000108,20250119,,A008,EQ0042,SV5,R008,WT1,P2,S2,15.37,19.9,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,108
WO000109,20250502,20250506,A004,EQ0019,SV12,R019,WT5,P4,S4,63.49,31.93,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,109
WO000110,20250504,20250509,A004,EQ0057,SV3,R011,WT2,P3,S4,38.41,37.23,False,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,110
WO000111,20250121,20250128,A005,EQ0029,SV8,R017,WT1,P3,S4,47.99,52.96,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,111
WO000112,20250211,,A017,EQ0023,SV2,R030,WT4,P3,S1,32.95,62.01,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,112
WO000113,20250221,20250223,A004,EQ0051,SV9,R005,WT11,P2,S4,10.6,12.32,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,113
WO000114,20250525,20250529,A004,EQ0048,SV2,R026,WT2,P3,S4,37.5,25.66,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,114
WO000115,20250402,,A008,EQ0042,SV7,R006,WT4,P2,S1,9.79,23.24,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,115
WO000116,20250321,,A017,EQ0040,SV9,R018,WT3,P3,S3,32.61,23.83,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,116
WO000117,20250223,20250225,A017,EQ0030,SV4,R018,WT3,P2,S4,19.61,15.03,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,117
WO000118,20250517,20250528,A006,EQ0031,SV5,R030,WT3,P3,S4,56.81,80.72,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,118
WO000119,20250216,20250217,A017,EQ0023,SV7,R001,WT10,P1,S4,2.98,6.2,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,119
WO000120,20250603,20250612,A004,EQ0007,SV1,R017,WT1,P3,S4,38.53,69.24,False,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,120
WO000121,20250503,20250508,A017,EQ0014,SV1,R023,WT1,P4,S4,42.42,39.1,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,121
WO000122,20250209,20250213,A005,EQ0047,SV9,R025,WT2,P2,S4,17.36,26.84,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,122
WO000123,20250217,20250221,A005,EQ0034,SV10,R021,WT7,P2,S4,17.75,31.96,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,123
WO000124,20250630,20250630,A004,EQ0006,SV4,R009,WT8,P2,S5,12.74,8.11,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,124
WO000125,20250403,20250409,A005,EQ0037,SV12,R025,WT6,P4,S5,66.22,47.08,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,125
WO000126,20250625,20250630,A017,EQ0023,SV3,R001,WT2,P3,S4,59.44,95.59,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,126
WO000127,20250418,20250419,A005,EQ0034,SV9,R011,WT9,P1,S4,3.61,6.73,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,127
WO000128,20250225,20250227,A004,EQ0049,SV11,R028,WT8,P1,S4,5.77,11.55,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,128
WO000129,20250509,20250514,A004,EQ0018,SV6,R023,WT4,P4,S4,49.5,39.77,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,129
WO000130,20250113,20250120,A005,EQ0001,SV4,R023,WT4,P2,S4,20.67,49.34,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,130
WO000131,20250222,20250223,A017,EQ0009,SV12,R016,WT7,P1,S4,3.41,5.4,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,131
WO000132,20250311,20250312,A006,EQ0056,SV1,R017,WT1,P2,S5,9.31,6.32,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,132
WO000133,20250623,,A004,EQ0007,SV4,R020,WT6,P4,S3,62.64,37.48,False,True,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,133
WO000134,20250308,20250310,A017,EQ0003,SV7,R017,WT1,P2,S4,16.87,13.78,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,134
WO000135,20250113,,A017,EQ0021,SV2,R001,WT8,P4,S1,50.17,51.22,False,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,135
WO000136,20250421,,A005,EQ0034,SV12,R009,WT1,P3,S2,27.53,34.12,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,136
WO000137,20250210,,A004,EQ0010,SV5,R001,WT2,P3,S2,58.23,89.85,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,137
WO000138,20250118,,A017,EQ0017,SV10,R016,WT2,P1,S2,3.18,4.93,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,138
WO000139,20250616,,A004,EQ0060,SV8,R017,WT5,P2,S3,16.72,7.42,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,139
WO000140,20250415,20250418,A017,EQ0008,SV4,R019,WT6,P2,S4,16.94,20.11,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,140
WO000141,20250303,,A010,EQ0039,SV2,R028,WT2,P1,S2,3.06,6.8,True,True,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,141
WO000142,20250111,20250114,A005,EQ0013,SV11,R001,WT4,P2,S4,15.69,16.5,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,142
WO000143,20250103,20250107,A004,EQ0006,SV8,R001,WT2,P2,S4,12.34,31.12,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,143
WO000144,20250628,20250630,A010,EQ0028,SV10,R014,WT1,P2,S4,11.7,15.53,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,144
WO000145,20250214,,A010,EQ0015,SV12,R013,WT6,P2,S2,15.52,19.68,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,145
WO000146,20250315,20250318,A004,EQ0046,SV8,R013,WT11,P2,S4,18.82,20.48,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,146
WO000147,20250417,20250427,A017,EQ0008,SV10,R023,WT5,P3,S4,59.53,73.18,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,147
WO000148,20250523,20250527,A017,EQ0014,SV9,R001,WT5,P3,S4,29.55,26.4,False,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,148
WO000149,20250612,20250614,A008,EQ0012,SV5,R010,WT4,P2,S4,15.23,8.75,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,149
WO000150,20250619,20250626,A005,EQ0016,SV7,R029,WT2,P3,S4,33.73,50.1,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,150
WO000151,20250629,20250630,A008,EQ0058,SV12,R006,WT9,P2,S5,19.37,21.81,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,151
WO000152,20250612,20250616,A012,EQ0045,SV3,R024,WT3,P3,S4,30.63,31.67,False,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,152
